"SurveyResponseID","AnswerNumber","QualmarkFailedExpn"
3602465,159,"No air-conditioning/heating inadequate"
3602465,157,"Poor standard of cleanliness/dirty"
3604827,146,"Poor/old facilities"
3602467,155,"Poor/old facilities"
3604827,147,"Too expensive"
3602465,161,"Another reason"
3602467,156,"Too expensive"
3601692,165,"Poor/old facilities"
3604827,148,"Poor customer service"
3602467,159,"Another reason"
3602467,157,"No free internet"
3601692,168,"No free internet"
3601692,169,"No air-conditioning/heating inadequate"
3604827,152,"Another reason"
3601692,170,"Noisy"
3601889,144,"No air-conditioning/heating inadequate"
3601889,145,"Another reason"
3601694,154,"The Qualmark rating was too high"
3604827,149,"Poor standard of cleanliness/dirty"
3601692,166,"Too expensive"
3601692,167,"Poor standard of cleanliness/dirty"
3601694,153,"Poor/old facilities"
3601694,155,"Too expensive"
3601694,156,"Poor standard of cleanliness/dirty"
3601627,154,"Poor value for money"
3602465,160,"Poor value for money"
3602467,158,"Poor value for money"
3604827,150,"Generally poor standard"
3604827,151,"Poor value for money"
3601889,143,"Generally poor standard"
3601694,157,"Generally poor standard"
3601694,158,"Poor value for money"
3601932,153,"No free internet"
3601932,150,"The Qualmark rating was too high"
3601708,159,"The Qualmark rating was too high"
3602551,153,"Another reason"
3601932,154,"Poor value for money"
3601932,151,"Too expensive"
3601932,152,"Poor customer service"
3601708,158,"Poor/old facilities"
3602551,151,"Too expensive"
3602551,152,"Poor customer service"
3601708,160,"Poor customer service"
3601708,161,"Poor standard of cleanliness/dirty"
3601708,162,"Poor value for money"
3604943,155,"Generally poor standard"
3602005,147,"The Qualmark rating was too high"
3604977,140,"The Qualmark rating was too high"
3604943,152,"Poor/old facilities"
3604943,153,"Too expensive"
3604943,154,"Poor customer service"
3602005,148,"Too expensive"
3602005,149,"Poor customer service"
3601712,157,"Poor/old facilities"
3604977,141,"Poor customer service"
3604977,142,"Poor standard of cleanliness/dirty"
3601694,159,"Noisy"
3604977,143,"No air-conditioning/heating inadequate"
3604977,144,"Noisy"
3602005,151,"No free internet"
3601712,162,"No air-conditioning/heating inadequate"
3601712,161,"Generally poor standard"
3604993,137,"No free internet"
3601712,163,"Poor value for money"
3601712,158,"The Qualmark rating was too high"
3604977,145,"Another reason"
3602574,132,"The Qualmark rating was too high"
3604993,135,"The Qualmark rating was too high"
3601712,164,"Another reason"
3602005,150,"Poor standard of cleanliness/dirty"
3601712,159,"Poor customer service"
3601712,160,"Poor standard of cleanliness/dirty"
3604993,134,"Poor/old facilities"
3604993,136,"Too expensive"
3602574,133,"Poor customer service"
3602574,134,"Poor standard of cleanliness/dirty"
3601759,143,"Poor/old facilities"
3601759,145,"Too expensive"
3602574,135,"Generally poor standard"
3602574,137,"Poor value for money"
3601759,149,"Poor value for money"
3602005,152,"No air-conditioning/heating inadequate"
3602005,153,"Noisy"
3602574,136,"No air-conditioning/heating inadequate"
3601759,144,"The Qualmark rating was too high"
3602765,148,"The Qualmark rating was too high"
3602223,150,"The Qualmark rating was too high"
3601759,150,"Another reason"
3602765,155,"Another reason"
3601759,146,"Poor customer service"
3602765,149,"Poor customer service"
3605095,148,"Poor customer service"
3605095,149,"Poor standard of cleanliness/dirty"
3602223,151,"Poor customer service"
3601759,147,"No free internet"
3601759,148,"No air-conditioning/heating inadequate"
3605095,150,"No free internet"
3602765,150,"No free internet"
3602765,152,"No air-conditioning/heating inadequate"
3601776,141,"Poor/old facilities"
3601776,143,"Too expensive"
3605095,151,"Generally poor standard"
3605095,152,"Poor value for money"
3602765,151,"Generally poor standard"
3602765,153,"Poor value for money"
3602223,153,"Generally poor standard"
3602223,155,"Poor value for money"
3602223,157,"Another reason"
3601776,142,"The Qualmark rating was too high"
3602316,174,"Another reason"
3605126,164,"The Qualmark rating was too high"
3605126,170,"Another reason"
3602892,148,"The Qualmark rating was too high"
3602316,172,"Generally poor standard"
3605126,167,"Generally poor standard"
3605126,168,"Poor value for money"
3602765,154,"Noisy"
3602223,152,"No free internet"
3602223,154,"No air-conditioning/heating inadequate"
3602223,156,"Noisy"
3601776,144,"No free internet"
3602316,173,"Noisy"
3605126,169,"Noisy"
3602316,169,"Too expensive"
3602316,170,"Poor customer service"
3602316,171,"Poor standard of cleanliness/dirty"
3605126,165,"Too expensive"
3605126,166,"Poor customer service"
3601843,159,"Too expensive"
3602892,151,"No air-conditioning/heating inadequate"
3602892,153,"Noisy"
3601843,162,"No air-conditioning/heating inadequate"
3601843,163,"Noisy"
3602702,136,"Noisy"
3602967,136,"No air-conditioning/heating inadequate"
3602892,150,"Generally poor standard"
3602892,152,"Poor value for money"
3602702,134,"Generally poor standard"
3601843,161,"Generally poor standard"
3602702,135,"Poor value for money"
3605611,180,"The Qualmark rating was too high"
3602892,154,"Another reason"
3601843,164,"Another reason"
3602702,137,"Another reason"
3602967,138,"Another reason"
3602892,149,"Poor customer service"
3602702,132,"Too expensive"
3601843,160,"Poor standard of cleanliness/dirty"
3602702,133,"Poor standard of cleanliness/dirty"
3602967,134,"Too expensive"
3602967,135,"Poor customer service"
3602766,164,"Too expensive"
3602766,165,"Poor standard of cleanliness/dirty"
3602967,137,"Noisy"
3602766,167,"No air-conditioning/heating inadequate"
3601943,156,"Another reason"
3602766,168,"Noisy"
3601943,155,"Noisy"
3603028,141,"The Qualmark rating was too high"
3603028,142,"Poor customer service"
3602766,166,"Generally poor standard"
3601943,153,"Generally poor standard"
3601943,154,"Poor value for money"
3605996,184,"Generally poor standard"
3603028,144,"Generally poor standard"
3603028,145,"Poor value for money"
3603028,143,"Poor standard of cleanliness/dirty"
3602096,151,"Poor/old facilities"
3603168,149,"No free internet"
3602096,156,"No free internet"
3602096,158,"No air-conditioning/heating inadequate"
3603168,150,"Generally poor standard"
3602096,157,"Generally poor standard"
3602096,152,"The Qualmark rating was too high"
3602096,160,"Another reason"
3603168,148,"Poor standard of cleanliness/dirty"
3602096,153,"Too expensive"
3602096,154,"Poor customer service"
3602096,155,"Poor standard of cleanliness/dirty"
3606717,144,"Too expensive"
3603988,151,"Too expensive"
3603988,154,"Poor value for money"
3602096,159,"Noisy"
3603988,153,"No air-conditioning/heating inadequate"
3603988,155,"Another reason"
3603805,126,"The Qualmark rating was too high"
3602344,167,"The Qualmark rating was too high"
3603988,152,"Poor standard of cleanliness/dirty"
3603805,125,"Poor/old facilities"
3603805,127,"Too expensive"
3604113,157,"Too expensive"
3603805,128,"Poor standard of cleanliness/dirty"
3602344,166,"Poor/old facilities"
3602344,168,"Too expensive"
3602344,169,"Poor customer service"
3602344,170,"Poor standard of cleanliness/dirty"
3603805,129,"No free internet"
3603805,130,"No air-conditioning/heating inadequate"
3604113,158,"Poor customer service"
3602363,137,"Poor/old facilities"
3602363,138,"Too expensive"
3602363,139,"Poor customer service"
3604113,159,"Poor value for money"
3609976,151,"Poor/old facilities"
3603903,140,"Too expensive"
3602363,140,"Poor standard of cleanliness/dirty"
3609976,152,"Poor standard of cleanliness/dirty"
3603903,141,"Poor customer service"
3609976,153,"No free internet"
3602363,141,"No free internet"
3609976,156,"Another reason"
3609976,154,"No air-conditioning/heating inadequate"
3603903,142,"No air-conditioning/heating inadequate"
3609976,155,"Noisy"
3602363,143,"Noisy"
3604413,146,"Another reason"
3604413,145,"Noisy"
3610090,140,"No free internet"
3610090,137,"The Qualmark rating was too high"
3610090,143,"Another reason"
3604545,167,"The Qualmark rating was too high"
3604413,142,"Poor/old facilities"
3604413,143,"Poor standard of cleanliness/dirty"
3610090,136,"Poor/old facilities"
3610090,138,"Too expensive"
3610090,139,"Poor customer service"
3604545,168,"Too expensive"
3604545,169,"Poor customer service"
3604545,170,"Poor standard of cleanliness/dirty"
3610090,142,"Noisy"
3604545,171,"No free internet"
3604545,172,"No air-conditioning/heating inadequate"
3602495,160,"No free internet"
3602495,161,"No air-conditioning/heating inadequate"
3602363,142,"Generally poor standard"
3603903,143,"Poor value for money"
3604413,144,"Poor value for money"
3604624,145,"No air-conditioning/heating inadequate"
3604545,174,"Another reason"
3604647,157,"No air-conditioning/heating inadequate"
3604624,143,"The Qualmark rating was too high"
3602495,158,"The Qualmark rating was too high"
3610258,221,"The Qualmark rating was too high"
3604624,146,"Another reason"
3604647,159,"Another reason"
3610090,141,"Generally poor standard"
3604545,173,"Poor value for money"
3610258,223,"Generally poor standard"
3604624,144,"Generally poor standard"
3604647,156,"Generally poor standard"
3602495,157,"Poor/old facilities"
3602495,159,"Poor customer service"
3610258,222,"Poor standard of cleanliness/dirty"
3604647,154,"Poor/old facilities"
3604647,155,"Poor standard of cleanliness/dirty"
3604462,163,"Poor/old facilities"
3604647,158,"Noisy"
3604462,164,"No free internet"
3604462,166,"Noisy"
3604779,159,"No free internet"
3604473,136,"No free internet"
3602761,164,"No free internet"
3602761,165,"No air-conditioning/heating inadequate"
3604779,158,"Poor standard of cleanliness/dirty"
3604473,135,"Poor standard of cleanliness/dirty"
3602761,161,"Too expensive"
3604473,137,"Noisy"
3604833,155,"No free internet"
3602761,162,"Poor customer service"
3604555,147,"No free internet"
3604462,167,"Another reason"
3602761,163,"Poor standard of cleanliness/dirty"
3604779,160,"Another reason"
3604833,154,"Poor customer service"
3602761,160,"The Qualmark rating was too high"
3604462,165,"Poor value for money"
3602761,166,"Poor value for money"
3602761,167,"Another reason"
3604473,138,"Another reason"
3604833,153,"The Qualmark rating was too high"
3604555,148,"Noisy"
3610794,158,"No air-conditioning/heating inadequate"
3610794,156,"The Qualmark rating was too high"
3604833,156,"Generally poor standard"
3604555,145,"Poor/old facilities"
3610794,159,"Poor value for money"
3604555,146,"Poor customer service"
3610794,155,"Poor/old facilities"
3610794,157,"Poor customer service"
3604972,153,"Too expensive"
3604972,154,"Poor customer service"
3604972,155,"Poor standard of cleanliness/dirty"
3604755,152,"The Qualmark rating was too high"
3604755,157,"Another reason"
3610794,160,"Noisy"
3604972,157,"No air-conditioning/heating inadequate"
3604755,156,"Noisy"
3610912,175,"No air-conditioning/heating inadequate"
3610912,177,"Another reason"
3603099,148,"The Qualmark rating was too high"
3604972,156,"Generally poor standard"
3604755,155,"Poor value for money"
3610912,174,"Generally poor standard"
3604755,151,"Poor/old facilities"
3604755,153,"Poor customer service"
3604755,154,"Poor standard of cleanliness/dirty"
3610912,172,"Too expensive"
3610912,173,"Poor standard of cleanliness/dirty"
3603099,147,"Poor/old facilities"
3603099,149,"Poor standard of cleanliness/dirty"
3603099,150,"Poor value for money"
3604972,158,"Poor value for money"
3603164,148,"Generally poor standard"
3610912,176,"Noisy"
3603099,151,"Noisy"
3604972,159,"Noisy"
3603164,147,"No free internet"
3603164,150,"Poor value for money"
3603164,149,"No air-conditioning/heating inadequate"
3611179,166,"No air-conditioning/heating inadequate"
3603099,152,"Another reason"
3604972,160,"Another reason"
3611179,164,"The Qualmark rating was too high"
3611179,168,"Another reason"
3603164,152,"Another reason"
3604939,166,"The Qualmark rating was too high"
3611179,167,"Noisy"
3603164,151,"Noisy"
3604939,168,"Generally poor standard"
3605106,155,"The Qualmark rating was too high"
3603164,146,"Poor/old facilities"
3611179,165,"Too expensive"
3604939,165,"Poor/old facilities"
3604939,167,"Poor customer service"
3605106,154,"Poor/old facilities"
3605106,156,"Too expensive"
3605106,157,"Poor customer service"
3605106,158,"Poor standard of cleanliness/dirty"
3604939,169,"Noisy"
3605106,160,"No air-conditioning/heating inadequate"
3605106,162,"Noisy"
3611312,159,"No free internet"
3603216,151,"No free internet"
3605106,159,"Generally poor standard"
3605106,161,"Poor value for money"
3604980,145,"Poor value for money"
3604980,143,"Poor/old facilities"
3605115,172,"Too expensive"
3611312,157,"Poor customer service"
3611312,158,"Poor standard of cleanliness/dirty"
3603216,150,"Poor standard of cleanliness/dirty"
3605106,163,"Another reason"
3604980,144,"The Qualmark rating was too high"
3603216,149,"The Qualmark rating was too high"
3604980,146,"Another reason"
3611312,160,"Another reason"
3605115,174,"Noisy"
3604989,150,"Noisy"
3605115,175,"Another reason"
3604998,155,"The Qualmark rating was too high"
3605115,173,"Poor standard of cleanliness/dirty"
3604989,148,"Too expensive"
3604989,149,"Poor standard of cleanliness/dirty"
3604998,154,"Poor/old facilities"
3604998,156,"Too expensive"
3611380,142,"Too expensive"
3611380,143,"Poor customer service"
3604998,157,"Poor standard of cleanliness/dirty"
3611380,144,"Poor standard of cleanliness/dirty"
3611380,145,"No free internet"
3611380,146,"No air-conditioning/heating inadequate"
3604998,158,"No free internet"
3611931,144,"Noisy"
3603450,148,"No air-conditioning/heating inadequate"
3611380,148,"Another reason"
3604998,161,"Another reason"
3603450,146,"The Qualmark rating was too high"
3603450,150,"Another reason"
3611931,139,"Poor/old facilities"
3611931,140,"Too expensive"
3603450,145,"Poor/old facilities"
3611931,141,"Poor customer service"
3603450,147,"Poor standard of cleanliness/dirty"
3611380,147,"Poor value for money"
3604998,159,"Generally poor standard"
3604998,160,"Poor value for money"
3611931,142,"Generally poor standard"
3611931,143,"Poor value for money"
3603450,149,"Noisy"
3603531,154,"No air-conditioning/heating inadequate"
3603531,155,"Noisy"
3603549,151,"No free internet"
3603531,153,"Generally poor standard"
3603549,152,"Generally poor standard"
3603549,153,"Poor value for money"
3605792,171,"Poor customer service"
3603531,151,"Too expensive"
3603531,152,"Poor standard of cleanliness/dirty"
3603549,150,"Poor/old facilities"
3612080,133,"Poor/old facilities"
3612080,134,"Too expensive"
3612080,136,"No free internet"
3612080,138,"Noisy"
3617209,168,"Noisy"
3606342,209,"No free internet"
3603866,124,"No free internet"
3603866,126,"No air-conditioning/heating inadequate"
3612080,139,"Another reason"
3617209,169,"Another reason"
3603866,128,"Another reason"
3612080,137,"Generally poor standard"
3603866,125,"Generally poor standard"
3612080,135,"Poor standard of cleanliness/dirty"
3606342,208,"Poor standard of cleanliness/dirty"
3603866,120,"Poor/old facilities"
3603866,121,"Too expensive"
3603866,122,"Poor customer service"
3603866,123,"Poor standard of cleanliness/dirty"
3603866,127,"Noisy"
3603918,161,"No air-conditioning/heating inadequate"
3604199,144,"No free internet"
3603918,159,"The Qualmark rating was too high"
3603918,162,"Another reason"
3604199,146,"No air-conditioning/heating inadequate"
3604267,150,"No air-conditioning/heating inadequate"
3606342,210,"Generally poor standard"
3604199,145,"Generally poor standard"
3604199,147,"Poor value for money"
3604267,151,"Poor value for money"
3604199,148,"Another reason"
3604267,148,"The Qualmark rating was too high"
3603918,158,"Poor/old facilities"
3603918,160,"Too expensive"
3604199,142,"Poor/old facilities"
3604199,143,"Too expensive"
3604267,147,"Poor/old facilities"
3604267,149,"Poor customer service"
3604267,152,"Noisy"
3609838,150,"No free internet"
3609838,148,"The Qualmark rating was too high"
3609838,152,"No air-conditioning/heating inadequate"
3609838,154,"Noisy"
3610038,129,"No air-conditioning/heating inadequate"
3610038,127,"The Qualmark rating was too high"
3604366,146,"Another reason"
3610052,165,"The Qualmark rating was too high"
3609838,151,"Generally poor standard"
3609838,153,"Poor value for money"
3604366,144,"Poor value for money"
3609838,147,"Poor/old facilities"
3609838,149,"Poor standard of cleanliness/dirty"
3604366,142,"Poor/old facilities"
3610038,126,"Poor/old facilities"
3610038,128,"Poor customer service"
3604366,143,"Poor standard of cleanliness/dirty"
3604366,145,"Noisy"
3610052,168,"No free internet"
3604382,159,"No free internet"
3604382,161,"Noisy"
3604434,166,"No free internet"
3604434,168,"Noisy"
3609960,150,"No free internet"
3609960,152,"No air-conditioning/heating inadequate"
3604382,157,"The Qualmark rating was too high"
3604434,165,"The Qualmark rating was too high"
3609960,154,"Another reason"
3604382,160,"Generally poor standard"
3604434,167,"Generally poor standard"
3609960,151,"Generally poor standard"
3609960,153,"Poor value for money"
3610052,166,"Poor customer service"
3610052,167,"Poor standard of cleanliness/dirty"
3604382,158,"Too expensive"
3604434,164,"Poor/old facilities"
3609960,148,"Poor customer service"
3609960,149,"Poor standard of cleanliness/dirty"
3610188,163,"No free internet"
3610188,165,"No air-conditioning/heating inadequate"
3610197,152,"No free internet"
3610188,161,"The Qualmark rating was too high"
3610188,166,"Another reason"
3610221,160,"The Qualmark rating was too high"
3610221,165,"Another reason"
3610221,163,"No free internet"
3610221,164,"No air-conditioning/heating inadequate"
3610197,153,"No air-conditioning/heating inadequate"
3610188,164,"Generally poor standard"
3610188,160,"Poor/old facilities"
3610188,162,"Poor customer service"
3610197,151,"Poor standard of cleanliness/dirty"
3610221,159,"Poor/old facilities"
3610221,161,"Poor customer service"
3610221,162,"Poor standard of cleanliness/dirty"
3604550,157,"Poor/old facilities"
3604550,160,"No free internet"
3604550,161,"No air-conditioning/heating inadequate"
3604550,158,"The Qualmark rating was too high"
3604583,146,"The Qualmark rating was too high"
3604550,159,"Poor customer service"
3610231,150,"Too expensive"
3610231,151,"Poor customer service"
3610231,152,"Poor standard of cleanliness/dirty"
3604583,147,"Too expensive"
3610355,166,"Poor/old facilities"
3604583,148,"Poor customer service"
3610355,167,"Too expensive"
3610355,168,"Poor standard of cleanliness/dirty"
3604550,162,"Noisy"
3604583,149,"No free internet"
3604583,150,"No air-conditioning/heating inadequate"
3610355,169,"No air-conditioning/heating inadequate"
3610231,153,"No free internet"
3610355,170,"Noisy"
3610473,142,"No air-conditioning/heating inadequate"
3604619,134,"Poor customer service"
3604583,151,"Another reason"
3610473,139,"The Qualmark rating was too high"
3604619,136,"Another reason"
3610473,140,"Poor customer service"
3604619,135,"Poor standard of cleanliness/dirty"
3610473,141,"Generally poor standard"
3610379,155,"Too expensive"
3610379,156,"Poor customer service"
3610379,157,"Poor standard of cleanliness/dirty"
3604653,157,"Too expensive"
3610721,163,"Poor/old facilities"
3610379,158,"No free internet"
3610379,159,"No air-conditioning/heating inadequate"
3610379,161,"Noisy"
3604653,158,"No free internet"
3610721,168,"Noisy"
3610741,186,"No free internet"
3610721,165,"Poor customer service"
3610379,154,"The Qualmark rating was too high"
3610721,166,"Poor standard of cleanliness/dirty"
3610379,162,"Another reason"
3610672,162,"Poor customer service"
3610721,164,"The Qualmark rating was too high"
3610741,184,"The Qualmark rating was too high"
3610741,183,"Poor/old facilities"
3610731,134,"The Qualmark rating was too high"
3610741,185,"Poor standard of cleanliness/dirty"
3610731,133,"Poor/old facilities"
3610731,135,"Poor standard of cleanliness/dirty"
3610741,189,"Noisy"
3610731,136,"No air-conditioning/heating inadequate"
3610379,160,"Poor value for money"
3604653,159,"Generally poor standard"
3610721,167,"Poor value for money"
3610672,163,"Generally poor standard"
3610741,187,"Generally poor standard"
3610741,188,"Poor value for money"
3610756,146,"Poor/old facilities"
3610756,148,"Poor customer service"
3610756,149,"Poor standard of cleanliness/dirty"
3610906,147,"Poor customer service"
3610906,148,"Poor standard of cleanliness/dirty"
3604817,158,"Poor/old facilities"
3610756,150,"No air-conditioning/heating inadequate"
3610756,151,"Noisy"
3604817,159,"No free internet"
3604817,161,"No air-conditioning/heating inadequate"
3610756,147,"The Qualmark rating was too high"
3611266,161,"Poor/old facilities"
3604967,153,"Poor customer service"
3611266,166,"Another reason"
3610731,137,"Poor value for money"
3604817,160,"Generally poor standard"
3604817,162,"Poor value for money"
3610906,150,"Poor value for money"
3611266,163,"Generally poor standard"
3611342,153,"Poor/old facilities"
3604967,154,"Poor standard of cleanliness/dirty"
3611342,155,"Poor customer service"
3611342,154,"The Qualmark rating was too high"
3611342,158,"Another reason"
3604967,156,"Another reason"
3611524,166,"Poor/old facilities"
3604817,163,"Noisy"
3610906,149,"No air-conditioning/heating inadequate"
3611266,162,"No free internet"
3611266,164,"No air-conditioning/heating inadequate"
3611266,165,"Noisy"
3611342,156,"No free internet"
3604985,153,"Poor/old facilities"
3604985,154,"Too expensive"
3604985,155,"Poor standard of cleanliness/dirty"
3611765,145,"Poor customer service"
3611765,146,"Poor standard of cleanliness/dirty"
3604987,149,"Poor standard of cleanliness/dirty"
3611524,171,"Another reason"
3604985,159,"Another reason"
3604987,151,"Another reason"
3611342,157,"Poor value for money"
3611524,168,"Generally poor standard"
3611524,169,"Poor value for money"
3604985,157,"Generally poor standard"
3611765,147,"Generally poor standard"
3604987,150,"Generally poor standard"
3611783,154,"Poor/old facilities"
3611783,155,"The Qualmark rating was too high"
3604967,155,"Noisy"
3611524,167,"No free internet"
3611524,170,"Noisy"
3604985,156,"No free internet"
3604985,158,"Noisy"
3611765,148,"No air-conditioning/heating inadequate"
3611783,156,"No free internet"
3605069,146,"Poor standard of cleanliness/dirty"
3612101,148,"Poor/old facilities"
3612101,149,"Too expensive"
3612101,150,"Poor customer service"
3605069,145,"The Qualmark rating was too high"
3611783,158,"Poor value for money"
3605069,148,"Generally poor standard"
3605069,149,"Poor value for money"
3605087,158,"The Qualmark rating was too high"
3605088,153,"The Qualmark rating was too high"
3605087,159,"Too expensive"
3611783,157,"No air-conditioning/heating inadequate"
3605088,152,"Poor/old facilities"
3605069,147,"No free internet"
3605088,154,"Too expensive"
3605088,155,"Poor customer service"
3612101,151,"No free internet"
3612101,152,"No air-conditioning/heating inadequate"
3605088,156,"Poor standard of cleanliness/dirty"
3605088,159,"Poor value for money"
3605102,128,"Poor/old facilities"
3605088,157,"No free internet"
3605102,130,"Poor customer service"
3605088,158,"No air-conditioning/heating inadequate"
3605102,131,"Poor standard of cleanliness/dirty"
3605088,160,"Noisy"
3605102,132,"No free internet"
3605102,133,"No air-conditioning/heating inadequate"
3605088,161,"Another reason"
3605102,129,"The Qualmark rating was too high"
3618336,168,"Poor/old facilities"
3618336,169,"Poor standard of cleanliness/dirty"
3618336,170,"Poor value for money"
3605722,131,"Poor/old facilities"
3605722,132,"The Qualmark rating was too high"
3606822,154,"No air-conditioning/heating inadequate"
3606822,155,"Poor value for money"
3606822,153,"The Qualmark rating was too high"
3606822,156,"Noisy"
3609851,175,"No air-conditioning/heating inadequate"
3609851,174,"Generally poor standard"
3609851,176,"Noisy"
3610335,150,"Noisy"
3610335,148,"Poor/old facilities"
3610335,149,"Poor customer service"
3610335,151,"Another reason"
3610482,147,"Too expensive"
3610482,148,"No free internet"
3610482,150,"No air-conditioning/heating inadequate"
3610482,149,"Generally poor standard"
3610482,151,"Poor value for money"
3610635,145,"Too expensive"
3610635,146,"Poor customer service"
3610482,152,"Noisy"
3610635,147,"No air-conditioning/heating inadequate"
3610635,149,"Noisy"
3610650,151,"No free internet"
3610635,148,"Poor value for money"
3610650,152,"Poor value for money"
3610786,137,"Poor value for money"
3610650,148,"Poor/old facilities"
3610650,149,"Too expensive"
3610650,150,"Poor customer service"
3610786,136,"Poor standard of cleanliness/dirty"
3610482,146,"The Qualmark rating was too high"
3610650,153,"Another reason"
3610786,139,"Another reason"
3610786,138,"Noisy"
