"SurveyResponseID","AnswerNumber","WebsiteForPlanning","WebsiteForBooking","UsefulnessRating"
3599404,126,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","7"
3599013,124,"Airline websites",NA,"Very Useful10"
3605615,107,"Another source","Another source","Another source"
3599404,125,"Google+",NA,"8"
3599443,98,"Google+",NA,"8"
3599029,114,"Travel agents in your home country via the internet",NA,"7"
3599029,114,"Travel agents in your home country via the internet",NA,"9"
3599443,98,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3599029,115,"Travel agents in your home country in person",NA,"9"
3599443,96,"100% Pure New Zealand www.newzealand.com",NA,"9"
3605624,88,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3599029,113,"Friends, family and colleagues",NA,"8"
3599443,96,"Airline websites",NA,"9"
3605626,105,"www.tripadvisor.com",NA,"7"
3599405,134,"Google+",NA,"9"
3599405,134,"Google+",NA,"9"
3599029,113,"Airline websites",NA,"8"
3605626,107,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3599443,97,"Facebook",NA,"8"
3599443,97,"Facebook",NA,"9"
3599029,117,"Online travel blogs",NA,"Very Useful10"
3605626,106,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3605626,106,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599405,132,"Airline websites","Airline websites","7"
3599448,122,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3599448,123,"Another source",NA,"6"
3605626,107,"Instagram",NA,"7"
3599405,133,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3599448,123,"Online travel blogs",NA,"6"
3599405,131,"Friends, family and colleagues","Friends, family and colleagues","8"
3599043,115,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3599450,127,"Travel guides/books about New Zealand",NA,"7"
3599450,127,"Travel guides/books about New Zealand",NA,"9"
3599045,102,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3599450,128,"Other publications e.g. magazines",NA,"Very Useful10"
3599420,106,"Travel agents in your home country over the phone",NA,"6"
3605626,108,"Online travel blogs",NA,"9"
3599045,102,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3599450,126,"www.lonleyplanet.com",NA,"7"
3605626,108,"Online travel blogs",NA,"7"
3599420,107,"Google+",NA,"Very Useful10"
3599420,107,"Another source",NA,"Very Useful10"
3599422,107,"Friends, family and colleagues",NA,"9"
3599046,112,"By phoning airlines",NA,"6"
3605660,139,"Travel guides/books about New Zealand",NA,"7"
3599459,114,"Friends, family and colleagues",NA,"9"
3599422,109,"Travel guides/books about New Zealand",NA,"9"
3599046,113,"100% Pure New Zealand www.newzealand.com",NA,"4"
3605660,137,"Friends, family and colleagues","Friends, family and colleagues","9"
3599422,109,"Other publications e.g. magazines",NA,"9"
3599046,113,"100% Pure New Zealand www.newzealand.com",NA,"9"
3599459,117,"Essential New Zealand mobile app",NA,"8"
3599459,117,"Essential New Zealand mobile app",NA,"8"
3605660,138,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3599438,115,"Travel agents in your home country in person",NA,"8"
3599046,114,"Weibu",NA,"5"
3599438,116,"www.tripadvisor.com",NA,"9"
3599438,116,"www.tripadvisor.com",NA,"5"
3605660,140,"Other publications e.g. magazines",NA,"8"
3605660,140,"Other publications e.g. magazines",NA,"8"
3599459,118,"Travel guides/books about New Zealand",NA,"8"
3599438,117,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3605660,139,"Expedia",NA,"7"
3599459,114,"Airline websites",NA,"9"
3599062,107,"Weibu",NA,"6"
3599062,109,"Online travel blogs",NA,"7"
3599459,116,"www.wotif.com",NA,"Very Useful10"
3599062,108,"Google+",NA,"7"
3599062,108,"Google+",NA,"6"
3599459,116,"Websites of individual i-SITE centres",NA,"Very Useful10"
3599466,124,"Friends, family and colleagues",NA,"9"
3599062,104,"Friends, family and colleagues",NA,"Very Useful10"
3599466,125,"Travel agents in your home country over the phone",NA,"Very Useful10"
3605674,119,"Airline websites",NA,"9"
3599439,115,"Travel guides/books about New Zealand",NA,"9"
3599466,125,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3599466,126,"Travel guides/books about New Zealand",NA,"7"
3599062,105,"www.wotif.com",NA,"7"
3599466,126,"Travel guides/books about New Zealand",NA,"9"
3605674,121,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3599439,114,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599473,119,"www.lonleyplanet.com",NA,"Very Useful10"
3605674,121,"Travel guides/books about New Zealand",NA,"8"
3599062,106,"www.lonleyplanet.com",NA,"7"
3599062,106,"www.lonleyplanet.com",NA,"7"
3605674,120,"www.tripadvisor.com",NA,"9"
3605674,120,"www.tripadvisor.com",NA,"7"
3599062,105,"By phoning airlines",NA,"7"
3599062,107,"100% Pure New Zealand www.newzealand.com",NA,"6"
3599063,111,"Airline websites",NA,"4"
3599452,118,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3599475,131,"Travel agents in your home country in person",NA,"7"
3599063,113,"www.wotif.com",NA,"Very Useful10"
3605676,116,"100% Pure New Zealand www.newzealand.com",NA,"9"
3605676,116,"100% Pure New Zealand www.newzealand.com",NA,"9"
3599452,116,"www.lonleyplanet.com",NA,"Very Useful10"
3599063,111,"By visiting an airline outlet",NA,"4"
3605676,114,"Friends, family and colleagues",NA,"8"
3599063,113,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599452,117,"Facebook",NA,"Very Useful10"
3599475,132,"100% Pure New Zealand www.newzealand.com",NA,"6"
3599452,117,"Facebook",NA,"9"
3599475,132,"100% Pure New Zealand www.newzealand.com",NA,"6"
3599475,133,"Google+",NA,"8"
3605676,114,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3605676,114,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","9"
3605676,115,"Travel agents in your home country via the internet",NA,"9"
3605676,117,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3599076,103,"Airline websites",NA,"Very Useful10"
3605676,117,"Travel guides/books about New Zealand",NA,"7"
3599454,102,"100% Pure New Zealand www.newzealand.com",NA,"7"
3599076,105,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"4"
3599484,124,"www.tripadvisor.com",NA,"5"
3599076,103,"www.wotif.com",NA,"Very Useful10"
3605683,161,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"5"
3599454,104,"Other publications e.g. magazines",NA,"Very Useful10"
3599484,124,"www.lonleyplanet.com",NA,"5"
3605683,160,"Friends, family and colleagues","Friends, family and colleagues","8"
3599076,104,"www.lonleyplanet.com",NA,"9"
3599076,104,"www.lonleyplanet.com",NA,"8"
3599454,101,"Airline websites",NA,"Very Useful10"
3599484,122,"Travel agents in your home country via the internet",NA,"4"
3605683,161,"100% Pure New Zealand www.newzealand.com",NA,"5"
3599454,103,"Online travel blogs",NA,"9"
3599095,127,"Google+",NA,"Very Useful10"
3599454,103,"Online travel blogs",NA,"Very Useful10"
3599095,127,"Google+",NA,"8"
3605683,163,"Travel guides/books about New Zealand",NA,"9"
3599484,126,"Travel guides/books about New Zealand",NA,"9"
3605683,162,"Google+",NA,"6"
3599454,102,"www.tripadvisor.com",NA,"7"
3605683,162,"Google+",NA,"6"
3599111,112,"www.lonleyplanet.com",NA,"9"
3599484,122,"Travel agents in your home country over the phone",NA,"4"
3599111,111,"www.tripadvisor.com",NA,"8"
3599111,111,"www.tripadvisor.com",NA,"9"
3599454,104,"Another source",NA,"Very Useful10"
3599111,110,"Travel agents in your home country via the internet",NA,"Very Useful10"
3605685,104,"Friends, family and colleagues","Friends, family and colleagues","Not Sure"
3599470,112,"100% Pure New Zealand www.newzealand.com",NA,"Not Sure"
3599111,112,"www.wotif.com",NA,"9"
3599491,133,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3599470,112,"100% Pure New Zealand www.newzealand.com",NA,"7"
3605690,104,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3599491,133,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Not Sure"
3599111,113,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3599111,113,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3599470,113,"Other publications e.g. magazines",NA,"7"
3599111,114,"Travel guides/books about New Zealand",NA,"6"
3599491,134,"Travel guides/books about New Zealand",NA,"9"
3599111,114,"Google+",NA,"6"
3605692,89,"Webjet",NA,"Very Useful10"
3599491,132,"Websites of individual i-SITE centres",NA,"9"
3599471,115,"Friends, family and colleagues","Friends, family and colleagues","8"
3599491,131,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3599471,119,"Travel guides/books about New Zealand",NA,"7"
3599491,131,"Travel agents in your home country in person","Travel agents in your home country in person","Not Sure"
3599471,119,"Travel guides/books about New Zealand",NA,"8"
3599471,118,"www.lonleyplanet.com",NA,"8"
3599498,123,"Travel agents in your home country over the phone",NA,"8"
3599471,117,"Travel agents in your home country in person",NA,"6"
3599498,125,"Another source",NA,"8"
3605701,100,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599112,108,"www.tripadvisor.com",NA,"6"
3599471,117,"Travel agents in your home country in person",NA,"8"
3599498,125,"Travel guides/books about New Zealand",NA,"8"
3599498,124,"100% Pure New Zealand www.newzealand.com",NA,"8"
3605701,99,"www.tripadvisor.com",NA,"Very Useful10"
3605701,99,"www.tripadvisor.com",NA,"Very Useful10"
3599498,124,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599112,108,"www.i-SITE.org.nz",NA,"6"
3599472,131,"Travel agents in your home country over the phone",NA,"8"
3599112,110,"Google+",NA,"Very Useful10"
3605701,98,"Friends, family and colleagues",NA,"Very Useful10"
3599472,131,"Travel agents in your home country via the internet",NA,"8"
3599112,109,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3599112,109,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3599523,131,"Another source",NA,"Very Useful10"
3599112,107,"Airline websites",NA,"5"
3599472,134,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3599523,131,"Travel guides/books about New Zealand",NA,"Very Useful10"
3605715,138,"Friends, family and colleagues",NA,"7"
3599472,134,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3599113,101,"www.tripadvisor.com",NA,"8"
3599523,130,"Airline websites","Airline websites","Not Sure"
3605715,138,"Airline websites","Airline websites","7"
3605715,138,"Airline websites","Airline websites","7"
3599472,132,"www.wotif.com",NA,"7"
3599472,132,"www.wotif.com",NA,"6"
3599525,121,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3605715,140,"www.lonleyplanet.com",NA,"8"
3599472,135,"Travel guides/books about New Zealand",NA,"8"
3599113,103,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","7"
3599525,120,"www.i-SITE.org.nz",NA,"8"
3599113,103,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","6"
3605715,139,"By visiting an airline outlet","By visiting an airline outlet","8"
3599525,121,"Another source",NA,"8"
3605715,139,"By visiting an airline outlet","By visiting an airline outlet","7"
3599472,133,"www.lonleyplanet.com",NA,"5"
3605715,142,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","9"
3599534,121,"Friends, family and colleagues",NA,"8"
3599113,100,"Airline websites","Airline websites","9"
3599534,121,"Airline websites",NA,"8"
3605715,143,"Travel guides/books about New Zealand",NA,"9"
3599113,101,"100% Pure New Zealand www.newzealand.com",NA,"8"
3605715,143,"Travel guides/books about New Zealand",NA,"7"
3605715,141,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","9"
3599113,103,"www.i-SITE.org.nz",NA,"6"
3599534,123,"www.tripadvisor.com",NA,"7"
3605717,113,"Travel guides/books about New Zealand",NA,"8"
3599488,119,"Friends, family and colleagues",NA,"8"
3605717,113,"Travel guides/books about New Zealand",NA,"9"
3599113,102,"Weibu",NA,"7"
3599113,102,"Weibu",NA,"Very Useful10"
3599534,124,"Google+","Google+","Very Useful10"
3599488,120,"Travel guides/books about New Zealand",NA,"9"
3599534,123,"Pinterest",NA,"7"
3605717,110,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599488,120,"An i-SITE consultant or staff member by email or phone",NA,"9"
3605717,112,"Websites of individual i-SITE centres",NA,"9"
3599128,94,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3605717,112,"Online travel blogs",NA,"9"
3599128,94,"Online travel blogs",NA,"7"
3599128,93,"100% Pure New Zealand www.newzealand.com",NA,"7"
3605717,110,"Facebook",NA,"Very Useful10"
3599543,135,"Travel agents in your home country in person",NA,"9"
3599543,135,"Travel agents in your home country in person",NA,"4"
3599489,121,"None of these",NA,"None of these"
3599543,134,"Travel agents in your home country via the internet",NA,"6"
3599128,93,"100% Pure New Zealand www.newzealand.com",NA,"7"
3605717,111,"www.i-SITE.org.nz",NA,"8"
3605717,111,"www.i-SITE.org.nz",NA,"9"
3599543,134,"Travel agents in your home country over the phone",NA,"6"
3599130,123,"Travel agents in your home country via the internet",NA,"8"
3599505,122,"Friends, family and colleagues",NA,"9"
3605740,101,"Travel agents in your home country over the phone",NA,"7"
3599130,125,"Essential New Zealand mobile app",NA,"Very Useful10"
3599505,123,"Travel agents in your home country in person",NA,"Very Useful10"
3599505,123,"Travel agents in your home country in person",NA,"9"
3599559,120,"Travel agents in your home country via the internet",NA,"7"
3599559,122,"100% Pure New Zealand www.newzealand.com",NA,"8"
3599559,120,"Airline websites",NA,"7"
3605740,100,"Airline websites","Airline websites","6"
3599143,103,"Friends, family and colleagues",NA,"9"
3599505,126,"Travel guides/books about New Zealand",NA,"9"
3605740,101,"Travel agents in your home country in person",NA,"7"
3599143,103,"Airline websites","Airline websites","9"
3599505,124,"www.tripadvisor.com",NA,"6"
3599143,103,"Airline websites","Airline websites","8"
3599575,131,"www.lonleyplanet.com",NA,"Very Useful10"
3599143,104,"By phoning airlines",NA,"8"
3599505,126,"Google+",NA,"9"
3599575,131,"www.wotif.com",NA,"Very Useful10"
3599575,130,"www.tripadvisor.com","www.tripadvisor.com","8"
3599143,106,"Travel agents in your home country via the internet",NA,"Very Useful10"
3605740,103,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3605740,105,"Travel guides/books about New Zealand",NA,"8"
3599143,108,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"5"
3605740,102,"www.tripadvisor.com",NA,"8"
3605740,102,"www.tripadvisor.com",NA,"7"
3599143,110,"Online travel blogs",NA,"Very Useful10"
3605740,104,"Another social networking website",NA,"8"
3599591,125,"www.wotif.com",NA,"Very Useful10"
3605740,104,"Another social networking website",NA,"6"
3599506,116,"www.tripadvisor.com",NA,"8"
3599143,107,"www.wotif.com",NA,"6"
3599143,107,"www.wotif.com",NA,"7"
3605740,103,"Expedia",NA,"6"
3599591,126,"Travel guides/books about New Zealand",NA,"Very Useful10"
3599506,117,"www.lonleyplanet.com",NA,"9"
3599591,126,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599598,111,"100% Pure New Zealand www.newzealand.com",NA,"8"
3599143,106,"www.tripadvisor.com",NA,"Very Useful10"
3599506,117,"100% Pure New Zealand www.newzealand.com",NA,"9"
3605749,146,"www.lonleyplanet.com",NA,"2"
3599598,111,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599143,108,"Weibu",NA,"5"
3599506,119,"Other publications e.g. magazines",NA,"5"
3605749,147,"Travel guides/books about New Zealand",NA,"8"
3605749,147,"Travel guides/books about New Zealand",NA,"9"
3599506,118,"Travel guides/books about New Zealand",NA,"7"
3605749,146,"Travel agents in your home country over the phone",NA,"2"
3599143,109,"Essential New Zealand mobile app",NA,"9"
3599506,118,"Travel guides/books about New Zealand",NA,"4"
3599143,109,"Essential New Zealand mobile app",NA,"8"
3599598,109,"Friends, family and colleagues",NA,"Very Useful10"
3605769,124,"Google+",NA,"8"
3605769,124,"Google+",NA,"4"
3599143,111,"Another source","Another source","Another source"
3599598,110,"www.tripadvisor.com",NA,"7"
3599143,111,"Another source","Another source","8"
3599598,110,"Airline websites",NA,"7"
3599520,110,"Friends, family and colleagues",NA,"8"
3605774,126,"Google+",NA,"Very Useful10"
3599144,116,"Friends, family and colleagues",NA,"8"
3599520,111,"Airline websites",NA,"Very Useful10"
3599520,112,"Other publications e.g. magazines",NA,"5"
3599520,112,"Other publications e.g. magazines",NA,"Very Useful10"
3599607,119,"www.tripadvisor.com",NA,"8"
3599520,111,"Google+",NA,"Very Useful10"
3599607,118,"Travel agents in your home country over the phone",NA,"7"
3605776,94,"Friends, family and colleagues",NA,"7"
3599607,119,"Other publications e.g. magazines",NA,"8"
3599145,118,"Friends, family and colleagues",NA,"7"
3605785,109,"Online travel blogs",NA,"Very Useful10"
3599521,123,"Travel agents in your home country in person",NA,"7"
3599521,123,"Travel agents in your home country in person",NA,"9"
3605785,110,"Travel guides/books about New Zealand",NA,"8"
3605785,110,"Travel guides/books about New Zealand",NA,"8"
3599521,125,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3605785,107,"Weibu",NA,"Very Useful10"
3599521,125,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3599609,119,"An i-SITE consultant or staff member by email or phone",NA,"9"
3599521,124,"www.i-SITE.org.nz",NA,"8"
3599609,120,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3599609,120,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3599160,125,"100% Pure New Zealand www.newzealand.com",NA,"6"
3599609,121,"Online travel blogs",NA,"8"
3599160,125,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599521,124,"www.lonleyplanet.com",NA,"8"
3599609,122,"Travel guides/books about New Zealand",NA,"8"
3599609,122,"Travel guides/books about New Zealand",NA,"Very Useful10"
3599160,123,"Travel agents in your home country via the internet",NA,"6"
3599160,123,"Travel agents in your home country via the internet",NA,"Very Useful10"
3599609,121,"Google+",NA,"8"
3599521,126,"Online travel blogs",NA,"8"
3605785,108,"Google+",NA,"6"
3599160,122,"Friends, family and colleagues",NA,"Very Useful10"
3605785,108,"Google+",NA,"Very Useful10"
3599160,122,"Airline websites",NA,"Very Useful10"
3605785,109,"Another social networking website",NA,"Very Useful10"
3599160,124,"www.tripadvisor.com",NA,"5"
3599160,126,"Another social networking website",NA,"9"
3599616,117,"www.tripadvisor.com",NA,"9"
3605792,124,"None of these","None of these","None of these"
3599616,118,"Another source",NA,"Another source"
3599616,118,"Another source",NA,"9"
3599522,115,"Another source",NA,"7"
3605794,144,"Travel guides/books about New Zealand",NA,"6"
3599176,110,"www.lonleyplanet.com",NA,"6"
3605794,143,"Friends, family and colleagues","Friends, family and colleagues","8"
3599522,115,"100% Pure New Zealand www.newzealand.com",NA,"7"
3599176,111,"Facebook",NA,"9"
3599176,111,"Facebook",NA,"7"
3605794,144,"Airline websites",NA,"6"
3599522,114,"Airline websites",NA,"Very Useful10"
3599625,116,"Friends, family and colleagues",NA,"Very Useful10"
3599177,116,"Travel agents in your home country in person",NA,"9"
3599625,117,"Travel agents in your home country via the internet",NA,"9"
3599625,117,"Travel agents in your home country via the internet",NA,"Very Useful10"
3599177,117,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3599625,118,"Travel agents in your home country in person",NA,"9"
3599177,118,"Another source",NA,"7"
3599177,118,"Another source",NA,"Another source"
3599625,118,"www.tripadvisor.com",NA,"9"
3605799,199,"Friends, family and colleagues",NA,"Very Useful10"
3599538,102,"www.tripadvisor.com","www.tripadvisor.com","9"
3599625,119,"www.wotif.com",NA,"7"
3599625,119,"www.wotif.com",NA,"7"
3599538,103,"Pinterest",NA,"9"
3599625,120,"100% Pure New Zealand www.newzealand.com",NA,"7"
3605801,128,"Travel guides/books about New Zealand",NA,"7"
3599178,115,"Friends, family and colleagues",NA,"8"
3599539,123,"Travel agents in your home country in person",NA,"8"
3605801,128,"Travel guides/books about New Zealand",NA,"7"
3599178,118,"www.tripadvisor.com",NA,"Very Useful10"
3599539,123,"Travel agents in your home country in person",NA,"8"
3599178,118,"www.tripadvisor.com",NA,"8"
3599627,113,"Friends, family and colleagues",NA,"Very Useful10"
3605801,127,"Google+",NA,"4"
3599539,126,"Travel guides/books about New Zealand",NA,"9"
3599627,113,"Airline websites","Airline websites","Very Useful10"
3599178,117,"Travel agents in your home country in person",NA,"8"
3599627,113,"Airline websites","Airline websites","7"
3605801,129,"Another source",NA,"Another source"
3599539,122,"Friends, family and colleagues",NA,"Very Useful10"
3599178,120,"Online travel blogs",NA,"Very Useful10"
3599627,115,"Websites of individual i-SITE centres",NA,"8"
3599539,124,"www.tripadvisor.com",NA,"Very Useful10"
3599627,115,"Websites of individual i-SITE centres",NA,"4"
3599178,117,"Travel agents in your home country via the internet",NA,"8"
3599539,125,"Online travel blogs",NA,"7"
3599632,114,"www.tripadvisor.com",NA,"8"
3599632,114,"www.tripadvisor.com",NA,"7"
3605844,115,"Friends, family and colleagues",NA,"8"
3599539,125,"Online travel blogs",NA,"8"
3599178,119,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","7"
3599539,124,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3605858,146,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3599632,113,"Friends, family and colleagues",NA,"6"
3599180,118,"By phoning airlines",NA,"9"
3599553,129,"Travel agents in your home country in person",NA,"Very Useful10"
3599180,118,"Friends, family and colleagues",NA,"9"
3599632,113,"Travel agents in your home country in person",NA,"6"
3599180,120,"www.wotif.com",NA,"9"
3599553,130,"www.i-SITE.org.nz",NA,"8"
3599180,120,"www.lonleyplanet.com",NA,"9"
3599632,115,"100% Pure New Zealand www.newzealand.com",NA,"6"
3599180,121,"100% Pure New Zealand www.newzealand.com",NA,"8"
3599632,116,"Facebook",NA,"8"
3599632,116,"Facebook",NA,"9"
3599180,121,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3605867,102,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","5"
3599554,102,"Travel guides/books about New Zealand",NA,"8"
3599554,100,"100% Pure New Zealand www.newzealand.com",NA,"5"
3605869,89,"None of these",NA,"None of these"
3599195,113,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3599554,102,"Other publications e.g. magazines",NA,"8"
3599195,113,"www.i-SITE.org.nz",NA,"Very Useful10"
3605876,122,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","8"
3599634,128,"100% Pure New Zealand www.newzealand.com",NA,"8"
3599634,128,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599554,101,"Google+",NA,"9"
3599195,115,"Other publications e.g. magazines",NA,"6"
3599554,101,"Google+",NA,"Very Useful10"
3599634,129,"Online travel blogs",NA,"8"
3599196,121,"www.tripadvisor.com",NA,"9"
3599196,121,"www.tripadvisor.com",NA,"9"
3599634,129,"Google+",NA,"8"
3599196,120,"Friends, family and colleagues",NA,"Very Useful10"
3599570,110,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3605885,141,"100% Pure New Zealand www.newzealand.com",NA,"8"
3599196,123,"Travel guides/books about New Zealand",NA,"8"
3599196,123,"Travel guides/books about New Zealand",NA,"Very Useful10"
3599634,126,"www.tripadvisor.com","www.tripadvisor.com","7"
3605885,141,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3599196,122,"www.i-SITE.org.nz",NA,"6"
3599589,123,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3605885,139,"Friends, family and colleagues",NA,"9"
3599210,109,"Travel agents in your home country in person",NA,"9"
3599634,126,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3599210,108,"Airline websites",NA,"7"
3599589,122,"Friends, family and colleagues",NA,"8"
3605885,140,"www.lonleyplanet.com",NA,"9"
3605885,140,"www.lonleyplanet.com",NA,"9"
3599210,109,"Google+",NA,"9"
3599589,122,"Airline websites",NA,"8"
3605885,142,"Travel guides/books about New Zealand",NA,"7"
3599634,126,"Airline websites",NA,"Very Useful10"
3605885,142,"Travel guides/books about New Zealand",NA,"9"
3599589,124,"Facebook",NA,"9"
3599589,124,"Facebook",NA,"9"
3599211,114,"An i-SITE consultant or staff member by email or phone",NA,"8"
3599634,127,"www.lonleyplanet.com",NA,"7"
3599211,113,"100% Pure New Zealand www.newzealand.com",NA,"8"
3599603,119,"Another source",NA,"8"
3599603,119,"Another source",NA,"Another source"
3599643,117,"Google+",NA,"7"
3599643,117,"Google+",NA,"8"
3599211,113,"100% Pure New Zealand www.newzealand.com",NA,"7"
3605899,157,"Another source","Another source","Another source"
3599643,116,"Travel agents in your home country in person",NA,"9"
3599211,114,"www.i-SITE.org.nz",NA,"8"
3599211,112,"Friends, family and colleagues",NA,"Very Useful10"
3605910,92,"None of these","None of these","None of these"
3599604,131,"Friends, family and colleagues","Friends, family and colleagues","8"
3599211,112,"Airline websites",NA,"Very Useful10"
3599605,124,"Travel agents in your home country via the internet",NA,"Very Useful10"
3605924,125,"Friends, family and colleagues",NA,"8"
3599650,143,"Travel agents in your home country via the internet",NA,"6"
3599211,115,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3599211,115,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3599211,116,"Google+",NA,"9"
3605924,125,"www.tripadvisor.com",NA,"8"
3599605,124,"Google+",NA,"Very Useful10"
3599650,145,"An i-SITE consultant or staff member by email or phone",NA,"7"
3605924,127,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3605924,126,"www.lonleyplanet.com",NA,"5"
3605924,126,"www.lonleyplanet.com",NA,"Very Useful10"
3599606,120,"Another social networking website",NA,"8"
3605924,127,"www.i-SITE.org.nz",NA,"Very Useful10"
3599213,130,"Another source",NA,"Another source"
3599657,117,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3599657,117,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3599606,118,"Travel agents in your home country via the internet",NA,"Very Useful10"
3599213,128,"Online travel blogs",NA,"Very Useful10"
3599657,115,"Airline websites","Airline websites","8"
3605924,129,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3599606,118,"Travel agents in your home country in person",NA,"Very Useful10"
3605924,128,"Websites of individual i-SITE centres",NA,"8"
3599213,127,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3605924,128,"Websites of individual i-SITE centres",NA,"8"
3599213,127,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3599606,119,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599666,154,"Friends, family and colleagues",NA,"9"
3599666,155,"Travel agents in your home country in person","Travel agents in your home country in person","6"
3599606,119,"100% Pure New Zealand www.newzealand.com",NA,"8"
3605924,130,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","8"
3599213,129,"Travel guides/books about New Zealand",NA,"8"
3599666,154,"By visiting an airline outlet",NA,"9"
3605924,130,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
