"SurveyResponseID","AnswerNumber","WebsiteForPlanning","WebsiteForBooking","UsefulnessRating"
3599213,129,"Travel guides/books about New Zealand",NA,"6"
3599606,117,"Airline websites",NA,"9"
3599666,156,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3599666,156,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3605924,130,"Google+",NA,"Very Useful10"
3599606,120,"Online travel blogs",NA,"8"
3599227,112,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3599227,110,"Friends, family and colleagues",NA,"Very Useful10"
3599228,118,"Other publications e.g. magazines",NA,"Very Useful10"
3599228,118,"Other publications e.g. magazines",NA,"8"
3605933,123,"www.tripadvisor.com",NA,"9"
3599668,102,"Friends, family and colleagues","Friends, family and colleagues","9"
3599228,119,"Another source",NA,"Another source"
3599623,130,"Airline websites",NA,"9"
3605933,121,"Airline websites",NA,"9"
3599668,103,"Airline websites","Airline websites","8"
3599228,117,"Friends, family and colleagues",NA,"7"
3605933,125,"Wechat",NA,"9"
3599623,132,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3599623,132,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3605933,125,"Online travel blogs",NA,"9"
3599668,104,"www.wotif.com",NA,"6"
3605933,123,"100% Pure New Zealand www.newzealand.com",NA,"9"
3599245,115,"Another source",NA,"9"
3599245,115,"Another source",NA,"Another source"
3599623,130,"www.tripadvisor.com","www.tripadvisor.com","9"
3599245,111,"By visiting an airline outlet",NA,"4"
3605933,122,"Travel agents in your home country over the phone",NA,"9"
3599623,130,"www.tripadvisor.com","www.tripadvisor.com","7"
3605933,122,"Travel agents in your home country over the phone",NA,"9"
3599668,104,"Google+","Google+","6"
3605933,121,"Friends, family and colleagues",NA,"9"
3599245,114,"Online travel blogs",NA,"9"
3599668,104,"Google+","Google+","8"
3599623,133,"Another source","Another source","Another source"
3599668,105,"Essential New Zealand mobile app",NA,"8"
3599245,112,"Travel agents in your home country in person",NA,"Very Useful10"
3599245,114,"Travel guides/books about New Zealand",NA,"9"
3599245,112,"www.wotif.com",NA,"Very Useful10"
3599637,127,"Travel guides/books about New Zealand",NA,"Very Useful10"
3599245,113,"100% Pure New Zealand www.newzealand.com",NA,"7"
3599637,127,"Travel guides/books about New Zealand",NA,"8"
3605967,145,"www.tripadvisor.com",NA,"6"
3599245,113,"100% Pure New Zealand www.newzealand.com",NA,"Not Sure"
3599682,92,"By visiting an airline outlet","By visiting an airline outlet","9"
3605967,147,"An i-SITE consultant or staff member by email or phone","An i-SITE consultant or staff member by email or phone","Very Useful10"
3605967,146,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3605967,146,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599684,88,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3599246,118,"Travel guides/books about New Zealand",NA,"9"
3599638,121,"Travel guides/books about New Zealand",NA,"Very Useful10"
3599691,142,"Travel agents in your home country over the phone",NA,"8"
3599691,142,"Friends, family and colleagues",NA,"8"
3599691,143,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","7"
3599246,117,"www.tripadvisor.com",NA,"6"
3605967,144,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3599246,117,"www.tripadvisor.com",NA,"6"
3599638,119,"Friends, family and colleagues",NA,"8"
3605967,145,"Airline websites",NA,"6"
3599700,96,"None of these","None of these","None of these"
3599638,120,"www.wotif.com",NA,"8"
3599638,120,"www.wotif.com",NA,"Very Useful10"
3605967,148,"Online travel blogs",NA,"Very Useful10"
3599702,106,"Friends, family and colleagues",NA,"7"
3599260,128,"www.tripadvisor.com",NA,"6"
3599654,116,"Airline websites",NA,"Very Useful10"
3599260,127,"Friends, family and colleagues",NA,"Very Useful10"
3599654,117,"Travel agents in your home country over the phone",NA,"Very Useful10"
3599707,130,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","9"
3599260,129,"www.lonleyplanet.com",NA,"8"
3599654,117,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599260,129,"www.lonleyplanet.com",NA,"Very Useful10"
3599707,131,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3599654,118,"Google+",NA,"9"
3605974,106,"By visiting an airline outlet","By visiting an airline outlet","Very Useful10"
3599260,128,"Travel agents in your home country in person",NA,"6"
3599654,118,"Google+",NA,"7"
3605974,106,"By visiting an airline outlet","By visiting an airline outlet","Very Useful10"
3599260,130,"www.i-SITE.org.nz",NA,"Not Sure"
3605974,106,"Friends, family and colleagues",NA,"Very Useful10"
3599260,130,"Other publications e.g. magazines",NA,"Not Sure"
3605974,109,"Travel guides/books about New Zealand",NA,"Very Useful10"
3599709,159,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3605974,107,"www.lonleyplanet.com",NA,"Very Useful10"
3605974,108,"Online travel blogs",NA,"Very Useful10"
3599669,94,"Airline websites","Airline websites","Very Useful10"
3599709,159,"Travel guides/books about New Zealand",NA,"7"
3605974,108,"Online travel blogs",NA,"Not Sure"
3599261,120,"Travel guides/books about New Zealand",NA,"9"
3599709,158,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3599261,118,"www.tripadvisor.com",NA,"9"
3599709,160,"Other publications e.g. magazines",NA,"8"
3605976,120,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","7"
3599709,160,"Other publications e.g. magazines",NA,"8"
3599670,91,"Another source","Another source","Another source"
3599261,119,"100% Pure New Zealand www.newzealand.com",NA,"8"
3599261,119,"100% Pure New Zealand www.newzealand.com",NA,"5"
3605983,149,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3599718,153,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3599262,124,"Another social networking website",NA,"7"
3599727,108,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3605992,114,"Airline websites","Airline websites","8"
3599672,105,"By phoning airlines","By phoning airlines","6"
3605992,115,"Another source","Another source","Another source"
3599672,103,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3599672,104,"Airline websites","Airline websites","7"
3599278,108,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3606010,87,"Airline websites","Airline websites","Very Useful10"
3599686,124,"Friends, family and colleagues",NA,"Very Useful10"
3599732,121,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","8"
3599278,107,"Travel agents in your home country in person",NA,"Very Useful10"
3599687,88,"Friends, family and colleagues",NA,"9"
3599732,122,"Travel guides/books about New Zealand",NA,"Very Useful10"
3599687,88,"Airline websites","Airline websites","Very Useful10"
3599687,88,"Airline websites","Airline websites","9"
3599732,122,"Google+",NA,"Very Useful10"
3599687,89,"Another source",NA,"Very Useful10"
3606019,96,"Friends, family and colleagues","Friends, family and colleagues","5"
3599280,125,"Travel agents in your home country via the internet",NA,"8"
3606042,98,"Travel agents in your home country in person","Travel agents in your home country in person","6"
3599280,126,"Another source",NA,"Another source"
3599743,111,"www.tripadvisor.com",NA,"8"
3599743,111,"www.tripadvisor.com",NA,"8"
3599280,126,"Another source",NA,"8"
3606067,164,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","9"
3599689,106,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","7"
3599743,113,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3606067,162,"www.tripadvisor.com","www.tripadvisor.com","9"
3599743,113,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3599743,110,"Friends, family and colleagues",NA,"7"
3599293,111,"www.tripadvisor.com",NA,"9"
3599293,112,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3599689,105,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","8"
3606067,163,"www.lonleyplanet.com","www.lonleyplanet.com","9"
3599743,112,"100% Pure New Zealand www.newzealand.com",NA,"8"
3599689,104,"www.tripadvisor.com","www.tripadvisor.com","6"
3599743,112,"www.lonleyplanet.com",NA,"8"
3606078,91,"Airline websites","Airline websites","Not Sure"
3599295,118,"www.tripadvisor.com",NA,"Very Useful10"
3599295,118,"www.tripadvisor.com",NA,"7"
3599297,120,"Travel guides/books about New Zealand",NA,"8"
3599752,136,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Not Sure"
3606083,91,"Google+",NA,"8"
3599704,108,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3599752,135,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","5"
3599752,138,"Online travel blogs","Online travel blogs","Not Sure"
3599752,139,"Travel guides/books about New Zealand",NA,"8"
3599310,106,"By phoning airlines",NA,"Very Useful10"
3599752,137,"Google+","Google+","3"
3606085,104,"www.tripadvisor.com",NA,"9"
3599705,118,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3599310,109,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3599706,127,"Friends, family and colleagues",NA,"8"
3606085,103,"Airline websites",NA,"9"
3599752,139,"Another social networking website",NA,"8"
3606085,103,"By visiting an airline outlet","By visiting an airline outlet","9"
3599310,107,"Travel agents in your home country in person","Travel agents in your home country in person","3"
3606085,103,"By visiting an airline outlet","By visiting an airline outlet","9"
3606085,105,"Webjet",NA,"7"
3599720,95,"None of these",NA,"None of these"
3599768,96,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","9"
3599772,107,"Google+","Google+","Very Useful10"
3606085,105,"Webjet",NA,"Very Useful10"
3599310,111,"Travel guides/books about New Zealand",NA,"7"
3599784,119,"Travel guides/books about New Zealand",NA,"9"
3599787,91,"Friends, family and colleagues",NA,"Very Useful10"
3599310,109,"100% Pure New Zealand www.newzealand.com",NA,"8"
3599787,91,"Airline websites","Airline websites","Very Useful10"
3599310,108,"www.tripadvisor.com",NA,"7"
3599787,91,"Airline websites","Airline websites","9"
3599791,116,"Online travel blogs",NA,"8"
3599791,115,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3599310,108,"www.tripadvisor.com",NA,"7"
3606103,99,"Friends, family and colleagues",NA,"Very Useful10"
3599791,114,"www.tripadvisor.com","www.tripadvisor.com","9"
3599788,119,"Travel guides/books about New Zealand",NA,"Very Useful10"
3599788,116,"www.tripadvisor.com","www.tripadvisor.com","8"
3599788,116,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3599310,110,"Google+",NA,"Very Useful10"
3599310,110,"Google+",NA,"9"
3599788,115,"Friends, family and colleagues",NA,"8"
3599800,131,"Friends, family and colleagues","Friends, family and colleagues","8"
3606108,100,"Friends, family and colleagues","Friends, family and colleagues","9"
3599312,114,"www.tripadvisor.com",NA,"7"
3599788,115,"Airline websites","Airline websites","8"
3599788,115,"Airline websites","Airline websites","8"
3599312,116,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3606108,101,"Airline websites","Airline websites","8"
3599800,132,"www.tripadvisor.com","www.tripadvisor.com","7"
3599312,115,"www.wotif.com",NA,"9"
3599312,115,"www.wotif.com",NA,"8"
3599788,117,"www.lonleyplanet.com",NA,"Very Useful10"
3606117,125,"www.tripadvisor.com",NA,"9"
3599800,134,"Travel guides/books about New Zealand",NA,"8"
3599800,134,"Travel guides/books about New Zealand",NA,"7"
3599788,118,"Pinterest",NA,"7"
3599788,118,"Pinterest",NA,"7"
3606117,123,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3599800,133,"www.lonleyplanet.com",NA,"7"
3599800,133,"Online travel blogs",NA,"7"
3606117,127,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3599344,110,"Facebook",NA,"5"
3599804,88,"Travel agents in your home country in person","Travel agents in your home country in person","2"
3606117,124,"Airline websites","Airline websites","Very Useful10"
3599344,110,"Travel guides/books about New Zealand",NA,"5"
3599804,89,"Travel guides/books about New Zealand",NA,"8"
3599804,89,"Google+",NA,"8"
3599344,109,"www.lonleyplanet.com",NA,"9"
3599344,109,"www.lonleyplanet.com",NA,"Very Useful10"
3599344,111,"Another source",NA,"Very Useful10"
3599802,97,"Airline websites","Airline websites","8"
3599344,111,"Another source",NA,"Another source"
3606117,126,"100% Pure New Zealand www.newzealand.com",NA,"8"
3599802,98,"Google+",NA,"9"
3606117,126,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3606117,125,"www.lonleyplanet.com",NA,"9"
3599820,102,"www.tripadvisor.com",NA,"4"
3599820,102,"www.tripadvisor.com",NA,"5"
3606117,127,"Essential New Zealand mobile app",NA,"9"
3599820,101,"Travel agents in your home country in person",NA,"4"
3599345,110,"Travel agents in your home country over the phone",NA,"8"
3599825,108,"Friends, family and colleagues","Friends, family and colleagues","8"
3606117,129,"Another source","Another source","Another source"
3599345,111,"100% Pure New Zealand www.newzealand.com",NA,"9"
