"SurveyResponseID","AnswerNumber","AirlineUsed","AirlineRating"
3558964,144,"Virgin/Virgin Blue/Pacific Blue","9"
3579129,145,"Qantas","8"
3558996,102,"Qantas","8"
3579101,140,"Not sure",NA
3558862,153,"Air New Zealand","7"
3559245,140,"Singapore Airlines","9"
3579061,124,"Air New Zealand","Excellent  10"
3558900,187,"Emirates","7"
3559237,111,"Emirates","5"
3558904,158,"China Southern","Excellent  10"
3579093,137,"Air New Zealand","Excellent  10"
3579121,131,"Air New Zealand","8"
3558992,173,"Air New Zealand","9"
3579029,147,"Emirates","9"
3579105,163,"Not sure",NA
3558984,133,"Qantas","7"
3559016,103,"British Airways","8"
3558368,150,"Singapore Airlines","8"
3559169,103,"Qantas","9"
3579201,140,"Not sure",NA
3558968,116,"Qantas","Excellent  10"
3579145,143,"Virgin/Virgin Blue/Pacific Blue","6"
3559289,169,"Qantas","7"
3579149,139,"Virgin/Virgin Blue/Pacific Blue","8"
3579213,128,"Qantas","8"
3579137,142,"Not sure",NA
3559273,168,"Air New Zealand","9"
3559265,167,"Air New Zealand","Excellent  10"
3559044,133,"Qantas","6"
3559309,200,"Singapore Airlines","9"
3558360,131,"Emirates","9"
3559305,115,"Singapore Airlines","9"
3559064,188,"Emirates","7"
3558388,135,"American Airlines","8"
3559060,121,"Qantas","9"
3558408,167,"American Airlines","4"
3559068,103,"Virgin/Virgin Blue/Pacific Blue","8"
3579173,131,"Qantas","7"
3559092,148,"Virgin/Virgin Blue/Pacific Blue","5"
3558310,165,"Another airline",NA
3558336,149,"JetStar","5"
3579161,136,"Air New Zealand","8"
3559088,133,"JetStar","5"
3579221,153,"Air New Zealand","6"
3559317,113,"Air New Zealand","9"
3558376,162,"Another airline",NA
3559096,104,"Air New Zealand","8"
3579165,124,"Not sure",NA
3579225,154,"Qantas","8"
3579181,135,"Not sure",NA
3559345,170,"Singapore Airlines","Excellent  10"
3559112,112,"Qantas","Excellent  10"
3559353,130,"Singapore Airlines","9"
3559032,138,"JetStar","6"
3558364,109,"Air New Zealand","6"
3579157,136,"Air New Zealand","Excellent  10"
3558424,117,"Qantas","9"
3579249,147,"Singapore Airlines","8"
3559020,129,"Air New Zealand","Excellent  10"
3559341,143,"Air New Zealand","7"
3558884,158,"Lufthansa","8"
3558460,269,"Cathay Pacific","8"
3579217,135,"Qantas","7"
3559349,128,"Singapore Airlines","9"
3579245,140,"Qantas","8"
3579257,131,"Qantas","9"
3559146,143,"Qantas","Excellent  10"
3559389,127,"Qantas","9"
3558440,163,"Another airline",NA
3558496,143,"Another airline",NA
3559381,168,"Another airline",NA
3559150,168,"Qantas","9"
3579265,128,"Air New Zealand","9"
3559395,117,"Air New Zealand","4"
3579301,148,"Virgin/Virgin Blue/Pacific Blue","8"
3559158,121,"Air New Zealand","6"
3559403,190,"Air New Zealand","8"
3558380,167,"Lufthansa","3"
3558516,133,"Air New Zealand","Excellent  10"
3558564,180,"Korean Air","8"
3559124,102,"Qantas","Excellent  10"
3559405,148,"Another airline",NA
3559409,105,"Singapore Airlines","Excellent  10"
3559166,126,"Qantas","Excellent  10"
3559429,159,"Singapore Airlines","8"
3558456,156,"Emirates","9"
3558524,156,"Emirates","9"
3559411,195,"Air New Zealand","6"
3559162,107,"Air New Zealand","3"
3579277,144,"Air New Zealand","7"
3558448,105,"Air New Zealand","Excellent  10"
3559417,126,"Lufthansa","8"
3558676,146,"Cathay Pacific","Poor  1"
3579281,150,"Air New Zealand","9"
3558520,145,"Another airline",NA
3558648,173,"Cathay Pacific","7"
3558528,123,"Emirates","Excellent  10"
3559202,138,"Emirates","9"
3559385,156,"JetStar","6"
3558688,182,"Singapore Airlines","9"
3579289,147,"Air New Zealand","7"
3558504,107,"Air New Zealand","Excellent  10"
3559190,135,"Air New Zealand","8"
3579269,131,"Air New Zealand","6"
3558628,158,"Emirates","Excellent  10"
3558436,135,"Emirates","9"
3579273,153,"Air New Zealand","Excellent  10"
3558216,111,"Korean Air","7"
3559222,161,"Emirates","8"
3558552,210,"Cathay Pacific","7"
3579261,139,"Qantas","9"
3559465,138,"Singapore Airlines","9"
3559186,133,"Singapore Airlines","8"
3559433,134,"Singapore Airlines","Excellent  10"
3558620,123,"Qantas","8"
3559477,125,"Emirates","8"
3558680,154,"American Airlines","Excellent  10"
3579313,132,"Not sure",NA
3559449,156,"Another airline",NA
3558644,126,"Air New Zealand","7"
3558420,232,"Emirates","8"
3558736,169,"Cathay Pacific","8"
3558636,123,"American Airlines","8"
3579373,139,"Air New Zealand","Excellent  10"
3558632,197,"Another airline",NA
3559457,127,"China Southern","9"
3559521,134,"Air New Zealand","8"
3559194,120,"JetStar","3"
3558572,213,"Air New Zealand","Excellent  10"
3558700,168,"China Southern","7"
3579329,140,"Air New Zealand","7"
3558640,156,"Another airline",NA
3558660,176,"Qantas","Excellent  10"
3559262,152,"China Southern","Excellent  10"
3559529,148,"Singapore Airlines","Excellent  10"
3559545,142,"Singapore Airlines","9"
3559561,213,"Singapore Airlines","7"
3559497,160,"Emirates","9"
3558696,166,"Emirates","9"
3558704,173,"China Southern","7"
3579357,148,"Not sure",NA
3579309,133,"Air New Zealand","7"
3579405,158,"Not sure",NA
3559198,108,"Air New Zealand","9"
3579349,148,"Air New Zealand","9"
3559258,148,"China Southern","3"
3579337,150,"Qantas","9"
3579377,139,"Singapore Airlines","9"
3579381,142,"Air New Zealand","Excellent  10"
3579385,141,"Not sure",NA
3559541,116,"Singapore Airlines","Excellent  10"
3559577,100,"Virgin/Virgin Blue/Pacific Blue","9"
3558724,122,"China Southern","8"
3559322,168,"Cathay Pacific","Excellent  10"
3558740,117,"Another airline",NA
3559302,153,"Air New Zealand","9"
3559549,204,"Air New Zealand","8"
3559489,182,"Emirates","9"
3558752,134,"Air New Zealand","Excellent  10"
3579413,148,"Air New Zealand","6"
3559338,150,"JetStar","7"
3559278,191,"Air Asia X","3"
3559314,192,"Air New Zealand","8"
3559334,155,"Emirates","8"
3558464,133,"Korean Air","9"
3559589,116,"Air New Zealand","9"
3558776,166,"Korean Air","9"
3559354,152,"Singapore Airlines","Excellent  10"
3559282,107,"Air New Zealand","9"
3579433,142,"Air New Zealand","9"
3579461,148,"Air New Zealand","7"
3559418,178,"Air New Zealand","9"
3559330,179,"Emirates","7"
3558788,108,"Air New Zealand","9"
3579341,126,"Qantas","8"
3579465,165,"Air New Zealand","9"
3559649,156,"Singapore Airlines","8"
3579477,121,"Air New Zealand","8"
3559645,190,"Singapore Airlines","9"
3559565,184,"Singapore Airlines","Excellent  10"
3579473,123,"Emirates","Excellent  10"
3558804,106,"Air New Zealand","Excellent  10"
3558764,153,"Emirates","9"
3579345,153,"Emirates","Excellent  10"
3559294,130,"Emirates","Excellent  10"
3558857,154,"American Airlines","9"
3559676,141,"Singapore Airlines","8"
3579421,132,"Air New Zealand","8"
3579425,151,"Air New Zealand","7"
3559366,161,"Emirates","Excellent  10"
3579457,138,"Emirates","7"
3558756,153,"Air New Zealand","Excellent  10"
3559446,103,"Qantas","Excellent  10"
3579493,151,"Not sure",NA
3559466,125,"Singapore Airlines","Excellent  10"
3558760,130,"Air New Zealand","9"
3559458,105,"China Southern","9"
3558796,136,"Another airline",NA
3559426,124,"Singapore Airlines","9"
3559692,121,"Singapore Airlines","6"
3559454,138,"Qantas","Excellent  10"
3558930,113,"Singapore Airlines","9"
3558886,218,"Cathay Pacific","Not Sure"
3558820,125,"JetStar","2"
3558836,135,"Air New Zealand","9"
3579505,145,"Air New Zealand","9"
3579509,139,"Qantas","8"
3559720,170,"Singapore Airlines","9"
3558863,158,"Air New Zealand","8"
3558950,138,"JetStar","8"
3579517,146,"Air New Zealand","Excellent  10"
3559514,104,"Qantas","9"
3559502,141,"Virgin/Virgin Blue/Pacific Blue","8"
3559696,121,"Qantas","Excellent  10"
3559038,134,"Qantas","6"
3579541,129,"Not sure",NA
3559006,111,"Qantas","5"
3559716,172,"Singapore Airlines","6"
3559764,145,"Singapore Airlines","8"
3558849,157,"Air New Zealand","Excellent  10"
3559708,165,"JetStar","9"
3558859,184,"Air New Zealand","7"
3558922,133,"Air New Zealand","9"
3579481,139,"Emirates","9"
3559728,139,"JetStar","Excellent  10"
3559732,143,"Emirates","Excellent  10"
3558784,146,"Another airline",NA
3559740,140,"Another airline",NA
3579529,140,"Qantas","9"
3559510,131,"Qantas","Excellent  10"
3558890,114,"Emirates","9"
3579441,159,"Virgin/Virgin Blue/Pacific Blue","7"
3559752,146,"Singapore Airlines","Excellent  10"
3579557,149,"Emirates","8"
3579489,140,"Air New Zealand","8"
3559434,182,"Singapore Airlines","8"
3559462,141,"Singapore Airlines","8"
3559704,101,"Air New Zealand","Excellent  10"
3558898,124,"Emirates","9"
3559744,158,"Emirates","9"
3558978,128,"Qantas","4"
3559506,155,"Qantas","4"
3579521,153,"Air New Zealand","7"
3559014,112,"JetStar","2"
3559022,104,"Air New Zealand","8"
3559772,143,"China Southern","7"
3579565,158,"Air New Zealand","Excellent  10"
3559058,103,"Air New Zealand","Excellent  10"
3579581,145,"Air New Zealand","9"
3559828,116,"Air New Zealand","Excellent  10"
3559070,134,"Air New Zealand","9"
3559474,121,"Emirates","9"
3559824,157,"Emirates","5"
3559050,113,"Air New Zealand","8"
3559606,215,"Air New Zealand","Excellent  10"
3579549,145,"Virgin/Virgin Blue/Pacific Blue","7"
3579593,146,"Singapore Airlines","9"
3579639,108,"Air New Zealand","9"
3559074,140,"Virgin/Virgin Blue/Pacific Blue","8"
3559102,164,"Air New Zealand","Excellent  10"
3559651,171,"Air New Zealand","Excellent  10"
3559110,127,"Cathay Pacific","Excellent  10"
3559614,191,"Virgin/Virgin Blue/Pacific Blue","7"
3579601,156,"Another airline",NA
3579561,135,"Qantas","Excellent  10"
3559062,180,"Qantas","9"
3559086,131,"Qantas","8"
3579621,143,"Not sure",NA
3559131,101,"Virgin/Virgin Blue/Pacific Blue","9"
3579659,139,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3559796,166,"Another airline",NA
3579577,130,"Emirates","Excellent  10"
3559546,147,"Singapore Airlines","Excellent  10"
3559610,142,"Emirates","Excellent  10"
3559570,184,"Singapore Airlines","7"
3559594,134,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3559868,181,"Air New Zealand","7"
3559872,177,"Air New Zealand","Excellent  10"
3559804,155,"Qantas","Not Sure"
3579617,129,"Not sure",NA
3559137,112,"Air New Zealand","8"
3579663,122,"Malaysian Airlines","5"
3559661,128,"Qantas","7"
3559693,112,"Singapore Airlines","Excellent  10"
3559653,197,"Air Asia X","5"
3559172,117,"Air New Zealand","8"
3559697,137,"Qantas","8"
3558824,157,"Lufthansa","8"
3579731,131,"Qantas","9"
3559188,105,"Air New Zealand","Excellent  10"
3559717,173,"Lufthansa","9"
3579739,114,"Air New Zealand","Excellent  10"
3579589,131,"Emirates","Excellent  10"
3559094,134,"Emirates","Excellent  10"
3559135,111,"Air New Zealand","Poor  1"
3579747,141,"Singapore Airlines","8"
3559114,137,"Emirates","5"
3579647,149,"Air New Zealand","9"
3559208,146,"Virgin/Virgin Blue/Pacific Blue","5"
3579655,124,"Emirates","6"
3559657,156,"Air New Zealand","7"
3559685,125,"Singapore Airlines","8"
3559176,131,"Singapore Airlines","9"
3578660,144,"Not sure",NA
3559876,132,"Qantas","8"
3579723,157,"Another airline",NA
3559252,170,"Singapore Airlines","9"
3559638,142,"Emirates","Excellent  10"
3559713,170,"Singapore Airlines","8"
3559232,223,"Emirates","9"
3579759,209,"Air New Zealand","8"
3559757,168,"Singapore Airlines","9"
3559228,196,"Qantas","9"
3559781,144,"Qantas","7"
3559248,189,"Singapore Airlines","7"
3559753,157,"Singapore Airlines","Excellent  10"
3559212,110,"Air New Zealand","Excellent  10"
3559741,181,"Emirates","8"
3579807,108,"Emirates","Excellent  10"
3578640,132,"Virgin/Virgin Blue/Pacific Blue","7"
3559244,137,"Singapore Airlines","7"
3579755,157,"Air New Zealand","8"
3579763,149,"Air New Zealand","9"
3578644,149,"Air New Zealand","7"
3559773,151,"China Southern","7"
3579775,165,"Air New Zealand","9"
3559224,132,"China Southern","9"
3578664,148,"Air New Zealand","9"
3579771,135,"Air New Zealand","Excellent  10"
3578668,150,"Air New Zealand","8"
3559272,116,"JetStar","9"
3559789,162,"Air New Zealand","8"
3559280,169,"Air New Zealand","8"
3579823,127,"Air New Zealand","8"
3559801,109,"Air New Zealand","Excellent  10"
3578676,149,"Air New Zealand","7"
3579843,153,"China Southern","7"
3559829,120,"Air New Zealand","8"
3579851,107,"JetStar","2"
3559877,149,"Air New Zealand","8"
3579875,187,"Another airline",NA
3579879,148,"China Southern","9"
3559853,126,"Air New Zealand","8"
3559300,185,"Singapore Airlines","Excellent  10"
3559308,158,"Singapore Airlines","9"
3579867,119,"Virgin/Virgin Blue/Pacific Blue","9"
3578720,134,"Not sure",NA
3578724,146,"Qantas","7"
3578636,125,"Not sure",NA
3578672,150,"Not sure",NA
3579943,168,"Singapore Airlines","7"
3578732,139,"Air New Zealand","6"
3579935,155,"China Southern","6"
3559340,114,"Emirates","Excellent  10"
3578746,142,"Emirates","Excellent  10"
3579959,115,"Air New Zealand","8"
3579767,191,"Air New Zealand","9"
3579847,140,"Air New Zealand","9"
3559304,157,"Air New Zealand","Excellent  10"
3559316,113,"Air New Zealand","5"
3579887,171,"Another airline",NA
3578692,147,"Qantas","Excellent  10"
3578716,120,"Qantas","6"
3559312,165,"Singapore Airlines","Excellent  10"
3579635,184,"Emirates","9"
3578754,129,"Emirates","9"
3579971,149,"Air New Zealand","8"
3559857,149,"JetStar","7"
3559348,173,"Air New Zealand","Excellent  10"
3578728,150,"Not sure",NA
3559352,151,"Singapore Airlines","Excellent  10"
3578750,144,"Air New Zealand","Excellent  10"
3578758,144,"Air New Zealand","7"
3559416,169,"Air New Zealand","8"
3579987,110,"Qantas","8"
3579999,132,"Qantas","9"
3578810,138,"Air New Zealand","8"
3578774,123,"Qantas","7"
3580035,126,"Air New Zealand","Excellent  10"
3578850,163,"Air New Zealand","8"
3559436,171,"Air New Zealand","8"
3579951,157,"Korean Air","Excellent  10"
3579891,163,"Korean Air","7"
3559356,203,"Korean Air","9"
3578766,146,"Not sure",NA
3578790,154,"Air New Zealand","9"
3580031,169,"Air New Zealand","Excellent  10"
3578649,146,"Air New Zealand","Excellent  10"
3579895,217,"Korean Air","8"
3559665,142,"Korean Air","Excellent  10"
3579931,214,"Cathay Pacific","9"
3578862,144,"Air New Zealand","9"
3578685,145,"Air New Zealand","9"
3578874,141,"Air New Zealand","Excellent  10"
3559324,127,"Qantas","9"
3559344,190,"Singapore Airlines","8"
3580019,118,"Malaysian Airlines","8"
3580023,143,"Another airline",NA
3578886,154,"Air New Zealand","7"
3578854,154,"Emirates","8"
3580083,136,"Cathay Pacific","8"
3578693,138,"Emirates","8"
3578838,154,"Not sure",NA
3559428,136,"Singapore Airlines","Excellent  10"
3578669,146,"Singapore Airlines","Excellent  10"
3578641,150,"Not sure",NA
3559464,175,"Singapore Airlines","6"
3559372,145,"Emirates","9"
3580147,146,"Malaysian Airlines","6"
3578717,135,"Not sure",NA
3578739,153,"Qantas","Excellent  10"
3559544,179,"Singapore Airlines","Excellent  10"
3578802,153,"Not sure",NA
3578842,149,"Not sure",NA
3578661,139,"Not sure",NA
3559432,139,"Singapore Airlines","9"
3578858,155,"Qantas","6"
3578697,148,"Not sure",NA
3578673,141,"Not sure",NA
3559472,155,"Singapore Airlines","9"
3559448,138,"Qantas","8"
3580087,153,"Virgin/Virgin Blue/Pacific Blue","9"
3578701,140,"Air New Zealand","7"
3578713,144,"Air New Zealand","9"
3559476,155,"Qantas","9"
3580151,107,"Emirates","9"
3578755,152,"Not sure",NA
3578930,133,"Air New Zealand","9"
3578946,147,"Malaysian Airlines","4"
3578922,141,"Emirates","8"
3578783,150,"Emirates","Excellent  10"
3578709,142,"Qantas","9"
3578779,144,"Virgin/Virgin Blue/Pacific Blue","6"
3578910,126,"Not sure",NA
3559568,154,"Singapore Airlines","9"
3580139,108,"Virgin/Virgin Blue/Pacific Blue","Poor  1"
3578898,157,"Air New Zealand","7"
3578942,143,"Air New Zealand","7"
3578747,151,"Not sure",NA
3578934,173,"Qantas","8"
3559496,122,"JetStar","6"
3578914,167,"Air New Zealand","7"
3578795,146,"Not sure",NA
3559500,208,"Cathay Pacific","9"
3578751,147,"Air New Zealand","9"
3578815,129,"Not sure",NA
3578894,163,"Virgin/Virgin Blue/Pacific Blue","5"
3578763,154,"Virgin/Virgin Blue/Pacific Blue","2"
3559548,137,"Air New Zealand","8"
3580155,131,"Air New Zealand","Excellent  10"
3578938,150,"Air New Zealand","8"
3580103,229,"Qantas","Excellent  10"
3578729,130,"Not sure",NA
3559524,160,"Singapore Airlines","8"
3580059,106,"JetStar","7"
3580216,125,"Air New Zealand","Not Sure"
3580192,114,"JetStar","6"
3559580,113,"Air New Zealand","Excellent  10"
3580115,121,"Another airline",NA
3578831,157,"JetStar","9"
3578823,168,"Air New Zealand","Excellent  10"
3559584,144,"Another airline",NA
3559532,120,"Singapore Airlines","Excellent  10"
3580131,124,"Cathay Pacific","6"
3578775,125,"Not sure",NA
3578970,116,"Not sure",NA
3559512,156,"JetStar","7"
3580159,119,"Air New Zealand","8"
3559360,121,"Emirates","Excellent  10"
3578843,150,"Emirates","8"
3578787,151,"Air New Zealand","7"
3578803,142,"Air New Zealand","Excellent  10"
3578835,156,"Qantas","Excellent  10"
3578867,154,"JetStar","9"
3578875,137,"Air New Zealand","6"
3578883,153,"Not sure",NA
3578994,126,"Air New Zealand","8"
3559628,155,"Singapore Airlines","9"
3578887,144,"JetStar","7"
3578978,134,"Air New Zealand","9"
3579006,126,"JetStar","5"
3580224,113,"Air New Zealand","9"
3559616,206,"Air New Zealand","8"
3580228,109,"China Southern","8"
3559620,116,"Air New Zealand","Excellent  10"
3578982,139,"JetStar","6"
3578990,122,"Air New Zealand","7"
3559640,163,"Air New Zealand","Excellent  10"
3580236,110,"Another airline",NA
3578851,158,"Qantas","8"
3580240,173,"Air New Zealand","2"
3578919,171,"Not sure",NA
3558772,111,"Korean Air","8"
3559662,158,"Cathay Pacific","8"
3580248,124,"Air New Zealand","7"
3559644,139,"Singapore Airlines","9"
3578907,145,"Qantas","9"
3579027,135,"Not sure",NA
3579071,133,"Not sure",NA
3559679,176,"Singapore Airlines","9"
3580264,176,"Air New Zealand","Excellent  10"
3559687,152,"Singapore Airlines","Excellent  10"
3578899,146,"Emirates","8"
3579051,141,"Not sure",NA
3580244,168,"Air New Zealand","5"
3559654,144,"Air New Zealand","Excellent  10"
3559683,144,"Singapore Airlines","Excellent  10"
3580304,178,"Emirates","9"
3559666,148,"Air New Zealand","8"
3580272,137,"Air New Zealand","6"
3578927,129,"Air New Zealand","7"
3578871,147,"Qantas","8"
3579087,120,"Air New Zealand","8"
3578911,131,"Air New Zealand","9"
3559699,173,"China Southern","8"
3578895,159,"Not sure",NA
3580332,152,"Air New Zealand","Excellent  10"
3579099,135,"Air New Zealand","8"
3580336,168,"Air New Zealand","Excellent  10"
3579095,147,"China Southern","6"
3579083,117,"Qantas","9"
3579103,136,"Not sure",NA
3580364,147,"Air New Zealand","8"
3579011,133,"Not sure",NA
3559703,153,"Air New Zealand","7"
3579023,147,"Virgin/Virgin Blue/Pacific Blue","6"
3559608,143,"Emirates","9"
3578979,148,"Not sure",NA
3580172,149,"Emirates","Excellent  10"
3580360,124,"Singapore Airlines","8"
3580344,150,"Emirates","9"
3580320,147,"Emirates","Excellent  10"
3579111,142,"Air New Zealand","4"
3579131,119,"Not sure",NA
3579143,155,"Not sure",NA
3579003,160,"Air New Zealand","7"
