"SurveyResponseID","AnswerNumber","HobbitExpType"
3599697,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3599707,125,"The scenery"
3599707,126,"Wanted to see if the scenery was like it was in the film"
3599707,127,"I wanted to visit Hobbiton"
3599718,146,"The scenery"
3599718,147,"Wanted to see if the scenery was like it was in the film"
3599718,148,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3599718,149,"Wanted to see where the film was made"
3599718,150,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3599743,106,"The scenery"
3599743,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3599749,101,"Something else"
3599752,132,"The scenery"
3599772,104,"I wanted to visit Hobbiton"
3599810,128,"The scenery"
3599810,129,"Wanted to see if the scenery was like it was in the film"
3599810,130,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3599810,131,"Wanted to see where the film was made"
3599810,132,"I wanted to visit Hobbiton"
3599810,133,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3599820,96,"The scenery"
3599820,97,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3599820,98,"I wanted to visit Hobbiton"
3599925,100,"The scenery"
3599925,101,"Wanted to see if the scenery was like it was in the film"
3599925,102,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3599925,103,"Wanted to see where the film was made"
3599925,104,"I wanted to visit Hobbiton"
3599930,114,"The scenery"
3599930,115,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3599945,126,"The scenery"
3599950,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3599950,125,"I wanted to visit Hobbiton"
3599959,148,"Wanted to see if the scenery was like it was in the film"
3599959,149,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3599962,94,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3599981,101,"The scenery"
3599985,133,"The scenery"
3600014,108,"I wanted to visit Hobbiton"
3600028,105,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3600034,112,"The scenery"
3600034,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3600059,103,"The scenery"
3600067,102,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600088,183,"The scenery"
3600088,184,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600120,94,"I wanted to visit Hobbiton"
3600122,177,"The scenery"
3600122,178,"Wanted to see if the scenery was like it was in the film"
3600122,179,"Wanted to see where the film was made"
3600122,180,"I wanted to visit Hobbiton"
3600158,98,"Wanted to see if the scenery was like it was in the film"
3600158,99,"I wanted to visit Hobbiton"
3600165,99,"The scenery"
3600165,100,"Wanted to see if the scenery was like it was in the film"
3600165,101,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600165,102,"Wanted to see where the film was made"
3600165,103,"I wanted to visit Hobbiton"
3600166,125,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600166,126,"Wanted to see where the film was made"
3600166,127,"I wanted to visit Hobbiton"
3600167,149,"The scenery"
3600167,150,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3600202,97,"The scenery"
3600202,98,"I wanted to visit Hobbiton"
3600208,123,"Wanted to see if the scenery was like it was in the film"
3600208,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600208,125,"Wanted to see where the film was made"
3600223,142,"The scenery"
3600223,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600223,144,"Wanted to see where the film was made"
3600223,145,"I wanted to visit Hobbiton"
3600282,133,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3600284,127,"The scenery"
3600337,100,"The scenery"
3600341,176,"The scenery"
3600341,177,"Wanted to see if the scenery was like it was in the film"
3600341,178,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600341,179,"I wanted to visit Hobbiton"
3600364,153,"The scenery"
3600370,188,"The scenery"
3600370,189,"Wanted to see if the scenery was like it was in the film"
3600370,190,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600385,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3600397,167,"The scenery"
3600397,168,"Wanted to see if the scenery was like it was in the film"
3600397,169,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600397,170,"I wanted to visit Hobbiton"
3600400,114,"The scenery"
3600400,115,"Wanted to see if the scenery was like it was in the film"
3600400,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600400,117,"Wanted to see where the film was made"
3600400,118,"I wanted to visit Hobbiton"
3600415,141,"The scenery"
3600415,142,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600455,154,"Wanted to see if the scenery was like it was in the film"
3600455,155,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600455,156,"I wanted to visit Hobbiton"
3600467,93,"The scenery"
3600467,94,"Wanted to see if the scenery was like it was in the film"
3600467,95,"Wanted to see where the film was made"
3600482,121,"The scenery"
3600482,122,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3600530,130,"The scenery"
3600530,131,"Wanted to see where the film was made"
3600531,98,"Wanted to see if the scenery was like it was in the film"
3600531,99,"I wanted to visit Hobbiton"
3600534,100,"The scenery"
3600534,101,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600545,110,"The scenery"
3600551,96,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600551,97,"Wanted to see where the film was made"
3600551,98,"I wanted to visit Hobbiton"
3600565,130,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3600569,117,"Wanted to see if the scenery was like it was in the film"
3600569,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600593,120,"The scenery"
3600614,91,"The scenery"
3600622,132,"The scenery"
3600622,133,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600622,134,"Wanted to see where the film was made"
3600622,135,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3600629,92,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3600652,159,"The scenery"
3600652,160,"Wanted to see if the scenery was like it was in the film"
3600652,161,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600652,162,"Wanted to see where the film was made"
3600652,163,"I wanted to visit Hobbiton"
3600659,98,"Wanted to see if the scenery was like it was in the film"
3600659,99,"Wanted to see where the film was made"
3600663,203,"The scenery"
3600663,204,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600663,205,"Wanted to see where the film was made"
3600663,206,"I wanted to visit Hobbiton"
3600674,144,"The scenery"
3600674,145,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600674,146,"Wanted to see where the film was made"
3600688,114,"The scenery"
3600688,115,"Wanted to see where the film was made"
3600688,116,"I wanted to visit Hobbiton"
3600701,159,"The scenery"
3600701,160,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600701,161,"Wanted to see where the film was made"
3600701,162,"I wanted to visit Hobbiton"
3600745,112,"I wanted to visit Hobbiton"
3600745,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3600749,107,"Wanted to see if the scenery was like it was in the film"
3600749,108,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600749,109,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3600777,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3600830,114,"The scenery"
3600836,125,"The scenery"
3600836,126,"Wanted to see if the scenery was like it was in the film"
3600838,177,"The scenery"
3600838,178,"Wanted to see where the film was made"
3600838,179,"I wanted to visit Hobbiton"
3600851,206,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600851,207,"Wanted to see where the film was made"
3600851,208,"I wanted to visit Hobbiton"
3600874,113,"The scenery"
3600879,137,"The scenery"
3600879,138,"Wanted to see if the scenery was like it was in the film"
3600879,139,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600879,140,"Wanted to see where the film was made"
3600879,141,"I wanted to visit Hobbiton"
3600923,103,"The scenery"
3600923,104,"Wanted to see if the scenery was like it was in the film"
3600923,105,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3600923,106,"Wanted to see where the film was made"
3600923,107,"I wanted to visit Hobbiton"
3600925,101,"I wanted to visit Hobbiton"
3600986,133,"Wanted to see if the scenery was like it was in the film"
3601000,110,"The scenery"
3601000,111,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3601000,112,"I wanted to visit Hobbiton"
3601003,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3601003,99,"I wanted to visit Hobbiton"
3601019,103,"Wanted to see if the scenery was like it was in the film"
3601019,104,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3601023,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3601023,111,"I wanted to visit Hobbiton"
3601047,169,"The scenery"
3601047,170,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3601047,171,"Wanted to see where the film was made"
3601047,172,"I wanted to visit Hobbiton"
3601047,173,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3601052,120,"The scenery"
3601053,114,"Wanted to see if the scenery was like it was in the film"
3601068,188,"The scenery"
3601068,189,"Wanted to see if the scenery was like it was in the film"
3601068,190,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3601068,191,"I wanted to visit Hobbiton"
3601126,152,"The scenery"
3601126,153,"Wanted to see if the scenery was like it was in the film"
3601126,154,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3601126,155,"Wanted to see where the film was made"
3601126,156,"I wanted to visit Hobbiton"
3601142,112,"Wanted to see if the scenery was like it was in the film"
3601174,100,"Wanted to see if the scenery was like it was in the film"
3601174,101,"Wanted to see where the film was made"
3601174,102,"I wanted to visit Hobbiton"
3601194,102,"The scenery"
3601194,103,"Wanted to see if the scenery was like it was in the film"
3601194,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3601194,105,"Wanted to see where the film was made"
3601194,106,"I wanted to visit Hobbiton"
3601657,129,"The scenery"
3601657,130,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3601788,124,"The scenery"
3601788,125,"Wanted to see if the scenery was like it was in the film"
3601788,126,"Wanted to see where the film was made"
3601826,116,"The scenery"
3601826,117,"Wanted to see if the scenery was like it was in the film"
3601826,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3601826,119,"I wanted to visit Hobbiton"
3601912,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3601912,104,"I wanted to visit Hobbiton"
3601921,123,"I wanted to visit Hobbiton"
3601921,124,"Something else"
3601934,116,"The scenery"
3601934,117,"Wanted to see where the film was made"
3601934,118,"I wanted to visit Hobbiton"
3602015,114,"The scenery"
3602015,115,"Wanted to see if the scenery was like it was in the film"
3602015,116,"Wanted to see where the film was made"
3602015,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3602021,137,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3602021,138,"I wanted to visit Hobbiton"
3602022,105,"Wanted to see if the scenery was like it was in the film"
3602022,106,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3602022,107,"Wanted to see where the film was made"
3602022,108,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3602050,127,"The scenery"
3602063,135,"The scenery"
3602063,136,"Wanted to see if the scenery was like it was in the film"
3602063,137,"Wanted to see where the film was made"
3602063,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3602091,132,"The scenery"
3602091,133,"Wanted to see if the scenery was like it was in the film"
3602091,134,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3602091,135,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3602094,130,"The scenery"
