"SurveyResponseID","AnswerNumber","HobbitExpType"
3594772,145,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594773,136,"The scenery"
3594773,137,"Wanted to see if the scenery was like it was in the film"
3594773,138,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594773,139,"Wanted to see where the film was made"
3594773,140,"I wanted to visit Hobbiton"
3594774,110,"The scenery"
3594774,111,"Wanted to see if the scenery was like it was in the film"
3594774,112,"Wanted to see where the film was made"
3594774,113,"I wanted to visit Hobbiton"
3594774,114,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594775,114,"Wanted to see if the scenery was like it was in the film"
3594775,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594775,116,"Wanted to see where the film was made"
3594775,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594777,87,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594778,131,"Wanted to see where the film was made"
3594780,120,"Wanted to see where the film was made"
3594780,121,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594781,130,"Wanted to see if the scenery was like it was in the film"
3594781,131,"I wanted to visit Hobbiton"
3594782,111,"The scenery"
3594782,112,"Wanted to see where the film was made"
3594783,152,"Wanted to see where the film was made"
3594783,153,"I wanted to visit Hobbiton"
3594784,150,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594784,151,"Wanted to see where the film was made"
3594784,152,"I wanted to visit Hobbiton"
3594785,116,"The scenery"
3594785,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594787,99,"The scenery"
3594787,100,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594787,101,"Wanted to see where the film was made"
3594787,102,"I wanted to visit Hobbiton"
3594788,141,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594789,143,"The scenery"
3594789,144,"Wanted to see if the scenery was like it was in the film"
3594789,145,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594791,131,"The scenery"
3594791,132,"Wanted to see if the scenery was like it was in the film"
3594791,133,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594791,134,"Wanted to see where the film was made"
3594791,135,"I wanted to visit Hobbiton"
3594801,146,"The scenery"
3594801,147,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594801,148,"Wanted to see where the film was made"
3594801,149,"I wanted to visit Hobbiton"
3594802,111,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594802,112,"I wanted to visit Hobbiton"
3594802,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594806,118,"The scenery"
3594806,119,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594806,120,"I wanted to visit Hobbiton"
3594806,121,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594810,117,"Wanted to see if the scenery was like it was in the film"
3594810,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594810,119,"I wanted to visit Hobbiton"
3594811,102,"Wanted to see if the scenery was like it was in the film"
3594811,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594811,104,"Wanted to see where the film was made"
3594811,105,"I wanted to visit Hobbiton"
3594811,106,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594813,120,"The scenery"
3594813,121,"Wanted to see where the film was made"
3594813,122,"I wanted to visit Hobbiton"
3594818,133,"Wanted to see if the scenery was like it was in the film"
3594818,134,"Wanted to see where the film was made"
3594818,135,"I wanted to visit Hobbiton"
3594819,126,"The scenery"
3594819,127,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594819,128,"I wanted to visit Hobbiton"
3594821,99,"I wanted to visit Hobbiton"
3594822,122,"The scenery"
3594822,123,"Wanted to see if the scenery was like it was in the film"
3594822,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594823,106,"Wanted to see if the scenery was like it was in the film"
3594823,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594823,108,"I wanted to visit Hobbiton"
3594824,146,"The scenery"
3594824,147,"Wanted to see if the scenery was like it was in the film"
3594824,148,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594829,148,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594830,99,"The scenery"
3594830,100,"I wanted to visit Hobbiton"
3594830,101,"Something else"
3594837,116,"The scenery"
3594837,117,"Wanted to see where the film was made"
3594838,112,"Wanted to see where the film was made"
3594839,127,"The scenery"
3594839,128,"Wanted to see if the scenery was like it was in the film"
3594839,129,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594839,130,"Wanted to see where the film was made"
3594839,131,"I wanted to visit Hobbiton"
3594842,158,"The scenery"
3594842,159,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594842,160,"I wanted to visit Hobbiton"
3594842,161,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594844,139,"The scenery"
3594844,140,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594844,141,"Wanted to see where the film was made"
3594844,142,"I wanted to visit Hobbiton"
3594844,143,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594848,150,"The scenery"
3594848,151,"Wanted to see if the scenery was like it was in the film"
3594848,152,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594848,153,"Wanted to see where the film was made"
3594849,132,"The scenery"
3594849,133,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594850,119,"Wanted to see if the scenery was like it was in the film"
3594853,103,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594854,128,"The scenery"
3594854,129,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594855,119,"The scenery"
3594855,120,"Wanted to see if the scenery was like it was in the film"
3594855,121,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594855,122,"Wanted to see where the film was made"
3594855,123,"I wanted to visit Hobbiton"
3594859,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594859,119,"Wanted to see where the film was made"
3594859,120,"I wanted to visit Hobbiton"
3594859,121,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594860,150,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594863,124,"The scenery"
3594863,125,"Wanted to see if the scenery was like it was in the film"
3594863,126,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594863,127,"Wanted to see where the film was made"
3594863,128,"I wanted to visit Hobbiton"
3594864,126,"The scenery"
3594864,127,"Wanted to see if the scenery was like it was in the film"
3594864,128,"Wanted to see where the film was made"
3594864,129,"I wanted to visit Hobbiton"
3594865,111,"The scenery"
3594865,112,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594865,113,"Wanted to see where the film was made"
3594865,114,"I wanted to visit Hobbiton"
3594865,115,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3594866,104,"The scenery"
3594866,105,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594871,127,"The scenery"
3594871,128,"Wanted to see if the scenery was like it was in the film"
3594871,129,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594872,112,"The scenery"
3594872,113,"Wanted to see where the film was made"
3594893,134,"The scenery"
3594925,128,"Wanted to see if the scenery was like it was in the film"
3594982,125,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594995,112,"The scenery"
3594995,113,"Wanted to see if the scenery was like it was in the film"
3594995,114,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3594995,115,"Wanted to see where the film was made"
3595004,116,"The scenery"
3595004,117,"I wanted to visit Hobbiton"
3595010,129,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3595010,130,"Wanted to see where the film was made"
3595047,114,"The scenery"
3595047,115,"Wanted to see if the scenery was like it was in the film"
3595047,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3595047,117,"Wanted to see where the film was made"
3595047,118,"I wanted to visit Hobbiton"
3595067,118,"The scenery"
3595067,119,"Wanted to see if the scenery was like it was in the film"
3595067,120,"Wanted to see where the film was made"
3595152,114,"The scenery"
3595152,115,"I wanted to visit Hobbiton"
3595177,116,"The scenery"
3595177,117,"Wanted to see if the scenery was like it was in the film"
3595178,117,"The scenery"
3595178,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3595178,119,"Wanted to see where the film was made"
3595191,98,"The scenery"
3595191,99,"Wanted to see if the scenery was like it was in the film"
3595201,111,"The scenery"
3595201,112,"Wanted to see if the scenery was like it was in the film"
3595201,113,"Wanted to see where the film was made"
3595240,146,"The scenery"
3595240,147,"Wanted to see if the scenery was like it was in the film"
3595240,148,"Wanted to see where the film was made"
3595240,149,"I wanted to visit Hobbiton"
3595240,150,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3595257,111,"The scenery"
3595257,112,"Wanted to see where the film was made"
3595259,120,"The scenery"
3595259,121,"Wanted to see where the film was made"
3595305,110,"The scenery"
3595305,111,"I wanted to visit Hobbiton"
3595340,115,"The scenery"
3595340,116,"Wanted to see if the scenery was like it was in the film"
3595340,117,"Wanted to see where the film was made"
3595341,103,"The scenery"
3595341,104,"Wanted to see if the scenery was like it was in the film"
3595341,105,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3595341,106,"Wanted to see where the film was made"
3595351,107,"The scenery"
3595351,108,"Wanted to see if the scenery was like it was in the film"
3595351,109,"I wanted to visit Hobbiton"
3595368,118,"The scenery"
3595368,119,"I wanted to visit Hobbiton"
3595384,116,"Wanted to see where the film was made"
3595399,107,"Wanted to see if the scenery was like it was in the film"
3595399,108,"Wanted to see where the film was made"
3595421,116,"The scenery"
3595421,117,"Wanted to see if the scenery was like it was in the film"
3595421,118,"Wanted to see where the film was made"
3595428,106,"The scenery"
3595433,103,"The scenery"
3595561,115,"The scenery"
3595561,116,"Wanted to see if the scenery was like it was in the film"
3595561,117,"Wanted to see where the film was made"
3595639,112,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3595652,113,"The scenery"
3595652,114,"Wanted to see if the scenery was like it was in the film"
3595686,101,"Wanted to see if the scenery was like it was in the film"
3595700,131,"The scenery"
3595700,132,"Wanted to see if the scenery was like it was in the film"
3595700,133,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3595700,134,"Wanted to see where the film was made"
3595700,135,"I wanted to visit Hobbiton"
3595700,136,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3595805,128,"The scenery"
3595805,129,"Wanted to see if the scenery was like it was in the film"
3595805,130,"Wanted to see where the film was made"
3595809,99,"The scenery"
3595809,100,"Wanted to see if the scenery was like it was in the film"
3595809,101,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3595809,102,"Wanted to see where the film was made"
3595809,103,"I wanted to visit Hobbiton"
3595821,103,"The scenery"
3595821,104,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3595860,94,"I wanted to visit Hobbiton"
3595900,99,"The scenery"
3595916,99,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3595916,100,"Wanted to see where the film was made"
3595993,116,"Wanted to see where the film was made"
3596007,105,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3596009,135,"The scenery"
3596009,136,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3596009,137,"I wanted to visit Hobbiton"
3596009,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3596025,108,"The scenery"
3596025,109,"Wanted to see if the scenery was like it was in the film"
3596025,110,"Wanted to see where the film was made"
3596032,104,"The scenery"
3596032,105,"Wanted to see if the scenery was like it was in the film"
3596032,106,"Wanted to see where the film was made"
3596215,161,"The scenery"
3596232,138,"The scenery"
3596232,139,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3596235,145,"The scenery"
3596235,146,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3596235,147,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3596245,149,"The scenery"
3596285,100,"Wanted to see where the film was made"
3596285,101,"I wanted to visit Hobbiton"
3596354,102,"Wanted to see where the film was made"
3596354,103,"I wanted to visit Hobbiton"
3596418,113,"Wanted to see if the scenery was like it was in the film"
3596418,114,"Wanted to see where the film was made"
3596418,115,"I wanted to visit Hobbiton"
3596426,117,"The scenery"
3596426,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3596426,119,"Wanted to see where the film was made"
3596453,120,"The scenery"
3596453,121,"Wanted to see if the scenery was like it was in the film"
3596453,122,"Something else"
3596464,117,"The scenery"
3596464,118,"Wanted to see where the film was made"
3596468,132,"Wanted to see if the scenery was like it was in the film"
3596468,133,"Wanted to see where the film was made"
3596563,105,"The scenery"
3596635,152,"The scenery"
3596635,153,"Wanted to see where the film was made"
3596648,118,"The scenery"
3596648,119,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3596698,119,"The scenery"
3596698,120,"Wanted to see if the scenery was like it was in the film"
3596726,105,"Not sure"
3596771,112,"The scenery"
3596771,113,"Wanted to see if the scenery was like it was in the film"
3596800,130,"The scenery"
3596800,131,"Wanted to see if the scenery was like it was in the film"
3596858,156,"The scenery"
3596858,157,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3596858,158,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3596886,161,"The scenery"
3596886,162,"Wanted to see if the scenery was like it was in the film"
3596886,163,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3596890,152,"The scenery"
3596890,153,"Wanted to see if the scenery was like it was in the film"
3596917,114,"The scenery"
3596917,115,"Wanted to see if the scenery was like it was in the film"
3596917,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3596917,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3596935,90,"The scenery"
3596988,114,"The scenery"
3596988,115,"Wanted to see if the scenery was like it was in the film"
3596988,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3596988,117,"Wanted to see where the film was made"
3597039,120,"The scenery"
3597039,121,"Wanted to see if the scenery was like it was in the film"
3597039,122,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597039,123,"Wanted to see where the film was made"
3597039,124,"I wanted to visit Hobbiton"
3597039,125,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597043,127,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597043,128,"I wanted to visit Hobbiton"
3597062,122,"The scenery"
3597106,127,"Wanted to see if the scenery was like it was in the film"
3597106,128,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597106,129,"Wanted to see where the film was made"
3597106,130,"I wanted to visit Hobbiton"
3597110,138,"The scenery"
3597110,139,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597110,140,"Wanted to see where the film was made"
3597111,114,"The scenery"
3597111,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597117,140,"Wanted to see if the scenery was like it was in the film"
3597117,141,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597117,142,"I wanted to visit Hobbiton"
3597117,143,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597154,144,"Wanted to see where the film was made"
3597179,128,"The scenery"
3597179,129,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597196,95,"The scenery"
3597208,121,"The scenery"
3597208,122,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597209,108,"The scenery"
3597209,109,"Wanted to see if the scenery was like it was in the film"
3597209,110,"Wanted to see where the film was made"
3597219,125,"The scenery"
3597219,126,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597242,132,"The scenery"
3597250,107,"Wanted to see if the scenery was like it was in the film"
3597287,153,"Wanted to see if the scenery was like it was in the film"
3597287,154,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597290,109,"The scenery"
3597290,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597290,111,"Wanted to see where the film was made"
3597323,119,"The scenery"
3597323,120,"Wanted to see if the scenery was like it was in the film"
3597323,121,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597323,122,"Wanted to see where the film was made"
3597323,123,"I wanted to visit Hobbiton"
3597323,124,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597336,111,"Wanted to see if the scenery was like it was in the film"
3597336,112,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597347,99,"I wanted to visit Hobbiton"
3597348,152,"The scenery"
3597348,153,"Wanted to see if the scenery was like it was in the film"
3597348,154,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597348,155,"Wanted to see where the film was made"
3597348,156,"I wanted to visit Hobbiton"
3597348,157,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597437,135,"The scenery"
3597448,129,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597448,130,"I wanted to visit Hobbiton"
3597492,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597492,119,"I wanted to visit Hobbiton"
3597492,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597496,139,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597496,140,"Wanted to see where the film was made"
3597512,107,"I wanted to visit Hobbiton"
3597568,132,"The scenery"
3597568,133,"I wanted to visit Hobbiton"
3597577,148,"Wanted to see if the scenery was like it was in the film"
3597577,149,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597589,133,"Wanted to see if the scenery was like it was in the film"
3597598,102,"The scenery"
3597598,103,"Wanted to see if the scenery was like it was in the film"
3597598,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597598,105,"Wanted to see where the film was made"
3597598,106,"I wanted to visit Hobbiton"
3597598,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597602,129,"The scenery"
3597602,130,"Wanted to see if the scenery was like it was in the film"
3597602,131,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597642,120,"The scenery"
3597642,121,"Wanted to see if the scenery was like it was in the film"
3597642,122,"I wanted to visit Hobbiton"
3597645,115,"Wanted to see if the scenery was like it was in the film"
3597645,116,"I wanted to visit Hobbiton"
3597664,106,"The scenery"
3597685,94,"The scenery"
3597783,131,"The scenery"
3597783,132,"Wanted to see if the scenery was like it was in the film"
3597783,133,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597783,134,"Wanted to see where the film was made"
3597783,135,"I wanted to visit Hobbiton"
3597788,104,"The scenery"
3597788,105,"Wanted to see if the scenery was like it was in the film"
3597788,106,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597788,107,"Wanted to see where the film was made"
3597788,108,"I wanted to visit Hobbiton"
3597820,139,"The scenery"
3597820,140,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597827,127,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597841,187,"The scenery"
3597841,188,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3597841,189,"I wanted to visit Hobbiton"
3597841,190,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597878,204,"The scenery"
3597878,205,"Wanted to see where the film was made"
3597878,206,"I wanted to visit Hobbiton"
3597878,207,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3597921,151,"The scenery"
3598009,138,"The scenery"
3598009,139,"Wanted to see if the scenery was like it was in the film"
3598009,140,"I wanted to visit Hobbiton"
3598013,102,"The scenery"
3598013,103,"Wanted to see if the scenery was like it was in the film"
3598014,136,"The scenery"
3598019,97,"Wanted to see if the scenery was like it was in the film"
3598019,98,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598022,126,"The scenery"
3598022,127,"Wanted to see if the scenery was like it was in the film"
3598022,128,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598022,129,"Wanted to see where the film was made"
3598022,130,"I wanted to visit Hobbiton"
3598022,131,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598038,136,"The scenery"
3598038,137,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598038,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598077,110,"The scenery"
3598077,111,"Wanted to see if the scenery was like it was in the film"
3598077,112,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598077,113,"Wanted to see where the film was made"
3598077,114,"I wanted to visit Hobbiton"
3598088,103,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598106,152,"The scenery"
3598106,153,"Wanted to see where the film was made"
3598106,154,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598147,132,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598151,124,"The scenery"
3598163,102,"Wanted to see where the film was made"
3598163,103,"I wanted to visit Hobbiton"
3598174,90,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598180,109,"Wanted to see if the scenery was like it was in the film"
3598183,141,"The scenery"
3598183,142,"Wanted to see if the scenery was like it was in the film"
3598183,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598183,144,"Wanted to see where the film was made"
3598198,132,"The scenery"
3598214,119,"The scenery"
3598214,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598219,112,"Wanted to see if the scenery was like it was in the film"
3598219,113,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598219,114,"Wanted to see where the film was made"
3598219,115,"I wanted to visit Hobbiton"
3598219,116,"Something else"
3598224,102,"The scenery"
3598224,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598224,104,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598260,118,"The scenery"
3598260,119,"Wanted to see if the scenery was like it was in the film"
3598260,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598260,121,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598270,108,"The scenery"
3598270,109,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598270,110,"Wanted to see where the film was made"
3598270,111,"I wanted to visit Hobbiton"
3598270,112,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598273,149,"The scenery"
3598273,150,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598273,151,"I wanted to visit Hobbiton"
3598281,137,"The scenery"
3598281,138,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598281,139,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598329,148,"The scenery"
3598329,149,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598338,158,"The scenery"
3598338,159,"Wanted to see if the scenery was like it was in the film"
3598338,160,"I wanted to visit Hobbiton"
3598338,161,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598342,145,"The scenery"
3598355,91,"The scenery"
3598355,92,"Wanted to see if the scenery was like it was in the film"
3598355,93,"Wanted to see where the film was made"
3598355,94,"I wanted to visit Hobbiton"
3598380,106,"Not sure"
3598386,126,"The scenery"
3598386,127,"Wanted to see if the scenery was like it was in the film"
3598386,128,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598386,129,"Wanted to see where the film was made"
3598386,130,"I wanted to visit Hobbiton"
3598424,139,"The scenery"
3598424,140,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598449,129,"Wanted to see if the scenery was like it was in the film"
3598449,130,"I wanted to visit Hobbiton"
3598467,138,"The scenery"
3598467,139,"Wanted to see if the scenery was like it was in the film"
3598476,131,"The scenery"
3598476,132,"Wanted to see if the scenery was like it was in the film"
3598476,133,"Wanted to see where the film was made"
3598476,134,"I wanted to visit Hobbiton"
3598478,112,"The scenery"
3598478,113,"Wanted to see if the scenery was like it was in the film"
3598478,114,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598493,137,"The scenery"
3598553,119,"The scenery"
3598553,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598591,138,"The scenery"
3598591,139,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598591,140,"Wanted to see where the film was made"
3598591,141,"I wanted to visit Hobbiton"
3598591,142,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598653,109,"Not sure"
3598672,110,"The scenery"
3598672,111,"Wanted to see if the scenery was like it was in the film"
3598672,112,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598672,113,"Wanted to see where the film was made"
3598672,114,"I wanted to visit Hobbiton"
3598672,115,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598687,95,"The scenery"
3598687,96,"Wanted to see if the scenery was like it was in the film"
3598687,97,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598687,98,"I wanted to visit Hobbiton"
3598746,117,"The scenery"
3598760,163,"The scenery"
3598760,164,"Wanted to see if the scenery was like it was in the film"
3598760,165,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598760,166,"Wanted to see where the film was made"
3598760,167,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598803,155,"The scenery"
3598812,110,"The scenery"
3598812,111,"Wanted to see if the scenery was like it was in the film"
3598812,112,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598838,113,"The scenery"
3598838,114,"Wanted to see if the scenery was like it was in the film"
3598838,115,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598865,133,"The scenery"
3598865,134,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598867,87,"Wanted to see if the scenery was like it was in the film"
3598867,88,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3598867,89,"Wanted to see where the film was made"
3598867,90,"I wanted to visit Hobbiton"
3598867,91,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598916,139,"The scenery"
3598916,140,"Wanted to see where the film was made"
3598916,141,"I wanted to visit Hobbiton"
3598916,142,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598945,117,"The scenery"
3598945,118,"Wanted to see if the scenery was like it was in the film"
3598960,151,"The scenery"
3598960,152,"Wanted to see if the scenery was like it was in the film"
3598960,153,"Wanted to see where the film was made"
3598979,141,"Wanted to see if the scenery was like it was in the film"
3598979,142,"Wanted to see where the film was made"
3598979,143,"I wanted to visit Hobbiton"
3598979,144,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598982,128,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3598994,161,"The scenery"
3598994,162,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3599000,133,"The scenery"
3599000,134,"Wanted to see where the film was made"
3599000,135,"I wanted to visit Hobbiton"
3599000,136,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3599023,107,"The scenery"
3599023,108,"Wanted to see where the film was made"
3599031,107,"The scenery"
3599031,108,"Wanted to see if the scenery was like it was in the film"
3599031,109,"Wanted to see where the film was made"
3599450,122,"The scenery"
3599450,123,"Wanted to see where the film was made"
3599514,130,"Wanted to see if the scenery was like it was in the film"
3599514,131,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3599666,149,"The scenery"
3599666,150,"I wanted to visit Hobbiton"
3599666,151,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3599697,134,"The scenery"
3599697,135,"Wanted to see if the scenery was like it was in the film"
3599697,136,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3599697,137,"Wanted to see where the film was made"
