"SurveyResponseID","AnswerNumber","AmenityType","SatisfactionRatingReason"
3601401,108,"Activities experienced","No reason"
3602096,101,"Maori activities experienced","Entertaining"
3600170,127,"Accommodation","Too expensive"
3601401,109,"Maori activities experienced","Learnt about a new culture"
3601401,107,"Accommodation","Poor customer service"
3602096,103,"Maori activities experienced","Good staff"
3601401,110,"Maori activities experienced","Good staff"
3602127,211,"Sense of safety","No reason"
3602113,115,"Activities experienced","Another reason"
3601402,91,"Customer service","Slow"
3601402,88,"Food & beverage outlets","Poor service"
3602096,102,"Maori activities experienced","Good quality/standard"
3600170,128,"Customer service","Another reason"
3602113,116,"Maori activities experienced","Informative"
3602127,210,"Maori activities experienced","Not sure"
3601402,89,"Food & beverage outlets","Poor food quality"
3600177,88,"Accommodation","Noisy"
3600177,89,"Maori activities experienced","Learnt about a new culture"
3600177,90,"Maori activities experienced","Informative"
3600177,92,"Maori activities experienced","Well organised"
3601416,91,"Accommodation","Poor standard of cleanliness/dirty"
3601416,92,"Accommodation","No free internet"
3601416,94,"Maori activities experienced","Learnt about a new culture"
3601416,95,"Maori activities experienced","Informative"
3602113,117,"Maori activities experienced","Another reason"
3601402,90,"Maori activities experienced","Learnt about a new culture"
3600177,91,"Maori activities experienced","Good quality/standard"
3601416,97,"Maori activities experienced","Well organised"
3601416,93,"Food & beverage outlets","No reason"
3601416,96,"Maori activities experienced","Good quality/standard"
3601416,98,"Maori activities experienced","Another indifferent or poor aspect"
3601416,99,"NZ environment","More effort to preserve natural environment requir"
3599951,84,"NZ environment","Urban sprawl"
3601416,100,"NZ environment","Another reason"
3599951,83,"NZ environment","Litter"
3601419,107,"Customer service","Staff didn't care"
3602144,103,"Maori activities experienced","Entertaining"
3602144,101,"Maori activities experienced","Learnt about a new culture"
3600200,117,"Maori activities experienced","Not very exciting/boring"
3601419,106,"Maori activities experienced","Good staff"
3599951,82,"Sense of safety","Crime/graffiti"
3599951,85,"NZ environment","Dull cities"
3602144,102,"Maori activities experienced","Informative"
3601419,105,"Maori activities experienced","Entertaining"
3600200,116,"Commercial transport","Inconvenient public transportation"
3600200,115,"Commercial transport","Poor customer service"
3602145,87,"Food & beverage outlets","Too expensive"
3599974,115,"Maori activities experienced","Good staff"
3601436,88,"Maori activities experienced","Learnt about a new culture"
3599974,114,"Maori activities experienced","Entertaining"
3599974,113,"Maori activities experienced","Informative"
3601436,89,"Maori activities experienced","Informative"
3601436,90,"Maori activities experienced","Entertaining"
3599985,118,"Maori activities experienced","Another reason"
3600218,99,"Accommodation","No free internet"
3600218,101,"Maori activities experienced","Entertaining"
3600218,102,"Maori activities experienced","Good staff"
3601436,91,"Maori activities experienced","Well organised"
3601436,92,"Sense of safety","Felt unsafe"
3599985,116,"Maori activities experienced","Learnt about a new culture"
3600010,118,"Maori activities experienced","Learnt about a new culture"
3601419,108,"i-Sites","Only had local information"
3600010,121,"Maori activities experienced","Good quality/standard"
3599985,117,"Maori activities experienced","Informative"
3600218,100,"Accommodation","No air-conditioning/heating inadequate"
3600218,103,"Maori activities experienced","Did not live up to expectations"
3600010,120,"Maori activities experienced","Entertaining"
3600010,117,"Commercial transport","Another reason"
3601449,103,"Maori activities experienced","Informative"
3601449,104,"Maori activities experienced","Well organised"
3600010,119,"Maori activities experienced","Informative"
3602146,100,"Activities experienced","Too expensive"
3602146,103,"Customer service","Staff not friendly"
3602146,101,"Activities experienced","Did not live up to expectations"
3602146,104,"Customer service","Another reason"
3602146,98,"Food & beverage outlets","Poor food quality"
3600010,123,"Maori activities experienced","Well organised"
3602146,97,"Food & beverage outlets","Too expensive"
3600010,122,"Maori activities experienced","Good staff"
3601451,97,"Activities experienced","No reason"
3602146,102,"Maori activities experienced","No reason"
3600220,93,"Accommodation","No free internet"
3600220,96,"Maori activities experienced","Good quality/standard"
3600220,95,"Maori activities experienced","Entertaining"
3601451,96,"Food & beverage outlets","Not as good as you get overseas"
3601451,94,"Food & beverage outlets","Too expensive"
3600236,88,"Customer service","Another reason"
3602163,97,"Maori activities experienced","Informative"
3601451,99,"Maori activities experienced","Informative"
3600051,132,"Maori activities experienced","Learnt about a new culture"
3602163,98,"Maori activities experienced","Entertaining"
3602176,146,"Accommodation","Too expensive"
3602176,149,"Food & beverage outlets","Limited choices"
3602176,147,"Accommodation","No free internet"
3602146,99,"Food & beverage outlets","Supermarkets lack of variety"
3602176,150,"Food & beverage outlets","Not as good as you get overseas"
3600220,94,"Maori activities experienced","Learnt about a new culture"
3601451,95,"Food & beverage outlets","Limited choices"
3601451,98,"Maori activities experienced","Learnt about a new culture"
3602163,96,"Maori activities experienced","Learnt about a new culture"
3600236,87,"Accommodation","No free internet"
3600051,133,"Maori activities experienced","Informative"
3602176,148,"Food & beverage outlets","Too expensive"
3600250,85,"Food & beverage outlets","Too expensive"
3602179,93,"Maori activities experienced","Informative"
3601452,96,"Food & beverage outlets","Limited choices"
3602179,91,"Food & beverage outlets","Poor food quality"
3602179,92,"Maori activities experienced","Learnt about a new culture"
3601452,98,"Maori activities experienced","Learnt about a new culture"
3601452,101,"Maori activities experienced","Did not live up to expectations"
3602179,95,"Maori activities experienced","Good quality/standard"
3601452,99,"Maori activities experienced","Informative"
3601453,110,"Food & beverage outlets","Poor food quality"
3602179,96,"Maori activities experienced","Well organised"
3601453,113,"Maori activities experienced","Good quality/standard"
3600092,86,"Customer service","Another reason"
3601453,116,"Maori activities experienced","Well organised"
3601453,114,"Maori activities experienced","Good staff"
3600250,86,"NZ environment","Urban sprawl"
3600051,134,"Maori activities experienced","Good staff"
3601453,112,"Maori activities experienced","Informative"
3601453,115,"Maori activities experienced","Did not live up to expectations"
3600101,139,"Maori activities experienced","Entertaining"
3600101,141,"Maori activities experienced","Well organised"
3601452,97,"Food & beverage outlets","Supermarkets lack of variety"
3602179,94,"Maori activities experienced","Entertaining"
3601452,100,"Maori activities experienced","Entertaining"
3600092,85,"Food & beverage outlets","Too expensive"
3601453,111,"Maori activities experienced","Learnt about a new culture"
3600101,140,"Maori activities experienced","Good staff"
3602195,100,"Food & beverage outlets","Poor food quality"
3600101,137,"Commercial transport","No reason"
3600101,138,"Maori activities experienced","Learnt about a new culture"
3602195,99,"Food & beverage outlets","Limited choices"
3601467,103,"Commercial transport","No reason"
3602195,101,"Food & beverage outlets","Alcohol too expensive"
3602195,102,"Food & beverage outlets","Supermarkets lack of variety"
3601467,104,"Maori activities experienced","Learnt about a new culture"
3601467,102,"Accommodation","No free internet"
3601467,106,"Maori activities experienced","Entertaining"
3601467,105,"Maori activities experienced","Informative"
3602195,104,"Maori activities experienced","Good quality/standard"
3600194,91,"Maori activities experienced","Did not live up to expectations"
3601468,93,"Maori activities experienced","Entertaining"
3602195,103,"Maori activities experienced","Entertaining"
3602196,107,"Food & beverage outlets","Too expensive"
3600103,90,"Accommodation","Another reason"
3600103,91,"Food & beverage outlets","Too expensive"
3602196,108,"Food & beverage outlets","Limited choices"
3600334,113,"Accommodation","Poor customer service"
3601468,91,"Activities experienced","No reason"
3600334,115,"Maori activities experienced","Learnt about a new culture"
3600334,116,"Maori activities experienced","Entertaining"
3600334,117,"Maori activities experienced","Did not live up to expectations"
3602196,111,"Maori activities experienced","Learnt about a new culture"
3602196,109,"Food & beverage outlets","Not as good as you get overseas"
3601468,94,"Maori activities experienced","Good quality/standard"
3600194,90,"Maori activities experienced","Entertaining"
3602195,105,"Maori activities experienced","Well organised"
3601468,92,"Maori activities experienced","Learnt about a new culture"
3600334,114,"Accommodation","Poor value for money"
3602196,110,"Activities experienced","Too expensive"
3602196,113,"Customer service","Staff seemed rushed"
3600194,93,"Sense of safety","Crime/graffiti"
3600194,92,"Sense of safety","Poor driving standards, e.g. aggressive, speeding,"
3602196,112,"Maori activities experienced","Entertaining"
3601468,96,"Maori activities experienced","Another indifferent or poor aspect"
3601468,95,"Maori activities experienced","Good staff"
3602210,84,"Maori activities experienced","Learnt about a new culture"
3602210,87,"Maori activities experienced","Good quality/standard"
3600343,112,"Food & beverage outlets","Poor service"
3602210,89,"Maori activities experienced","Well organised"
3601484,100,"Customer service","Staff not knowledgeable"
3602210,85,"Maori activities experienced","Informative"
3602210,88,"Maori activities experienced","Good staff"
3600343,111,"Food & beverage outlets","Too expensive"
3601484,96,"Maori activities experienced","Entertaining"
3601484,99,"Customer service","Staff didn't care"
3600345,127,"Accommodation","Poor standard of cleanliness/dirty"
3600217,103,"Maori activities experienced","Entertaining"
3601484,98,"Maori activities experienced","Well organised"
3600217,101,"Maori activities experienced","Learnt about a new culture"
3600217,102,"Maori activities experienced","Informative"
3600217,104,"Maori activities experienced","Good staff"
3602213,109,"Maori activities experienced","Entertaining"
3602213,108,"Accommodation","Poor standard of cleanliness/dirty"
3601500,95,"Food & beverage outlets","Poor service"
3601500,96,"Food & beverage outlets","Supermarkets lack of variety"
3601500,99,"Maori activities experienced","Informative"
3601500,100,"Maori activities experienced","Good quality/standard"
3601500,97,"Commercial transport","Expensive"
3602210,86,"Maori activities experienced","Entertaining"
3600343,113,"Maori activities experienced","Informative"
3601484,97,"Maori activities experienced","Good quality/standard"
3601500,98,"Commercial transport","Another reason"
3600242,93,"Commercial transport","Rental car/company did not meet expectations"
3602243,86,"Commercial transport","No reason"
3600242,95,"Customer service","Another reason"
3601501,86,"Food & beverage outlets","No reason"
3601501,89,"Maori activities experienced","Informative"
3602244,102,"Food & beverage outlets","Too expensive"
3601501,91,"Maori activities experienced","Good staff"
3601501,92,"Maori activities experienced","Well organised"
3602244,104,"Food & beverage outlets","Supermarkets lack of variety"
3602244,105,"Commercial transport","Expensive"
3602244,107,"Maori activities experienced","Learnt about a new culture"
3600420,85,"Food & beverage outlets","Poor service"
3600242,94,"Commercial transport","Poor customer service"
3602243,87,"Maori activities experienced","Learnt about a new culture"
3601501,87,"Commercial transport","No reason"
3601501,88,"Maori activities experienced","Learnt about a new culture"
3601501,90,"Maori activities experienced","Entertaining"
3602244,103,"Food & beverage outlets","Poor food quality"
3602244,108,"Maori activities experienced","Informative"
3602244,106,"Commercial transport","Poor customer service"
3602244,111,"Customer service","Staff not friendly"
3600420,87,"Food & beverage outlets","Poor food quality"
3600420,89,"Sense of safety","Not sure"
3600420,86,"Food & beverage outlets","Limited choices"
3602244,110,"Maori activities experienced","Well organised"
3600420,88,"Food & beverage outlets","Alcohol too expensive"
3602246,106,"Maori activities experienced","Good quality/standard"
3602246,104,"Maori activities experienced","Learnt about a new culture"
3602246,103,"Accommodation","Generally poor standard"
3601502,102,"Maori activities experienced","Learnt about a new culture"
3600253,88,"Activities experienced","Have to cancel the activity due to weather/road  c"
3602244,109,"Maori activities experienced","Entertaining"
3602244,112,"NZ environment","No reason"
3602246,102,"Accommodation","No free internet"
3602246,105,"Maori activities experienced","Informative"
3600292,108,"Sense of safety","Poor road signage"
3600292,107,"Sense of safety","Poor driving standards, e.g. aggressive, speeding,"
3601502,103,"Maori activities experienced","Informative"
3600267,120,"Maori activities experienced","Not sure"
3602262,109,"Accommodation","No free internet"
3600292,105,"Accommodation","No free internet"
3600267,119,"Food & beverage outlets","Poor food quality"
3600292,106,"Accommodation","Poor value for money"
3602262,110,"Maori activities experienced","Well organised"
3600294,109,"Commercial transport","Another reason"
3602262,112,"Customer service","Another reason"
3602262,113,"i-Sites","Hard to find"
3600294,110,"i-Sites","Another reason"
3602263,85,"Maori activities experienced","No reason"
3600504,111,"Accommodation","Too expensive"
3602279,115,"Maori activities experienced","Informative"
3602262,111,"Customer service","Slow"
3602279,114,"Maori activities experienced","Learnt about a new culture"
3600504,112,"i-Sites","Hard to find"
3602279,113,"Accommodation","No reason"
3602279,116,"Maori activities experienced","Entertaining"
3600312,114,"Accommodation","Too expensive"
3600312,117,"Maori activities experienced","Did not live up to expectations"
3600312,115,"Accommodation","Noisy"
3600312,113,"Accommodation","Poor/old facilities"
3601503,103,"Activities experienced","Did not live up to expectations"
3601503,102,"Commercial transport","No reason"
3600337,90,"Customer service","No reason"
3600312,116,"Maori activities experienced","Learnt about a new culture"
3602310,115,"Commercial transport","Inconvenient public transportation"
3600534,86,"Accommodation","Poor/old facilities"
3602310,114,"Commercial transport","Poor customer service"
3600337,89,"Commercial transport","No reason"
3601518,103,"Commercial transport","Inconvenient public transportation"
3602310,113,"Commercial transport","Expensive"
3601518,104,"Commercial transport","Another reason"
3601518,109,"Customer service","Staff seemed rushed"
3600504,113,"i-Sites","Another reason"
3602310,112,"Food & beverage outlets","No reason"
3601503,104,"Maori activities experienced","Good quality/standard"
3601518,108,"Maori activities experienced","Well organised"
3601503,105,"Maori activities experienced","Did not live up to expectations"
3601518,106,"Maori activities experienced","Entertaining"
3601518,107,"Maori activities experienced","Good staff"
3602310,116,"Maori activities experienced","Learnt about a new culture"
3601518,111,"Customer service","Slow"
3601519,96,"Accommodation","No free internet"
3600563,82,"Food & beverage outlets","Too expensive"
3601519,98,"Maori activities experienced","Good quality/standard"
3600563,84,"Food & beverage outlets","Alcohol too expensive"
3601519,99,"Maori activities experienced","Well organised"
3601518,105,"Activities experienced","No reason"
3602310,117,"Maori activities experienced","Entertaining"
3600545,101,"Accommodation","Too expensive"
3600342,158,"Accommodation","Not sure"
3601518,112,"Customer service","Another reason"
3600563,85,"Customer service","Staff didn't care"
3601519,97,"Maori activities experienced","Learnt about a new culture"
3600385,99,"Maori activities experienced","Not very exciting/boring"
3602328,111,"Accommodation","Too expensive"
3601519,101,"i-Sites","Shut too early/short opening hours"
3601533,87,"Accommodation","No free internet"
3600385,97,"Maori activities experienced","Learnt about a new culture"
3601533,90,"Maori activities experienced","Learnt about a new culture"
3601533,89,"Activities experienced","No reason"
3602328,117,"Customer service","No reason"
3601533,92,"Maori activities experienced","Entertaining"
3601519,100,"i-Sites","Poor customer service"
3600385,100,"Maori activities experienced","Well organised"
3602328,116,"Maori activities experienced","Good quality/standard"
3601533,88,"Food & beverage outlets","No reason"
3601533,91,"Maori activities experienced","Informative"
3602328,113,"Accommodation","Poor standard of cleanliness/dirty"
3602328,114,"Food & beverage outlets","Supermarkets lack of variety"
3601519,95,"Accommodation","Too expensive"
3601518,110,"Customer service","Staff not knowledgeable"
3600385,96,"Commercial transport","Expensive"
3600563,83,"Food & beverage outlets","Poor service"
3600563,86,"Customer service","Staff not knowledgeable"
3600385,98,"Maori activities experienced","Informative"
3601533,86,"Accommodation","Poor/old facilities"
3602328,112,"Accommodation","Poor customer service"
3601533,93,"Maori activities experienced","Good quality/standard"
3601534,104,"Accommodation","Another reason"
3601534,110,"Customer service","Another reason"
3602328,115,"Commercial transport","Another reason"
3600387,85,"Commercial transport","Expensive"
3601534,107,"Food & beverage outlets","Supermarkets lack of variety"
3600394,108,"Accommodation","Not sure"
3600394,111,"Maori activities experienced","Entertaining"
3602330,102,"Customer service","Staff didn't care"
3601550,101,"Customer service","No reason"
3601534,105,"Food & beverage outlets","Too expensive"
3601535,94,"Maori activities experienced","Learnt about a new culture"
3601535,97,"i-Sites","No reason"
3600394,109,"Maori activities experienced","Learnt about a new culture"
3601534,108,"Maori activities experienced","Learnt about a new culture"
3602330,97,"Food & beverage outlets","Too expensive"
3601534,111,"i-Sites","No reason"
3602330,100,"Maori activities experienced","Learnt about a new culture"
3601534,106,"Food & beverage outlets","Poor food quality"
3601550,99,"Maori activities experienced","Good quality/standard"
3601535,95,"Maori activities experienced","Entertaining"
3602344,123,"Customer service","Staff not friendly"
3602330,96,"Accommodation","No free internet"
3602344,120,"Maori activities experienced","Informative"
3601550,98,"Accommodation","Too expensive"
3601534,109,"Maori activities experienced","Well organised"
3602330,99,"Food & beverage outlets","Poor food quality"
3600613,79,"Maori activities experienced","Good quality/standard"
3600394,112,"Maori activities experienced","Good quality/standard"
3601535,96,"Maori activities experienced","Well organised"
3602344,116,"Accommodation","No free internet"
3600394,110,"Maori activities experienced","Informative"
3602344,119,"Maori activities experienced","Learnt about a new culture"
3602344,122,"Maori activities experienced","Another indifferent or poor aspect"
3601567,95,"Maori activities experienced","Learnt about a new culture"
3602330,98,"Food & beverage outlets","Not as good as you get overseas"
3601550,100,"Maori activities experienced","Well organised"
3600394,113,"Maori activities experienced","Good staff"
3602330,101,"Customer service","Staff not friendly"
3602344,124,"Customer service","Another reason"
3600629,84,"NZ environment","Not sure"
3602344,121,"Maori activities experienced","Good staff"
3602344,118,"Activities experienced","Have to cancel the activity due to weather/road  c"
3600629,83,"Accommodation","Not sure"
3601567,96,"Maori activities experienced","Informative"
3601567,97,"Maori activities experienced","Entertaining"
3602344,117,"Commercial transport","No reason"
3601567,98,"Maori activities experienced","Poor quality/standard"
3602361,102,"Food & beverage outlets","No reason"
3601568,112,"Food & beverage outlets","Alcohol too expensive"
3601568,115,"Maori activities experienced","Entertaining"
3600663,188,"Maori activities experienced","Not very exciting/boring"
3601568,111,"Food & beverage outlets","Poor food quality"
3601568,114,"Maori activities experienced","Learnt about a new culture"
3600663,185,"Food & beverage outlets","Alcohol too expensive"
3601568,116,"Maori activities experienced","Good staff"
3600663,184,"Food & beverage outlets","Poor food quality"
3600663,187,"Maori activities experienced","Informative"
3601567,100,"Sense of safety","No reason"
3602361,104,"Maori activities experienced","Learnt about a new culture"
3600394,114,"Maori activities experienced","Well organised"
3601568,113,"Food & beverage outlets","Supermarkets lack of variety"
3600663,183,"Food & beverage outlets","Too expensive"
3600663,186,"Maori activities experienced","Learnt about a new culture"
3602361,103,"Commercial transport","Poor customer service"
3601567,99,"Customer service","No reason"
3600410,110,"Accommodation","Too expensive"
3600410,113,"Accommodation","Poor value for money"
3600410,111,"Accommodation","Poor customer service"
3600410,112,"Accommodation","No free internet"
3600410,114,"Maori activities experienced","Learnt about a new culture"
3602361,105,"Maori activities experienced","Informative"
3600410,116,"Maori activities experienced","Entertaining"
3600410,115,"Maori activities experienced","Informative"
3602361,106,"Maori activities experienced","Entertaining"
3600410,118,"Maori activities experienced","Good staff"
3600410,119,"Maori activities experienced","Well organised"
3602361,109,"NZ environment","No reason"
3600442,106,"Accommodation","Poor/old facilities"
3601570,94,"Maori activities experienced","Entertaining"
3601570,95,"Maori activities experienced","Did not live up to expectations"
3602361,108,"Maori activities experienced","Well organised"
3601570,93,"Food & beverage outlets","Supermarkets lack of variety"
3600442,107,"Accommodation","Too expensive"
3601570,96,"Customer service","Another reason"
3600442,109,"Accommodation","Poor standard of cleanliness/dirty"
3600442,112,"Accommodation","No air-conditioning/heating inadequate"
3600410,117,"Maori activities experienced","Good quality/standard"
3602361,107,"Maori activities experienced","Good quality/standard"
3600677,100,"Activities experienced","Not sure"
3600442,108,"Accommodation","Poor customer service"
3600442,111,"Accommodation","Generally poor standard"
3600442,110,"Accommodation","No free internet"
3602362,91,"Maori activities experienced","Learnt about a new culture"
3600460,96,"Food & beverage outlets","Limited choices"
3601584,108,"Maori activities experienced","Entertaining"
3600442,115,"Sense of safety","Poor driving standards, e.g. aggressive, speeding,"
3600442,113,"Accommodation","Poor value for money"
3601584,105,"Food & beverage outlets","Not as good as you get overseas"
3600720,162,"Accommodation","No free internet"
3600442,114,"Accommodation","Noisy"
3600460,97,"Food & beverage outlets","Supermarkets lack of variety"
3601584,103,"Accommodation","Poor value for money"
3601584,106,"Food & beverage outlets","Poor food quality"
3601584,109,"Maori activities experienced","Good quality/standard"
3600720,163,"Customer service","Staff didn't care"
3600460,95,"Food & beverage outlets","Too expensive"
3602362,92,"Maori activities experienced","Entertaining"
3600460,98,"Food & beverage outlets","Another reason"
3601584,104,"Food & beverage outlets","Limited choices"
3601584,107,"Maori activities experienced","Learnt about a new culture"
3600720,161,"Accommodation","Poor/old facilities"
3600478,82,"Commercial transport","The transport was delayed"
3602362,94,"Customer service","No reason"
3600478,83,"Customer service","Staff didn't care"
3600478,81,"Commercial transport","Rental car/company did not meet expectations"
3602362,95,"Sense of safety","No reason"
3602362,97,"NZ environment","More effort to preserve natural environment requir"
3602362,93,"Maori activities experienced","Well organised"
3602363,89,"Accommodation","Poor/old facilities"
3602362,96,"NZ environment","Weather"
3602363,90,"Accommodation","Poor standard of cleanliness/dirty"
3601584,110,"i-Sites","Poor customer service"
3601600,91,"Food & beverage outlets","Not as good as you get overseas"
3601600,92,"Maori activities experienced","Learnt about a new culture"
3602363,92,"Food & beverage outlets","Limited choices"
3601600,93,"Maori activities experienced","Entertaining"
3602363,95,"Maori activities experienced","Entertaining"
3602363,93,"Food & beverage outlets","Poor food quality"
3602363,91,"Accommodation","No free internet"
3602363,96,"Maori activities experienced","Did not live up to expectations"
3600777,96,"Food & beverage outlets","Limited choices"
3601603,104,"Accommodation","Too expensive"
3601603,103,"Accommodation","Poor/old facilities"
3601603,106,"Activities experienced","No reason"
3601603,109,"Maori activities experienced","Entertaining"
3602378,111,"Maori activities experienced","Entertaining"
3602378,110,"Maori activities experienced","Learnt about a new culture"
3601603,110,"Maori activities experienced","Did not live up to expectations"
3601603,107,"Maori activities experienced","Learnt about a new culture"
3600562,105,"Activities experienced","No reason"
3601600,94,"Maori activities experienced","Good quality/standard"
3602363,94,"Maori activities experienced","Learnt about a new culture"
3600777,97,"Food & beverage outlets","Supermarkets lack of variety"
3601603,105,"Food & beverage outlets","Poor food quality"
3601603,108,"Maori activities experienced","Informative"
3601603,111,"Customer service","No reason"
3600786,98,"Commercial transport","Not sure"
3602378,113,"Maori activities experienced","Good staff"
3602378,112,"Maori activities experienced","Good quality/standard"
3600786,95,"Accommodation","Poor/old facilities"
3600786,97,"Accommodation","Noisy"
3600786,96,"Accommodation","No free internet"
3602378,114,"Maori activities experienced","Well organised"
3602378,115,"Maori activities experienced","Another indifferent or poor aspect"
3601617,102,"Maori activities experienced","Good quality/standard"
3600562,108,"Maori activities experienced","Well organised"
3601618,98,"Accommodation","No free internet"
3601618,101,"Food & beverage outlets","Supermarkets lack of variety"
3601617,105,"Sense of safety","Felt unsafe"
3601617,101,"Maori activities experienced","Informative"
3600562,106,"Maori activities experienced","Informative"
3601618,99,"Food & beverage outlets","Too expensive"
3601618,102,"Maori activities experienced","Learnt about a new culture"
3601617,104,"Customer service","Staff not friendly"
3601618,105,"Maori activities experienced","Well organised"
3600811,92,"Food & beverage outlets","Alcohol too expensive"
3601617,103,"Maori activities experienced","Well organised"
3600562,107,"Maori activities experienced","Good staff"
3601618,100,"Food & beverage outlets","Limited choices"
3601618,103,"Maori activities experienced","Good quality/standard"
3600811,91,"Food & beverage outlets","Poor food quality"
3601618,104,"Maori activities experienced","Good staff"
3600811,90,"Food & beverage outlets","Too expensive"
3600811,93,"NZ environment","Weather"
3602394,94,"Food & beverage outlets","Limited choices"
3600569,104,"Food & beverage outlets","Too expensive"
3600569,106,"Food & beverage outlets","Supermarkets lack of variety"
3600569,107,"Sense of safety","Poor driving standards, e.g. aggressive, speeding,"
3602395,84,"Food & beverage outlets","Too expensive"
3600569,105,"Food & beverage outlets","Limited choices"
3602394,95,"Maori activities experienced","Good quality/standard"
3602395,85,"Food & beverage outlets","Poor food quality"
3601634,103,"Accommodation","No free internet"
3601634,105,"Food & beverage outlets","Poor food quality"
3601634,108,"Maori activities experienced","Entertaining"
3601634,106,"Food & beverage outlets","Alcohol too expensive"
3602395,86,"Commercial transport","The transport was delayed"
3601634,104,"Accommodation","Poor value for money"
3600818,87,"Maori activities experienced","Learnt about a new culture"
3601634,107,"Maori activities experienced","Informative"
3600818,89,"Customer service","Slow"
3600578,102,"Accommodation","Another reason"
3600818,88,"Maori activities experienced","Not very informative"
3601634,109,"Maori activities experienced","Well organised"
3602395,87,"Maori activities experienced","Entertaining"
3600578,103,"i-Sites","Another reason"
3602395,89,"NZ environment","Dull cities"
3601635,94,"Food & beverage outlets","Alcohol too expensive"
3602395,90,"NZ environment","More effort to preserve natural environment requir"
3601635,95,"Maori activities experienced","Learnt about a new culture"
3601635,96,"Maori activities experienced","Entertaining"
3600838,160,"Maori activities experienced","No reason"
3600852,82,"Activities experienced","Another reason"
3601634,110,"Customer service","Staff not friendly"
3602395,88,"Maori activities experienced","Good quality/standard"
3600621,175,"Food & beverage outlets","Limited choices"
3602396,89,"Maori activities experienced","Learnt about a new culture"
3600621,177,"Food & beverage outlets","Poor food quality"
3602396,90,"Maori activities experienced","Entertaining"
3600621,176,"Food & beverage outlets","Not as good as you get overseas"
3600852,83,"NZ environment","Dull cities"
3601636,95,"Maori activities experienced","Learnt about a new culture"
3601636,96,"Maori activities experienced","Entertaining"
3600621,178,"Commercial transport","Inconvenient public transportation"
3600626,83,"Commercial transport","Expensive"
3601636,97,"Maori activities experienced","Good quality/standard"
3602411,110,"Maori activities experienced","Good quality/standard"
3602411,109,"Maori activities experienced","Entertaining"
3601653,97,"Maori activities experienced","Learnt about a new culture"
3600879,124,"Maori activities experienced","Good quality/standard"
3602430,110,"Maori activities experienced","Entertaining"
3600879,127,"Maori activities experienced","Well organised"
3600879,122,"Maori activities experienced","Learnt about a new culture"
3600635,111,"Accommodation","Noisy"
3602430,111,"Maori activities experienced","Good quality/standard"
3600879,125,"Maori activities experienced","Good staff"
3602430,108,"Activities experienced","Too expensive"
3602397,115,"Food & beverage outlets","Limited choices"
3601636,98,"Maori activities experienced","Good staff"
3600635,110,"Accommodation","Poor value for money"
3602430,106,"Food & beverage outlets","Poor food quality"
3601653,98,"Maori activities experienced","Well organised"
3602430,109,"Maori activities experienced","Learnt about a new culture"
3602430,112,"Maori activities experienced","Good staff"
3602430,113,"NZ environment","Weather"
3600662,83,"Food & beverage outlets","Too expensive"
3601669,104,"Maori activities experienced","Learnt about a new culture"
3601636,99,"Maori activities experienced","Well organised"
3602411,108,"Maori activities experienced","Informative"
3601653,96,"Commercial transport","Inconvenient public transportation"
3600635,112,"i-Sites","Incorrect/misleading information given"
3600879,123,"Maori activities experienced","Entertaining"
3602430,107,"Food & beverage outlets","Alcohol too expensive"
3600879,126,"Maori activities experienced","Not very exciting/boring"
3602430,114,"NZ environment","Another reason"
3600662,84,"Food & beverage outlets","Supermarkets lack of variety"
3600669,91,"Maori activities experienced","Not very informative"
3601669,106,"Maori activities experienced","Good staff"
3601669,107,"Maori activities experienced","Well organised"
3600669,90,"Maori activities experienced","Good staff"
3602446,100,"Customer service","Staff not friendly"
3602446,101,"Sense of safety","No safety barriers"
3601669,105,"Maori activities experienced","Good quality/standard"
3600669,92,"Maori activities experienced","Well organised"
3602446,102,"Sense of safety","Another reason"
3602446,95,"Commercial transport","Another reason"
3602446,96,"Activities experienced","Too expensive"
3600671,94,"Commercial transport","No reason"
3602446,98,"Maori activities experienced","Good quality/standard"
3600888,131,"Maori activities experienced","Well organised"
3602446,99,"Maori activities experienced","Good staff"
3600671,93,"Accommodation","Another reason"
3602446,97,"Maori activities experienced","Learnt about a new culture"
3601687,116,"Customer service","No reason"
3601687,111,"Maori activities experienced","Learnt about a new culture"
3601687,112,"Maori activities experienced","Entertaining"
3601687,115,"Maori activities experienced","Another indifferent or poor aspect"
3601687,118,"Sense of safety","Poor road signage"
3601687,110,"Food & beverage outlets","Poor food quality"
3602479,100,"Customer service","Staff not knowledgeable"
3602479,101,"Customer service","Slow"
3601687,113,"Maori activities experienced","Good quality/standard"
3602480,92,"Activities experienced","No reason"
3602479,97,"Maori activities experienced","Entertaining"
3601700,107,"Maori activities experienced","Learnt about a new culture"
3602480,95,"Maori activities experienced","Good staff"
3601700,110,"Maori activities experienced","Well organised"
3600927,127,"Maori activities experienced","Learnt about a new culture"
3600927,129,"Maori activities experienced","Good quality/standard"
3602479,99,"Maori activities experienced","Another indifferent or poor aspect"
3602494,109,"Food & beverage outlets","Limited choices"
3602480,94,"Maori activities experienced","Entertaining"
3602494,112,"Maori activities experienced","Entertaining"
3601700,109,"Maori activities experienced","Good staff"
3602494,110,"Food & beverage outlets","Poor food quality"
3602479,98,"Maori activities experienced","Well organised"
3602494,108,"Food & beverage outlets","Too expensive"
