"SurveyResponseID","AnswerNumber","TechnologyType"
3611977,95,"Your own laptop or iPad/tablet"
3619003,94,"Your own laptop or iPad/tablet"
3611984,122,"Your own laptop or iPad/tablet"
3611977,93,"Smart phone"
3618273,154,"None of these"
3619012,158,"Wi-fi internet locations"
3619733,153,"Your own laptop or iPad/tablet"
3611993,116,"Wi-fi internet locations"
3618274,143,"Wi-fi internet locations"
3618274,144,"Your own laptop or iPad/tablet"
3619734,128,"Wi-fi internet locations"
3612002,117,"Other types of technology"
3619734,129,"Your own laptop or iPad/tablet"
3612002,116,"Wi-fi internet locations"
3619021,153,"Internet cafes"
3619021,154,"Wi-fi internet locations"
3619021,155,"Your own laptop or iPad/tablet"
3618289,115,"Your own laptop or iPad/tablet"
3619012,157,"Smart phone"
3611993,115,"Smart phone"
3619019,97,"Smart phone"
3618274,142,"Smart phone"
3618290,104,"Wi-fi internet locations"
3619735,125,"Wi-fi internet locations"
3618290,105,"Your own laptop or iPad/tablet"
3612007,96,"Your own laptop or iPad/tablet"
3619053,125,"Wi-fi internet locations"
3619053,126,"Your own laptop or iPad/tablet"
3619734,127,"Smart phone"
3619021,152,"Smart phone"
3618289,114,"Smart phone"
3619053,124,"Smart phone"
3612011,123,"Internet cafes"
3612011,124,"Wi-fi internet locations"
3618305,127,"Wi-fi internet locations"
3618305,128,"Your own laptop or iPad/tablet"
3619055,98,"Your own laptop or iPad/tablet"
3619060,103,"Wi-fi internet locations"
3619752,146,"Wi-fi internet locations"
3618321,142,"Wi-fi internet locations"
3619752,147,"Your own laptop or iPad/tablet"
3618321,143,"Your own laptop or iPad/tablet"
3619060,104,"Your own laptop or iPad/tablet"
3619753,140,"Wi-fi internet locations"
3619753,141,"Your own laptop or iPad/tablet"
3618305,126,"Smart phone"
3619055,97,"Smart phone"
3618321,141,"Smart phone"
3619752,145,"Smart phone"
3619060,102,"Smart phone"
3612025,102,"Smart phone"
3612027,116,"Wi-fi internet locations"
3618322,99,"Wi-fi internet locations"
3619767,175,"Wi-fi internet locations"
3619767,176,"Your own laptop or iPad/tablet"
3612034,136,"Your own laptop or iPad/tablet"
3619784,114,"Your own laptop or iPad/tablet"
3618322,98,"Smart phone"
3612027,115,"Smart phone"
3619767,174,"Smart phone"
3619078,97,"None of these"
3618338,107,"Smart phone"
3619103,93,"Smart phone"
3618338,110,"Other types of technology"
3612041,96,"Smart phone"
3612043,108,"Smart phone"
3619119,124,"Smart phone"
3619802,133,"Smart phone"
3618338,108,"Wi-fi internet locations"
3618338,109,"Your own laptop or iPad/tablet"
3612041,97,"Internet cafes"
3612041,98,"Wi-fi internet locations"
3612041,99,"Your own laptop or iPad/tablet"
3619112,116,"Wi-fi internet locations"
3618354,174,"Smart phone"
3612061,93,"Smart phone"
3612066,99,"Smart phone"
3619130,118,"Smart phone"
3619119,125,"Wi-fi internet locations"
3619802,134,"Your own laptop or iPad/tablet"
3618354,175,"Wi-fi internet locations"
3612068,104,"Other types of technology"
3618354,176,"Your own laptop or iPad/tablet"
3612061,94,"Wi-fi internet locations"
3612061,95,"Your own laptop or iPad/tablet"
3618356,121,"Smart phone"
3619834,114,"Smart phone"
3612075,97,"None of these"
3619130,119,"Wi-fi internet locations"
3619130,120,"Your own laptop or iPad/tablet"
3618356,122,"Wi-fi internet locations"
3618356,123,"Your own laptop or iPad/tablet"
3618357,152,"Wi-fi internet locations"
3618357,153,"Your own laptop or iPad/tablet"
3618357,151,"Smart phone"
3619137,158,"Smart phone"
3619836,120,"Your own laptop or iPad/tablet"
3612086,126,"Internet cafes"
3612086,127,"Wi-fi internet locations"
3618371,146,"Wi-fi internet locations"
3612086,128,"Your own laptop or iPad/tablet"
3618371,147,"Your own laptop or iPad/tablet"
3618371,145,"Smart phone"
3619144,134,"Smart phone"
3619139,143,"Your own laptop or iPad/tablet"
3618373,168,"Internet cafes"
3618373,169,"Wi-fi internet locations"
3618373,170,"Your own laptop or iPad/tablet"
3619144,135,"Wi-fi internet locations"
3619144,136,"Your own laptop or iPad/tablet"
3612109,119,"Internet cafes"
3612111,120,"Smart phone"
3619870,113,"Smart phone"
3618374,122,"Smart phone"
3612116,130,"Smart phone"
3612109,120,"Wi-fi internet locations"
3612111,121,"Wi-fi internet locations"
3618374,123,"Wi-fi internet locations"
3619870,114,"Wi-fi internet locations"
3618374,124,"Your own laptop or iPad/tablet"
3619870,115,"Your own laptop or iPad/tablet"
3612116,131,"Wi-fi internet locations"
3612116,132,"Your own laptop or iPad/tablet"
3618404,95,"Your own laptop or iPad/tablet"
3619164,137,"Wi-fi internet locations"
3619164,138,"Your own laptop or iPad/tablet"
3619883,150,"Wi-fi internet locations"
3618405,98,"Wi-fi internet locations"
3619883,151,"Other types of technology"
3619171,124,"Wi-fi internet locations"
3619171,125,"Your own laptop or iPad/tablet"
3617173,122,"Your own laptop or iPad/tablet"
3619884,115,"Wi-fi internet locations"
3619884,116,"Your own laptop or iPad/tablet"
3618405,99,"Your own laptop or iPad/tablet"
3619178,132,"Other types of technology"
3619883,149,"Smart phone"
3619884,114,"Smart phone"
3619178,129,"Internet cafes"
3619178,130,"Wi-fi internet locations"
3619178,131,"Your own laptop or iPad/tablet"
3619178,128,"Smart phone"
3618407,99,"None of these"
3617191,169,"Internet cafes"
3617191,170,"Wi-fi internet locations"
3617191,171,"Your own laptop or iPad/tablet"
3618423,112,"Smart phone"
3617200,94,"Smart phone"
3618423,113,"Wi-fi internet locations"
3618423,114,"Your own laptop or iPad/tablet"
3617200,95,"Your own laptop or iPad/tablet"
3619187,124,"Wi-fi internet locations"
3619187,125,"Your own laptop or iPad/tablet"
3618440,99,"Your own laptop or iPad/tablet"
3617207,148,"Wi-fi internet locations"
3617207,147,"Smart phone"
3619203,116,"Smart phone"
3618455,101,"Wi-fi internet locations"
3618455,102,"Your own laptop or iPad/tablet"
3617207,149,"Your own laptop or iPad/tablet"
3617207,150,"Gaming console with Wi-fi capacity"
3619203,117,"Wi-fi internet locations"
3619203,118,"Your own laptop or iPad/tablet"
3617214,118,"Smart phone"
3619214,118,"Smart phone"
3618471,111,"Smart phone"
3617216,98,"Smart phone"
3617214,119,"Wi-fi internet locations"
3617214,120,"Your own laptop or iPad/tablet"
3618471,112,"Internet cafes"
3619214,119,"Wi-fi internet locations"
3618471,113,"Wi-fi internet locations"
3618471,114,"Your own laptop or iPad/tablet"
3618488,101,"Smart phone"
3619221,155,"Smart phone"
3618489,126,"Smart phone"
3619228,129,"Smart phone"
3618488,102,"Wi-fi internet locations"
3619221,156,"Your own laptop or iPad/tablet"
3617232,142,"Wi-fi internet locations"
3618489,127,"Wi-fi internet locations"
3619228,130,"Wi-fi internet locations"
3617248,126,"Your own laptop or iPad/tablet"
3618490,138,"Wi-fi internet locations"
3619239,122,"Wi-fi internet locations"
3618504,95,"Your own laptop or iPad/tablet"
3617255,131,"Wi-fi internet locations"
3617255,132,"Your own laptop or iPad/tablet"
3617266,136,"Internet cafes"
3618490,137,"Smart phone"
3619239,121,"Smart phone"
3618504,94,"Smart phone"
3617255,130,"Smart phone"
3618505,97,"Smart phone"
3619253,142,"Smart phone"
3617266,137,"Wi-fi internet locations"
3618507,117,"Wi-fi internet locations"
3618507,118,"Your own laptop or iPad/tablet"
3619255,153,"Wi-fi internet locations"
3619255,154,"Your own laptop or iPad/tablet"
3617291,141,"Wi-fi internet locations"
3617266,135,"Smart phone"
3618507,116,"Smart phone"
3619269,137,"Wi-fi internet locations"
3619269,138,"Your own laptop or iPad/tablet"
3618523,109,"Wi-fi internet locations"
3619271,104,"Your own laptop or iPad/tablet"
3617305,132,"Internet cafes"
3617305,133,"Wi-fi internet locations"
3618508,96,"Smart phone"
3618522,102,"None of these"
3619269,136,"Smart phone"
3619271,103,"Smart phone"
3618524,134,"Wi-fi internet locations"
3619278,98,"Wi-fi internet locations"
3618538,138,"Wi-fi internet locations"
3618538,139,"Your own laptop or iPad/tablet"
3617314,113,"Wi-fi internet locations"
3617314,114,"Your own laptop or iPad/tablet"
3617305,131,"Smart phone"
3618524,133,"Smart phone"
3617314,112,"Smart phone"
3619280,92,"Smart phone"
3619280,93,"Your own laptop or iPad/tablet"
3619289,130,"Your own laptop or iPad/tablet"
3617330,94,"Wi-fi internet locations"
3618541,106,"Wi-fi internet locations"
3618541,107,"Your own laptop or iPad/tablet"
3619294,136,"Wi-fi internet locations"
3618541,105,"Smart phone"
3619294,135,"Smart phone"
3617334,166,"Smart phone"
3618556,112,"Smart phone"
3618555,107,"Your own laptop or iPad/tablet"
3619294,137,"Your own laptop or iPad/tablet"
3618556,113,"Wi-fi internet locations"
3618558,121,"Your own laptop or iPad/tablet"
3618558,120,"Smart phone"
3617341,155,"Smart phone"
3617341,156,"Internet cafes"
3617341,157,"Wi-fi internet locations"
3619319,149,"Smart phone"
3619321,121,"Smart phone"
3618571,119,"Wi-fi internet locations"
3617341,158,"Your own laptop or iPad/tablet"
3618571,120,"Your own laptop or iPad/tablet"
3619319,150,"Wi-fi internet locations"
3619319,151,"Your own laptop or iPad/tablet"
3619321,122,"Wi-fi internet locations"
3618589,115,"Your own laptop or iPad/tablet"
3618589,114,"Smart phone"
3619330,133,"Smart phone"
3619321,123,"Your own laptop or iPad/tablet"
3618590,148,"Wi-fi internet locations"
3618590,149,"Your own laptop or iPad/tablet"
3617382,165,"Internet cafes"
3617382,166,"Wi-fi internet locations"
3617382,167,"Your own laptop or iPad/tablet"
3618605,109,"Smart phone"
3617389,97,"Smart phone"
3619330,134,"Wi-fi internet locations"
3619330,135,"Your own laptop or iPad/tablet"
3618605,110,"Your own laptop or iPad/tablet"
3617384,141,"Your own laptop or iPad/tablet"
3617389,98,"Internet cafes"
3617389,99,"Wi-fi internet locations"
3618608,104,"Wi-fi internet locations"
3617398,92,"Smart phone"
3617409,145,"None of these"
3619355,107,"Smart phone"
3617414,145,"Smart phone"
3618608,105,"Your own laptop or iPad/tablet"
3619337,130,"Internet cafes"
3619337,131,"Wi-fi internet locations"
3619337,132,"Gaming console with Wi-fi capacity"
3617398,93,"Wi-fi internet locations"
3618623,165,"Wi-fi internet locations"
3618639,118,"Smart phone"
3618640,107,"Smart phone"
3617414,146,"Internet cafes"
3617414,147,"Wi-fi internet locations"
3618639,119,"Wi-fi internet locations"
3618639,120,"Your own laptop or iPad/tablet"
3619355,108,"Wi-fi internet locations"
3618640,108,"Your own laptop or iPad/tablet"
3617416,167,"Smart phone"
3618656,134,"Smart phone"
3617416,168,"Your own laptop or iPad/tablet"
3619369,99,"Wi-fi internet locations"
3619369,100,"Your own laptop or iPad/tablet"
3618658,143,"Wi-fi internet locations"
3618658,144,"Your own laptop or iPad/tablet"
3619380,111,"Wi-fi internet locations"
3619380,110,"Smart phone"
3618674,126,"Smart phone"
3619387,163,"Smart phone"
3619396,92,"Smart phone"
3618673,98,"Your own laptop or iPad/tablet"
3618674,127,"Wi-fi internet locations"
3619387,164,"Wi-fi internet locations"
3619396,93,"Wi-fi internet locations"
3619396,94,"Your own laptop or iPad/tablet"
3619398,122,"Wi-fi internet locations"
3618723,106,"Wi-fi internet locations"
3618723,107,"Your own laptop or iPad/tablet"
3619398,123,"Your own laptop or iPad/tablet"
3619405,124,"Wi-fi internet locations"
3619405,125,"Your own laptop or iPad/tablet"
3617625,112,"Wi-fi internet locations"
3618723,105,"Smart phone"
3619405,123,"Smart phone"
3618739,177,"Your own laptop or iPad/tablet"
3618739,176,"Smart phone"
3617691,154,"Smart phone"
3618739,178,"Gaming console with Wi-fi capacity"
3617691,155,"Internet cafes"
3617691,156,"Wi-fi internet locations"
3619439,139,"Your own laptop or iPad/tablet"
3618757,132,"Your own laptop or iPad/tablet"
3618758,103,"Wi-fi internet locations"
3618758,104,"Your own laptop or iPad/tablet"
3618757,131,"Smart phone"
3618758,102,"Smart phone"
3617725,134,"Smart phone"
3618773,127,"Smart phone"
3619453,142,"Wi-fi internet locations"
3617725,135,"Wi-fi internet locations"
3617725,136,"Your own laptop or iPad/tablet"
3618773,128,"Wi-fi internet locations"
3618773,129,"Your own laptop or iPad/tablet"
3618774,98,"Your own laptop or iPad/tablet"
3619462,99,"None of these"
3619464,101,"Smart phone"
3617802,103,"Smart phone"
3619464,102,"Wi-fi internet locations"
3617725,137,"Other types of technology"
3619480,133,"Your own laptop or iPad/tablet"
3617802,104,"Wi-fi internet locations"
3617802,105,"Your own laptop or iPad/tablet"
3618805,173,"Wi-fi internet locations"
3618805,174,"Your own laptop or iPad/tablet"
3618805,172,"Smart phone"
3619503,118,"Smart phone"
3618806,139,"Wi-fi internet locations"
3618806,140,"Your own laptop or iPad/tablet"
3619503,119,"Your own laptop or iPad/tablet"
3618808,132,"Wi-fi internet locations"
3619521,147,"Your own laptop or iPad/tablet"
3617891,166,"Your own laptop or iPad/tablet"
3618807,120,"None of these"
3619521,146,"Smart phone"
3617891,165,"Smart phone"
3618824,134,"Internet cafes"
3618824,135,"Your own laptop or iPad/tablet"
3618825,138,"Wi-fi internet locations"
3618825,139,"Your own laptop or iPad/tablet"
3619539,111,"Wi-fi internet locations"
3619546,121,"Your own laptop or iPad/tablet"
3619528,148,"Smart phone"
3619539,110,"Smart phone"
3619546,120,"Smart phone"
3618841,133,"Smart phone"
3619553,131,"Internet cafes"
3618841,134,"Wi-fi internet locations"
3619553,132,"Wi-fi internet locations"
3619555,107,"Wi-fi internet locations"
3618842,170,"Internet cafes"
3618842,171,"Wi-fi internet locations"
3618842,172,"Your own laptop or iPad/tablet"
3619553,130,"Smart phone"
3618856,120,"Smart phone"
3619564,149,"Other types of technology"
3617991,104,"Wi-fi internet locations"
3617991,105,"Your own laptop or iPad/tablet"
3617991,103,"Smart phone"
3619564,146,"Smart phone"
3618856,121,"Wi-fi internet locations"
3618856,122,"Your own laptop or iPad/tablet"
3618002,121,"Smart phone"
3618857,111,"Smart phone"
3619564,147,"Wi-fi internet locations"
3619564,148,"Your own laptop or iPad/tablet"
3618002,122,"Wi-fi internet locations"
3618857,112,"Wi-fi internet locations"
3619573,142,"Wi-fi internet locations"
3619573,143,"Your own laptop or iPad/tablet"
3618872,127,"Wi-fi internet locations"
3618872,126,"Smart phone"
3619578,142,"Smart phone"
3618041,169,"Smart phone"
3618892,126,"Smart phone"
3618872,128,"Your own laptop or iPad/tablet"
3619578,143,"Your own laptop or iPad/tablet"
3619580,119,"Internet cafes"
3618041,170,"Wi-fi internet locations"
3618892,127,"Wi-fi internet locations"
3618041,171,"Your own laptop or iPad/tablet"
3618043,123,"None of these"
3618050,104,"Smart phone"
3618052,128,"Smart phone"
3618892,128,"Your own laptop or iPad/tablet"
3619580,120,"Wi-fi internet locations"
3619580,121,"Your own laptop or iPad/tablet"
3618050,105,"Wi-fi internet locations"
3618050,106,"Your own laptop or iPad/tablet"
3618052,129,"Wi-fi internet locations"
3618907,130,"Smart phone"
3618057,136,"Smart phone"
3618057,137,"Wi-fi internet locations"
3618057,138,"Your own laptop or iPad/tablet"
3618907,131,"Internet cafes"
3618907,132,"Wi-fi internet locations"
3618907,133,"Your own laptop or iPad/tablet"
3619596,124,"Wi-fi internet locations"
3619596,123,"Smart phone"
3618908,106,"Smart phone"
3618059,138,"Smart phone"
3618923,109,"Smart phone"
3619596,125,"Your own laptop or iPad/tablet"
3618908,107,"Wi-fi internet locations"
3619603,130,"Wi-fi internet locations"
3619603,131,"Your own laptop or iPad/tablet"
3618923,110,"Wi-fi internet locations"
3618923,111,"Your own laptop or iPad/tablet"
3618924,231,"Smart phone"
3619621,145,"Smart phone"
3618068,108,"Wi-fi internet locations"
3619621,149,"Other types of technology"
3618068,109,"Your own laptop or iPad/tablet"
3618075,133,"Smart phone"
3618925,182,"Smart phone"
3618924,232,"Wi-fi internet locations"
3618924,233,"Your own laptop or iPad/tablet"
3619621,146,"Internet cafes"
3619621,147,"Wi-fi internet locations"
3619621,148,"Your own laptop or iPad/tablet"
3618075,134,"Wi-fi internet locations"
3618075,135,"Your own laptop or iPad/tablet"
3618925,183,"Internet cafes"
3618925,184,"Wi-fi internet locations"
3618925,185,"Your own laptop or iPad/tablet"
3619623,162,"Wi-fi internet locations"
3619623,164,"Other types of technology"
3619623,163,"Your own laptop or iPad/tablet"
3618941,141,"Internet cafes"
3618086,93,"Wi-fi internet locations"
3618941,142,"Wi-fi internet locations"
3619630,101,"Your own laptop or iPad/tablet"
3618100,112,"Wi-fi internet locations"
3618940,149,"Smart phone"
3619623,161,"Smart phone"
3618086,92,"Smart phone"
3618941,140,"Smart phone"
3618956,91,"Smart phone"
3618100,111,"Smart phone"
3619632,134,"Internet cafes"
3618956,92,"Your own laptop or iPad/tablet"
3619632,135,"Wi-fi internet locations"
3619632,136,"Your own laptop or iPad/tablet"
3618957,119,"Your own laptop or iPad/tablet"
3618109,134,"Wi-fi internet locations"
3618109,135,"Your own laptop or iPad/tablet"
3619648,122,"Wi-fi internet locations"
3618959,98,"Your own laptop or iPad/tablet"
3618118,111,"Wi-fi internet locations"
3618118,112,"Your own laptop or iPad/tablet"
3618975,128,"Wi-fi internet locations"
3618975,129,"Your own laptop or iPad/tablet"
3618127,129,"Wi-fi internet locations"
3619632,133,"Smart phone"
3618957,118,"Smart phone"
3618109,133,"Smart phone"
3619648,121,"Smart phone"
3618118,110,"Smart phone"
3618975,127,"Smart phone"
3618127,128,"Smart phone"
3619673,105,"Smart phone"
3618989,120,"Smart phone"
3618136,110,"Smart phone"
3619673,106,"Wi-fi internet locations"
3618989,121,"Wi-fi internet locations"
3618136,111,"Wi-fi internet locations"
3619678,135,"Wi-fi internet locations"
3619678,134,"Smart phone"
3618143,157,"Smart phone"
3619678,136,"Your own laptop or iPad/tablet"
