"SurveyResponseID","AnswerNumber","TechnologyType"
3592391,156,"Smart phone"
3593220,124,"Your own mobile phone with a sim card purchased in New Zealand"
3592295,139,"Smart phone"
3593084,109,"A mobile phone purchased in New Zealand"
3593084,110,"Internet cafes"
3592394,181,"Wi-fi internet locations"
3593237,128,"Wi-fi internet locations"
3592306,123,"Your own laptop or iPad/tablet"
3593098,122,"Internet cafes"
3593235,132,"Your own mobile phone set to global roaming"
3592425,102,"Wi-fi internet locations"
3593098,121,"Blackberry, iPhone or another smart phone"
3593098,123,"Wi-fi internet locations"
3592394,180,"Smart phone"
3593235,131,"Your own mobile phone with a sim card purchased in New Zealand"
3593252,95,"Blackberry, iPhone or another smart phone"
3593098,124,"Your own laptop or iPad/tablet"
3592425,103,"Your own laptop or iPad/tablet"
3593252,96,"Wi-fi internet locations"
3593252,97,"Your own laptop or iPad/tablet"
3593253,111,"Wi-fi internet locations"
3592426,146,"Wi-fi internet locations"
3593253,112,"Your own laptop or iPad/tablet"
3593235,133,"A mobile phone purchased in New Zealand"
3592306,122,"Smart phone"
3593253,110,"Your own mobile phone with a sim card purchased in New Zealand"
3592426,147,"Your own laptop or iPad/tablet"
3593253,113,"Gaming console with Wi-fi capacity"
3593107,126,"Your own laptop or iPad/tablet"
3593254,108,"Wi-fi internet locations"
3592427,94,"Your own laptop or iPad/tablet"
3593109,122,"Wi-fi internet locations"
3593107,124,"Your own mobile phone set to global roaming"
3592426,145,"Smart phone"
3592320,96,"Smart phone"
3593109,123,"Your own laptop or iPad/tablet"
3592322,105,"Wi-fi internet locations"
3593255,137,"Wi-fi internet locations"
3592428,141,"Wi-fi internet locations"
3592322,104,"Smart phone"
3592428,140,"Smart phone"
3593270,100,"Your own laptop or iPad/tablet"
3592426,148,"Other types of technology"
3592442,106,"Wi-fi internet locations"
3592345,115,"Wi-fi internet locations"
3592345,116,"Your own laptop or iPad/tablet"
3592442,107,"Your own laptop or iPad/tablet"
3593132,123,"Wi-fi internet locations"
3593272,127,"Wi-fi internet locations"
3592442,105,"Smart phone"
3592347,109,"Smart phone"
3593134,111,"Your own mobile phone with a sim card purchased in New Zealand"
3593132,124,"Your own laptop or iPad/tablet"
3592347,110,"Wi-fi internet locations"
3592347,111,"Your own laptop or iPad/tablet"
3593286,119,"Wi-fi internet locations"
3593107,125,"Blackberry, iPhone or another smart phone"
3592444,128,"Internet cafes"
3592444,129,"Wi-fi internet locations"
3593254,107,"Your own mobile phone set to global roaming"
3592444,130,"Your own laptop or iPad/tablet"
3593148,129,"Wi-fi internet locations"
3593287,153,"Internet cafes"
3592354,158,"Wi-fi internet locations"
3592354,159,"Your own laptop or iPad/tablet"
3592356,163,"Your own laptop or iPad/tablet"
3592444,127,"Smart phone"
3592354,157,"Smart phone"
3593289,136,"Your own mobile phone with a sim card purchased in New Zealand"
3593164,126,"Your own mobile phone with a sim card purchased in New Zealand"
3592365,117,"Smart phone"
3593302,102,"Your own mobile phone with a sim card purchased in New Zealand"
3593289,137,"Wi-fi internet locations"
3593164,127,"Wi-fi internet locations"
3593164,128,"Your own laptop or iPad/tablet"
3593109,121,"Your own mobile phone set to global roaming"
3593302,104,"Internet cafes"
3593302,105,"Wi-fi internet locations"
3593255,136,"Your own mobile phone set to global roaming"
3593302,106,"Your own laptop or iPad/tablet"
3593270,99,"Blackberry, iPhone or another smart phone"
3593175,130,"Wi-fi internet locations"
3593175,131,"Your own laptop or iPad/tablet"
3592478,130,"Your own laptop or iPad/tablet"
3593303,135,"Internet cafes"
3593303,134,"A mobile phone purchased in New Zealand"
3593132,122,"Your own mobile phone set to global roaming"
3593182,125,"Wi-fi internet locations"
3593184,117,"Wi-fi internet locations"
3593287,152,"Your own mobile phone set to global roaming"
3593302,103,"Blackberry, iPhone or another smart phone"
3593303,133,"Your own mobile phone set to global roaming"
3593182,124,"Blackberry, iPhone or another smart phone"
3593184,116,"Your own mobile phone set to global roaming"
3592491,111,"Blackberry, iPhone or another smart phone"
3592491,112,"Other types of technology"
3593304,115,"Internet cafes"
3593304,116,"Wi-fi internet locations"
3592381,93,"None of these"
3593304,117,"Your own laptop or iPad/tablet"
3593304,114,"Your own mobile phone set to global roaming"
3593189,129,"Your own mobile phone with a sim card purchased in New Zealand"
3592508,129,"Wi-fi internet locations"
3593189,131,"Your own laptop or iPad/tablet"
3592388,129,"Smart phone"
3592390,116,"Smart phone"
3592388,130,"Wi-fi internet locations"
3593189,130,"Your own mobile phone set to global roaming"
3593338,138,"Your own laptop or iPad/tablet"
3593339,100,"Internet cafes"
3593339,101,"Wi-fi internet locations"
3592390,117,"Wi-fi internet locations"
3593339,102,"Your own laptop or iPad/tablet"
3593191,152,"Your own laptop or iPad/tablet"
3592527,101,"Your own mobile phone set to global roaming"
3593198,122,"Your own mobile phone with a sim card purchased in New Zealand"
3592527,100,"Your own mobile phone with a sim card purchased in New Zealand"
3592397,118,"Smart phone"
3592542,126,"Your own mobile phone with a sim card purchased in New Zealand"
3593198,123,"Wi-fi internet locations"
3593369,131,"Your own mobile phone with a sim card purchased in New Zealand"
3592397,119,"Your own laptop or iPad/tablet"
3592542,128,"Wi-fi internet locations"
3592542,129,"Your own laptop or iPad/tablet"
3593214,135,"Your own mobile phone with a sim card purchased in New Zealand"
3593369,133,"Your own laptop or iPad/tablet"
3593214,137,"Wi-fi internet locations"
3593353,130,"Your own mobile phone set to global roaming"
3592544,126,"Wi-fi internet locations"
3592542,127,"Your own mobile phone set to global roaming"
3593216,158,"Internet cafes"
3593216,159,"Wi-fi internet locations"
3593369,132,"Your own mobile phone set to global roaming"
3593214,136,"Blackberry, iPhone or another smart phone"
3592415,155,"Smart phone"
3593234,114,"Your own mobile phone with a sim card purchased in New Zealand"
3593216,160,"Your own laptop or iPad/tablet"
3593372,146,"Wi-fi internet locations"
3592415,156,"Your own laptop or iPad/tablet"
3592562,130,"Wi-fi internet locations"
3593216,156,"Your own mobile phone set to global roaming"
3593216,157,"Blackberry, iPhone or another smart phone"
3593372,144,"Your own mobile phone set to global roaming"
3593372,145,"Blackberry, iPhone or another smart phone"
3592562,129,"Blackberry, iPhone or another smart phone"
3593234,115,"Your own mobile phone set to global roaming"
3593234,116,"Blackberry, iPhone or another smart phone"
3593234,117,"Internet cafes"
3593386,106,"Your own mobile phone set to global roaming"
3593234,118,"Wi-fi internet locations"
3592592,119,"Blackberry, iPhone or another smart phone"
3592420,123,"Wi-fi internet locations"
3593250,121,"Your own mobile phone set to global roaming"
3592420,122,"Smart phone"
3593387,139,"None of these"
3593250,122,"Blackberry, iPhone or another smart phone"
3592420,124,"Your own laptop or iPad/tablet"
3592592,120,"Wi-fi internet locations"
3592592,121,"Your own laptop or iPad/tablet"
3593250,123,"Wi-fi internet locations"
3593250,124,"Your own laptop or iPad/tablet"
3593389,125,"Wi-fi internet locations"
3592593,133,"Internet cafes"
3592424,135,"Smart phone"
3593389,124,"A mobile phone purchased in New Zealand"
3593257,129,"A mobile phone purchased in New Zealand"
3592593,134,"Wi-fi internet locations"
3593257,130,"Your own laptop or iPad/tablet"
3592429,122,"Wi-fi internet locations"
3593264,112,"Your own laptop or iPad/tablet"
3593268,125,"Wi-fi internet locations"
3592592,122,"Other types of technology"
3593268,126,"Your own laptop or iPad/tablet"
3593389,123,"Your own mobile phone set to global roaming"
3592438,109,"Wi-fi internet locations"
3592438,110,"Your own laptop or iPad/tablet"
3592593,132,"Blackberry, iPhone or another smart phone"
3592611,128,"Wi-fi internet locations"
3592611,129,"Your own laptop or iPad/tablet"
3593405,124,"Wi-fi internet locations"
3592429,121,"Smart phone"
3593402,130,"None of these"
3593405,125,"Your own laptop or iPad/tablet"
3593257,128,"Your own mobile phone set to global roaming"
3593264,110,"Your own mobile phone set to global roaming"
3592611,127,"Your own mobile phone set to global roaming"
3593405,122,"Your own mobile phone set to global roaming"
3593405,123,"Blackberry, iPhone or another smart phone"
3592625,116,"Blackberry, iPhone or another smart phone"
3593264,111,"A mobile phone purchased in New Zealand"
3593282,125,"Blackberry, iPhone or another smart phone"
3593406,122,"Your own mobile phone set to global roaming"
3592625,117,"Wi-fi internet locations"
3592625,118,"Your own laptop or iPad/tablet"
3593406,124,"Wi-fi internet locations"
3593406,125,"Your own laptop or iPad/tablet"
3592627,122,"Wi-fi internet locations"
3592438,108,"Smart phone"
3593268,124,"Your own mobile phone with a sim card purchased in New Zealand"
3592463,122,"Wi-fi internet locations"
3593406,123,"Blackberry, iPhone or another smart phone"
3592463,123,"Your own laptop or iPad/tablet"
3592463,124,"Gaming console with Wi-fi capacity"
3592642,134,"Wi-fi internet locations"
3592642,135,"Your own laptop or iPad/tablet"
3592472,126,"Wi-fi internet locations"
3592463,121,"Your own mobile phone set to global roaming"
3592643,111,"Wi-fi internet locations"
3593406,121,"Your own mobile phone with a sim card purchased in New Zealand"
3593300,142,"Your own mobile phone with a sim card purchased in New Zealand"
3593291,120,"Your own mobile phone set to global roaming"
3593291,121,"Blackberry, iPhone or another smart phone"
3593421,118,"Your own mobile phone set to global roaming"
3592642,133,"Your own mobile phone set to global roaming"
3593300,143,"Your own mobile phone set to global roaming"
3593300,144,"Blackberry, iPhone or another smart phone"
3593300,145,"Wi-fi internet locations"
3593300,146,"Your own laptop or iPad/tablet"
3592644,134,"Wi-fi internet locations"
3593438,125,"Wi-fi internet locations"
3592474,113,"Your own mobile phone with a sim card purchased in New Zealand"
3593438,126,"Your own laptop or iPad/tablet"
3593439,135,"Your own mobile phone with a sim card purchased in New Zealand"
3593307,133,"Wi-fi internet locations"
3592479,130,"Wi-fi internet locations"
3593307,132,"Your own mobile phone set to global roaming"
3593439,136,"Wi-fi internet locations"
3593309,127,"Wi-fi internet locations"
3593309,128,"Your own laptop or iPad/tablet"
3592481,115,"Wi-fi internet locations"
3593452,159,"Internet cafes"
3593452,160,"Wi-fi internet locations"
3592645,122,"Blackberry, iPhone or another smart phone"
3592660,111,"Wi-fi internet locations"
3592488,135,"Wi-fi internet locations"
3593309,126,"Blackberry, iPhone or another smart phone"
3592488,136,"Your own laptop or iPad/tablet"
3593318,123,"Internet cafes"
3592662,138,"Your own laptop or iPad/tablet"
3592497,121,"Wi-fi internet locations"
3593316,119,"None of these"
3593452,158,"Your own mobile phone with a sim card purchased in New Zealand"
3592660,110,"Your own mobile phone with a sim card purchased in New Zealand"
3592488,134,"Your own mobile phone with a sim card purchased in New Zealand"
3593453,134,"None of these"
3592481,114,"Your own mobile phone set to global roaming"
3593452,161,"Other types of technology"
3593318,122,"Blackberry, iPhone or another smart phone"
3592662,137,"Blackberry, iPhone or another smart phone"
3592497,119,"Your own mobile phone set to global roaming"
3592497,120,"Blackberry, iPhone or another smart phone"
3592513,118,"Blackberry, iPhone or another smart phone"
3592513,119,"Wi-fi internet locations"
3592677,141,"Your own mobile phone with a sim card purchased in New Zealand"
3592513,120,"Your own laptop or iPad/tablet"
3593469,117,"Your own mobile phone set to global roaming"
3592678,146,"Your own mobile phone with a sim card purchased in New Zealand"
3593325,137,"Internet cafes"
3593350,142,"Your own mobile phone with a sim card purchased in New Zealand"
3593325,138,"Wi-fi internet locations"
3593469,118,"Blackberry, iPhone or another smart phone"
3593359,138,"None of these"
3592677,142,"Internet cafes"
3592522,126,"Internet cafes"
3592522,127,"Your own laptop or iPad/tablet"
3593350,143,"Wi-fi internet locations"
3593350,144,"Your own laptop or iPad/tablet"
3593471,126,"Wi-fi internet locations"
3592709,119,"Your own mobile phone with a sim card purchased in New Zealand"
3592522,125,"Your own mobile phone set to global roaming"
3592678,147,"Your own mobile phone set to global roaming"
3593471,127,"Your own laptop or iPad/tablet"
3592531,141,"Wi-fi internet locations"
3592678,148,"Blackberry, iPhone or another smart phone"
3592531,142,"Your own laptop or iPad/tablet"
3593366,130,"Wi-fi internet locations"
3593469,119,"Other types of technology"
3593486,135,"Wi-fi internet locations"
3592709,121,"A mobile phone purchased in New Zealand"
3592538,133,"A mobile phone purchased in New Zealand"
3592709,122,"Wi-fi internet locations"
3592709,123,"Your own laptop or iPad/tablet"
3593487,122,"Your own laptop or iPad/tablet"
3592538,135,"Wi-fi internet locations"
3592538,136,"Your own laptop or iPad/tablet"
3593471,125,"Your own mobile phone set to global roaming"
3592531,140,"Blackberry, iPhone or another smart phone"
3592709,120,"Your own mobile phone set to global roaming"
3593487,121,"Your own mobile phone set to global roaming"
3592538,134,"Blackberry, iPhone or another smart phone"
3593382,126,"Your own mobile phone set to global roaming"
3592712,134,"Your own mobile phone set to global roaming"
3592712,135,"Wi-fi internet locations"
3592725,130,"Your own mobile phone with a sim card purchased in New Zealand"
3592712,136,"Your own laptop or iPad/tablet"
3592547,118,"Your own mobile phone set to global roaming"
3593503,107,"Wi-fi internet locations"
3593382,127,"Wi-fi internet locations"
3593416,151,"Blackberry, iPhone or another smart phone"
3593503,108,"Your own laptop or iPad/tablet"
3592547,119,"Wi-fi internet locations"
3592547,120,"Your own laptop or iPad/tablet"
3592725,131,"Wi-fi internet locations"
3592725,132,"Your own laptop or iPad/tablet"
3592549,116,"None of these"
3593416,152,"Wi-fi internet locations"
3593416,153,"Your own laptop or iPad/tablet"
3593505,134,"Wi-fi internet locations"
3593505,135,"Your own laptop or iPad/tablet"
3592726,134,"Wi-fi internet locations"
3593418,132,"Wi-fi internet locations"
3592554,129,"Your own laptop or iPad/tablet"
3592728,173,"Internet cafes"
3592728,174,"Wi-fi internet locations"
3592728,175,"Your own laptop or iPad/tablet"
3592726,133,"Your own mobile phone with a sim card purchased in New Zealand"
3592554,128,"Blackberry, iPhone or another smart phone"
3592556,112,"Wi-fi internet locations"
3593522,105,"Blackberry, iPhone or another smart phone"
3593423,127,"Wi-fi internet locations"
3592729,129,"Your own mobile phone with a sim card purchased in New Zealand"
3593536,107,"Wi-fi internet locations"
3593536,108,"Your own laptop or iPad/tablet"
3592556,110,"Your own mobile phone set to global roaming"
3592572,113,"Your own mobile phone with a sim card purchased in New Zealand"
3592729,130,"Wi-fi internet locations"
3592729,131,"Your own laptop or iPad/tablet"
3593432,127,"Wi-fi internet locations"
3592742,124,"Internet cafes"
3593423,125,"Your own mobile phone set to global roaming"
3592556,111,"Blackberry, iPhone or another smart phone"
3593423,126,"Blackberry, iPhone or another smart phone"
3593536,106,"Your own mobile phone set to global roaming"
3592572,114,"Your own mobile phone set to global roaming"
3592742,123,"Your own mobile phone set to global roaming"
3593537,101,"Your own mobile phone set to global roaming"
3592579,108,"Your own laptop or iPad/tablet"
3593441,121,"Wi-fi internet locations"
3593553,118,"Wi-fi internet locations"
3593434,124,"None of these"
3593441,120,"Blackberry, iPhone or another smart phone"
3593538,118,"Your own mobile phone with a sim card purchased in New Zealand"
3592579,107,"Your own mobile phone with a sim card purchased in New Zealand"
3593553,117,"Your own mobile phone with a sim card purchased in New Zealand"
3592745,122,"Your own mobile phone set to global roaming"
3592581,126,"Your own mobile phone set to global roaming"
3592745,123,"Other types of technology"
3592588,126,"Your own mobile phone set to global roaming"
3592588,127,"Blackberry, iPhone or another smart phone"
3593448,124,"Your own mobile phone with a sim card purchased in New Zealand"
3593443,112,"Your own laptop or iPad/tablet"
3592599,102,"None of these"
3593448,126,"Your own laptop or iPad/tablet"
3592604,116,"A mobile phone purchased in New Zealand"
3593443,111,"Blackberry, iPhone or another smart phone"
3593570,115,"Wi-fi internet locations"
3592604,117,"Wi-fi internet locations"
3592604,118,"Your own laptop or iPad/tablet"
3593570,116,"Your own laptop or iPad/tablet"
3593459,132,"Wi-fi internet locations"
3593459,133,"Your own laptop or iPad/tablet"
3592606,122,"Wi-fi internet locations"
3593459,131,"Your own mobile phone with a sim card purchased in New Zealand"
3593572,134,"None of these"
3593573,125,"Your own mobile phone with a sim card purchased in New Zealand"
3592606,123,"Your own laptop or iPad/tablet"
3592810,123,"Your own mobile phone with a sim card purchased in New Zealand"
3593466,118,"Internet cafes"
3593466,119,"Wi-fi internet locations"
3593448,125,"Your own mobile phone set to global roaming"
3593466,120,"Your own laptop or iPad/tablet"
3593573,126,"Your own laptop or iPad/tablet"
3592622,104,"None of these"
3592762,107,"Blackberry, iPhone or another smart phone"
3592810,125,"Wi-fi internet locations"
3593457,135,"Your own mobile phone set to global roaming"
3593466,117,"Blackberry, iPhone or another smart phone"
3592795,119,"Blackberry, iPhone or another smart phone"
3592613,122,"Blackberry, iPhone or another smart phone"
3592810,124,"Blackberry, iPhone or another smart phone"
3593586,120,"Your own laptop or iPad/tablet"
3592631,110,"Internet cafes"
3593475,119,"None of these"
3593482,126,"Wi-fi internet locations"
3592631,111,"Wi-fi internet locations"
3593587,124,"None of these"
3593482,124,"Your own mobile phone with a sim card purchased in New Zealand"
3592827,127,"Your own mobile phone with a sim card purchased in New Zealand"
3593586,119,"Your own mobile phone set to global roaming"
3592629,106,"Your own mobile phone set to global roaming"
3592826,108,"Your own mobile phone set to global roaming"
3592631,108,"Your own mobile phone set to global roaming"
3592631,109,"Blackberry, iPhone or another smart phone"
3593482,125,"Blackberry, iPhone or another smart phone"
3592827,128,"Your own mobile phone set to global roaming"
3592827,129,"Blackberry, iPhone or another smart phone"
3592631,112,"Your own laptop or iPad/tablet"
3592827,130,"Wi-fi internet locations"
3593484,128,"Wi-fi internet locations"
3593491,119,"Your own laptop or iPad/tablet"
3592647,105,"Wi-fi internet locations"
3592647,106,"Your own laptop or iPad/tablet"
3593588,91,"None of these"
3592640,120,"None of these"
3593500,116,"Other types of technology"
3593605,137,"Blackberry, iPhone or another smart phone"
3593502,115,"Your own mobile phone set to global roaming"
3593606,113,"Your own mobile phone set to global roaming"
3593507,114,"A mobile phone purchased in New Zealand"
3592844,115,"Internet cafes"
3593500,115,"Wi-fi internet locations"
3593605,138,"Wi-fi internet locations"
3593605,139,"Your own laptop or iPad/tablet"
3593502,116,"Wi-fi internet locations"
3593507,115,"Wi-fi internet locations"
3592656,144,"Your own mobile phone set to global roaming"
3593507,116,"Your own laptop or iPad/tablet"
3592656,146,"Wi-fi internet locations"
3592656,145,"Blackberry, iPhone or another smart phone"
3592846,172,"Internet cafes"
3592846,171,"Your own mobile phone with a sim card purchased in New Zealand"
3593606,114,"Wi-fi internet locations"
3592658,124,"Wi-fi internet locations"
3592658,123,"Blackberry, iPhone or another smart phone"
3592859,128,"Wi-fi internet locations"
3593620,128,"Internet cafes"
3593620,129,"Wi-fi internet locations"
3593518,98,"Wi-fi internet locations"
3592658,122,"Your own mobile phone with a sim card purchased in New Zealand"
3593518,99,"Your own laptop or iPad/tablet"
3593621,110,"Internet cafes"
3592665,123,"None of these"
3592860,132,"A mobile phone purchased in New Zealand"
3592859,127,"Blackberry, iPhone or another smart phone"
3593518,97,"Your own mobile phone set to global roaming"
3593621,108,"Your own mobile phone set to global roaming"
3593621,109,"Blackberry, iPhone or another smart phone"
3593523,111,"Your own mobile phone set to global roaming"
3592860,131,"Your own mobile phone set to global roaming"
3593523,112,"Blackberry, iPhone or another smart phone"
3592860,133,"Wi-fi internet locations"
3592860,134,"Your own laptop or iPad/tablet"
3593621,111,"Wi-fi internet locations"
3593523,113,"Your own laptop or iPad/tablet"
3593621,112,"Your own laptop or iPad/tablet"
3592672,136,"Wi-fi internet locations"
3593534,126,"Wi-fi internet locations"
3592672,135,"Your own mobile phone set to global roaming"
3593623,100,"Your own mobile phone with a sim card purchased in New Zealand"
3592672,137,"Your own laptop or iPad/tablet"
3593623,101,"Wi-fi internet locations"
3593623,102,"Your own laptop or iPad/tablet"
3593541,104,"Your own laptop or iPad/tablet"
3592876,124,"Wi-fi internet locations"
3593636,114,"Internet cafes"
3592878,116,"Blackberry, iPhone or another smart phone"
3593637,123,"Your own mobile phone set to global roaming"
3593636,115,"Wi-fi internet locations"
3592877,123,"Your own laptop or iPad/tablet"
3592688,134,"Blackberry, iPhone or another smart phone"
3593552,123,"Wi-fi internet locations"
3593552,124,"Your own laptop or iPad/tablet"
3592688,135,"Your own laptop or iPad/tablet"
3593637,125,"Blackberry, iPhone or another smart phone"
3593637,126,"Wi-fi internet locations"
3592879,107,"Your own laptop or iPad/tablet"
3593637,127,"Your own laptop or iPad/tablet"
3593638,119,"Wi-fi internet locations"
3593638,120,"Your own laptop or iPad/tablet"
3592706,127,"Your own laptop or iPad/tablet"
3592894,120,"Wi-fi internet locations"
3592894,121,"Your own laptop or iPad/tablet"
3592862,121,"None of these"
3592879,106,"Blackberry, iPhone or another smart phone"
3592674,122,"None of these"
3593637,124,"A mobile phone purchased in New Zealand"
3593559,130,"Your own mobile phone set to global roaming"
3592879,105,"Your own mobile phone with a sim card purchased in New Zealand"
3593559,131,"Blackberry, iPhone or another smart phone"
3592893,119,"Your own mobile phone set to global roaming"
3593575,129,"Your own laptop or iPad/tablet"
3593654,122,"Wi-fi internet locations"
3592706,126,"Your own mobile phone set to global roaming"
3593639,120,"Blackberry, iPhone or another smart phone"
3592895,109,"Your own mobile phone set to global roaming"
3593575,128,"Blackberry, iPhone or another smart phone"
3593654,121,"Your own mobile phone set to global roaming"
3592896,135,"Your own mobile phone set to global roaming"
3592896,136,"Blackberry, iPhone or another smart phone"
3592896,137,"Wi-fi internet locations"
3592738,132,"Wi-fi internet locations"
3592713,136,"None of these"
3593639,119,"A mobile phone purchased in New Zealand"
3593566,153,"None of these"
3593653,134,"None of these"
3593654,120,"Your own mobile phone with a sim card purchased in New Zealand"
3592896,134,"Your own mobile phone with a sim card purchased in New Zealand"
3592738,133,"Your own laptop or iPad/tablet"
3593655,101,"Internet cafes"
3593584,113,"None of these"
3593655,102,"Wi-fi internet locations"
3593655,100,"A mobile phone purchased in New Zealand"
3592758,140,"Internet cafes"
3592910,118,"None of these"
3593616,92,"Your own laptop or iPad/tablet"
3592758,138,"A mobile phone purchased in New Zealand"
3593655,103,"Gaming console with Wi-fi capacity"
3592926,127,"Wi-fi internet locations"
3592738,131,"Your own mobile phone set to global roaming"
3592763,115,"Wi-fi internet locations"
3592763,116,"Your own laptop or iPad/tablet"
3592763,117,"Gaming console with Wi-fi capacity"
3593656,126,"Wi-fi internet locations"
3593654,123,"Other types of technology"
3593602,103,"Other types of technology"
3592758,139,"Blackberry, iPhone or another smart phone"
3593656,124,"Your own mobile phone set to global roaming"
3593656,125,"Blackberry, iPhone or another smart phone"
3593627,114,"Your own mobile phone set to global roaming"
3592929,124,"Your own mobile phone set to global roaming"
3593670,135,"Blackberry, iPhone or another smart phone"
3592772,129,"Blackberry, iPhone or another smart phone"
3592929,125,"Wi-fi internet locations"
3593670,136,"Your own laptop or iPad/tablet"
3592772,130,"Internet cafes"
3592772,131,"Wi-fi internet locations"
3592772,132,"Gaming console with Wi-fi capacity"
3593671,130,"Wi-fi internet locations"
3593632,106,"Your own mobile phone with a sim card purchased in New Zealand"
3593634,130,"Wi-fi internet locations"
3592774,141,"Internet cafes"
3592944,135,"Wi-fi internet locations"
3592945,146,"Your own mobile phone with a sim card purchased in New Zealand"
3592774,142,"Wi-fi internet locations"
3592774,143,"Your own laptop or iPad/tablet"
3593634,131,"Your own laptop or iPad/tablet"
3593671,131,"Your own laptop or iPad/tablet"
3592781,124,"Wi-fi internet locations"
3593634,129,"Blackberry, iPhone or another smart phone"
3592944,134,"Your own mobile phone set to global roaming"
3592774,140,"Your own mobile phone set to global roaming"
3592774,144,"Other types of technology"
3592781,123,"Blackberry, iPhone or another smart phone"
3592945,147,"Your own mobile phone set to global roaming"
3592945,148,"Blackberry, iPhone or another smart phone"
3593657,123,"Blackberry, iPhone or another smart phone"
3593657,124,"Wi-fi internet locations"
3592783,144,"Wi-fi internet locations"
3592783,145,"Your own laptop or iPad/tablet"
3593673,106,"Wi-fi internet locations"
3593673,107,"Your own laptop or iPad/tablet"
3592946,137,"Wi-fi internet locations"
3592783,143,"Blackberry, iPhone or another smart phone"
3592946,136,"Blackberry, iPhone or another smart phone"
3592788,111,"Wi-fi internet locations"
3592788,112,"Your own laptop or iPad/tablet"
3593684,110,"Your own laptop or iPad/tablet"
3592788,109,"Your own mobile phone with a sim card purchased in New Zealand"
3592959,125,"Wi-fi internet locations"
3592790,119,"Your own laptop or iPad/tablet"
3593689,130,"Your own mobile phone with a sim card purchased in New Zealand"
3592788,110,"Blackberry, iPhone or another smart phone"
3593684,108,"Your own mobile phone set to global roaming"
3593684,109,"Blackberry, iPhone or another smart phone"
3592959,124,"Blackberry, iPhone or another smart phone"
3592960,124,"Your own mobile phone set to global roaming"
3593691,111,"Blackberry, iPhone or another smart phone"
3592799,130,"Your own mobile phone set to global roaming"
3592799,131,"Wi-fi internet locations"
3592960,125,"Wi-fi internet locations"
3592799,132,"Your own laptop or iPad/tablet"
3593691,112,"Wi-fi internet locations"
3593690,132,"Wi-fi internet locations"
3592961,120,"Wi-fi internet locations"
3592961,121,"Your own laptop or iPad/tablet"
3593690,131,"Your own mobile phone set to global roaming"
3593700,111,"Your own laptop or iPad/tablet"
3593704,106,"Your own mobile phone set to global roaming"
3592808,139,"Wi-fi internet locations"
3593704,107,"Wi-fi internet locations"
3593702,121,"Wi-fi internet locations"
3593720,116,"Wi-fi internet locations"
3593720,117,"Your own laptop or iPad/tablet"
3592976,136,"Your own mobile phone with a sim card purchased in New Zealand"
3592976,137,"Wi-fi internet locations"
3593700,110,"Your own mobile phone set to global roaming"
3592822,137,"Internet cafes"
3592822,138,"Wi-fi internet locations"
3592822,139,"Your own laptop or iPad/tablet"
3593740,110,"Wi-fi internet locations"
3593711,103,"Wi-fi internet locations"
3593740,111,"Your own laptop or iPad/tablet"
3592831,114,"None of these"
3593716,118,"Your own mobile phone with a sim card purchased in New Zealand"
3593720,115,"Blackberry, iPhone or another smart phone"
3592978,136,"Internet cafes"
3592978,137,"Your own laptop or iPad/tablet"
3593756,135,"Wi-fi internet locations"
3593716,120,"Your own laptop or iPad/tablet"
3593771,112,"Wi-fi internet locations"
3592822,136,"Your own mobile phone set to global roaming"
3593756,134,"Your own mobile phone with a sim card purchased in New Zealand"
3593771,113,"Your own laptop or iPad/tablet"
3593725,121,"Wi-fi internet locations"
3593725,122,"Your own laptop or iPad/tablet"
3592833,139,"Wi-fi internet locations"
3592977,117,"Your own mobile phone set to global roaming"
3592979,124,"None of these"
3593725,119,"Your own mobile phone with a sim card purchased in New Zealand"
3593010,114,"Your own mobile phone with a sim card purchased in New Zealand"
3592978,134,"Your own mobile phone set to global roaming"
3592978,135,"Blackberry, iPhone or another smart phone"
3593716,119,"Your own mobile phone set to global roaming"
3593725,120,"Blackberry, iPhone or another smart phone"
3592833,138,"Your own mobile phone set to global roaming"
3593773,120,"Blackberry, iPhone or another smart phone"
3593773,121,"Wi-fi internet locations"
3593010,117,"Your own laptop or iPad/tablet"
3593787,120,"Wi-fi internet locations"
3593734,123,"Wi-fi internet locations"
3593010,115,"Your own mobile phone set to global roaming"
3592847,100,"Internet cafes"
3592847,101,"Wi-fi internet locations"
3593010,116,"Blackberry, iPhone or another smart phone"
3592847,102,"Your own laptop or iPad/tablet"
3592847,98,"Your own mobile phone set to global roaming"
3593012,118,"Your own laptop or iPad/tablet"
3593788,132,"Your own mobile phone with a sim card purchased in New Zealand"
3593788,133,"Internet cafes"
3593788,134,"Gaming console with Wi-fi capacity"
3592849,121,"Internet cafes"
3593787,119,"Your own mobile phone set to global roaming"
3593741,105,"Wi-fi internet locations"
3593741,106,"Your own laptop or iPad/tablet"
3592847,99,"Blackberry, iPhone or another smart phone"
3593026,121,"Wi-fi internet locations"
3593027,122,"Wi-fi internet locations"
3593012,117,"Your own mobile phone set to global roaming"
3593027,123,"Your own laptop or iPad/tablet"
3593741,104,"Your own mobile phone set to global roaming"
3593026,120,"Your own mobile phone set to global roaming"
3593743,112,"Wi-fi internet locations"
3593743,113,"Your own laptop or iPad/tablet"
3593743,110,"Your own mobile phone set to global roaming"
3593790,134,"Internet cafes"
3592856,130,"Wi-fi internet locations"
