"SurveyResponseID","AnswerNumber","InformationSourceUsed"
3591031,138,"Staff at hotels, motels, backpackers, etc"
3591037,130,"Staff at hotels, motels, backpackers, etc"
3591022,153,"Staff at hotels, motels, backpackers, etc"
3591011,116,"Staff at hotels, motels, backpackers, etc"
3591013,109,"Staff at hotels, motels, backpackers, etc"
3591057,132,"Staff at hotels, motels, backpackers, etc"
3591038,147,"Staff at hotels, motels, backpackers, etc"
3591074,154,"Staff at hotels, motels, backpackers, etc"
3591078,149,"Staff at hotels, motels, backpackers, etc"
3591100,124,"Staff at hotels, motels, backpackers, etc"
3591092,104,"Staff at hotels, motels, backpackers, etc"
3591087,147,"Staff at hotels, motels, backpackers, etc"
3591118,108,"Staff at hotels, motels, backpackers, etc"
3591124,134,"Staff at hotels, motels, backpackers, etc"
3591105,171,"Staff at hotels, motels, backpackers, etc"
3591129,124,"Staff at hotels, motels, backpackers, etc"
3591132,133,"Staff at hotels, motels, backpackers, etc"
3591153,126,"Staff at hotels, motels, backpackers, etc"
3591156,152,"Staff at hotels, motels, backpackers, etc"
3591191,168,"Staff at hotels, motels, backpackers, etc"
3591183,101,"Staff at hotels, motels, backpackers, etc"
3591192,204,"Staff at hotels, motels, backpackers, etc"
3591197,130,"Staff at hotels, motels, backpackers, etc"
3591194,140,"Staff at hotels, motels, backpackers, etc"
3591208,127,"Staff at hotels, motels, backpackers, etc"
3591203,119,"Staff at hotels, motels, backpackers, etc"
3591198,112,"Staff at hotels, motels, backpackers, etc"
3591223,134,"Staff at hotels, motels, backpackers, etc"
3591226,172,"Staff at hotels, motels, backpackers, etc"
3591224,127,"Staff at hotels, motels, backpackers, etc"
3591236,130,"Staff at hotels, motels, backpackers, etc"
3591253,112,"Staff at hotels, motels, backpackers, etc"
3591274,116,"Staff at hotels, motels, backpackers, etc"
3591256,125,"Staff at hotels, motels, backpackers, etc"
3591270,124,"Staff at hotels, motels, backpackers, etc"
3591300,147,"Staff at hotels, motels, backpackers, etc"
3591340,184,"Staff at hotels, motels, backpackers, etc"
3591321,114,"Staff at hotels, motels, backpackers, etc"
3591331,141,"Staff at hotels, motels, backpackers, etc"
3591384,108,"Staff at hotels, motels, backpackers, etc"
3591387,156,"Staff at hotels, motels, backpackers, etc"
3591368,121,"Staff at hotels, motels, backpackers, etc"
3591366,137,"Staff at hotels, motels, backpackers, etc"
3591423,111,"Staff at hotels, motels, backpackers, etc"
3591379,110,"Staff at hotels, motels, backpackers, etc"
3591418,138,"Staff at hotels, motels, backpackers, etc"
3591679,144,"Staff at hotels, motels, backpackers, etc"
3591685,127,"Staff at hotels, motels, backpackers, etc"
3591672,96,"Staff at hotels, motels, backpackers, etc"
3591676,165,"Staff at hotels, motels, backpackers, etc"
3591698,157,"Staff at hotels, motels, backpackers, etc"
3591695,104,"Staff at hotels, motels, backpackers, etc"
3591692,115,"Staff at hotels, motels, backpackers, etc"
3591701,139,"Staff at hotels, motels, backpackers, etc"
3591703,158,"Staff at hotels, motels, backpackers, etc"
3591705,119,"Staff at hotels, motels, backpackers, etc"
3591710,140,"Staff at hotels, motels, backpackers, etc"
3591722,190,"Staff at hotels, motels, backpackers, etc"
3591747,95,"Staff at hotels, motels, backpackers, etc"
3591753,128,"Staff at hotels, motels, backpackers, etc"
3591738,156,"Staff at hotels, motels, backpackers, etc"
3591734,94,"Staff at hotels, motels, backpackers, etc"
3591764,114,"Staff at hotels, motels, backpackers, etc"
3591768,124,"Staff at hotels, motels, backpackers, etc"
3591778,121,"Staff at hotels, motels, backpackers, etc"
3591788,131,"Staff at hotels, motels, backpackers, etc"
3591787,170,"Staff at hotels, motels, backpackers, etc"
3591820,162,"Staff at hotels, motels, backpackers, etc"
3591823,153,"Staff at hotels, motels, backpackers, etc"
3591824,154,"Staff at hotels, motels, backpackers, etc"
3591875,107,"Staff at hotels, motels, backpackers, etc"
3591866,123,"Staff at hotels, motels, backpackers, etc"
3591845,123,"Staff at hotels, motels, backpackers, etc"
3591842,136,"Staff at hotels, motels, backpackers, etc"
3591854,118,"Staff at hotels, motels, backpackers, etc"
3591902,160,"Staff at hotels, motels, backpackers, etc"
3591906,135,"Staff at hotels, motels, backpackers, etc"
3591919,175,"Staff at hotels, motels, backpackers, etc"
3591917,152,"Staff at hotels, motels, backpackers, etc"
3591931,165,"Staff at hotels, motels, backpackers, etc"
3591932,95,"Staff at hotels, motels, backpackers, etc"
3591924,149,"Staff at hotels, motels, backpackers, etc"
3591973,135,"Staff at hotels, motels, backpackers, etc"
3591965,173,"Staff at hotels, motels, backpackers, etc"
3591979,133,"Staff at hotels, motels, backpackers, etc"
3591977,110,"Staff at hotels, motels, backpackers, etc"
3591989,132,"Staff at hotels, motels, backpackers, etc"
3591988,158,"Staff at hotels, motels, backpackers, etc"
3591984,95,"Staff at hotels, motels, backpackers, etc"
3592015,155,"Staff at hotels, motels, backpackers, etc"
3592007,126,"Staff at hotels, motels, backpackers, etc"
3592008,103,"Staff at hotels, motels, backpackers, etc"
3592009,97,"Staff at hotels, motels, backpackers, etc"
3592016,120,"Staff at hotels, motels, backpackers, etc"
3592178,166,"Staff at hotels, motels, backpackers, etc"
3592034,105,"Staff at hotels, motels, backpackers, etc"
3592033,131,"Staff at hotels, motels, backpackers, etc"
3592180,138,"Staff at hotels, motels, backpackers, etc"
3592213,101,"Staff at hotels, motels, backpackers, etc"
3592219,122,"Staff at hotels, motels, backpackers, etc"
3592209,121,"Staff at hotels, motels, backpackers, etc"
3592193,135,"Staff at hotels, motels, backpackers, etc"
3592250,100,"Staff at hotels, motels, backpackers, etc"
3592246,126,"Staff at hotels, motels, backpackers, etc"
3592228,100,"Staff at hotels, motels, backpackers, etc"
3592234,119,"Staff at hotels, motels, backpackers, etc"
3592244,169,"Staff at hotels, motels, backpackers, etc"
3592279,128,"Staff at hotels, motels, backpackers, etc"
3592256,120,"Staff at hotels, motels, backpackers, etc"
3592270,145,"Staff at hotels, motels, backpackers, etc"
3592262,128,"Staff at hotels, motels, backpackers, etc"
3592306,119,"Staff at hotels, motels, backpackers, etc"
3592295,136,"Staff at hotels, motels, backpackers, etc"
3592287,145,"Staff at hotels, motels, backpackers, etc"
3592469,136,"Staff at hotels, motels, backpackers, etc"
3592452,119,"Staff at hotels, motels, backpackers, etc"
3592481,111,"Staff at hotels, motels, backpackers, etc"
3592488,132,"Staff at hotels, motels, backpackers, etc"
3592496,138,"Staff at hotels, motels, backpackers, etc"
3592522,123,"Staff at hotels, motels, backpackers, etc"
3592508,126,"Staff at hotels, motels, backpackers, etc"
3592503,142,"Staff at hotels, motels, backpackers, etc"
3592507,113,"Staff at hotels, motels, backpackers, etc"
3592497,117,"Staff at hotels, motels, backpackers, etc"
3592587,127,"Staff at hotels, motels, backpackers, etc"
3592585,126,"Staff at hotels, motels, backpackers, etc"
3592582,122,"Staff at hotels, motels, backpackers, etc"
3592583,120,"Staff at hotels, motels, backpackers, etc"
3592564,129,"Staff at hotels, motels, backpackers, etc"
3592573,127,"Staff at hotels, motels, backpackers, etc"
3592580,131,"Staff at hotels, motels, backpackers, etc"
3592544,124,"Staff at hotels, motels, backpackers, etc"
3592542,124,"Staff at hotels, motels, backpackers, etc"
3592538,131,"Staff at hotels, motels, backpackers, etc"
3592552,150,"Staff at hotels, motels, backpackers, etc"
3592555,117,"Staff at hotels, motels, backpackers, etc"
3592547,116,"Staff at hotels, motels, backpackers, etc"
3592601,167,"Staff at hotels, motels, backpackers, etc"
3592598,152,"Staff at hotels, motels, backpackers, etc"
3592593,130,"Staff at hotels, motels, backpackers, etc"
3592604,113,"Staff at hotels, motels, backpackers, etc"
3592611,125,"Staff at hotels, motels, backpackers, etc"
3592640,118,"Staff at hotels, motels, backpackers, etc"
3592623,121,"Staff at hotels, motels, backpackers, etc"
3592627,120,"Staff at hotels, motels, backpackers, etc"
3592629,104,"Staff at hotels, motels, backpackers, etc"
3592644,132,"Staff at hotels, motels, backpackers, etc"
3592655,123,"Staff at hotels, motels, backpackers, etc"
3592647,103,"Staff at hotels, motels, backpackers, etc"
3592648,127,"Staff at hotels, motels, backpackers, etc"
3592653,106,"Staff at hotels, motels, backpackers, etc"
3592673,128,"Staff at hotels, motels, backpackers, etc"
3592672,132,"Staff at hotels, motels, backpackers, etc"
3592658,120,"Staff at hotels, motels, backpackers, etc"
3592662,135,"Staff at hotels, motels, backpackers, etc"
3592667,113,"Staff at hotels, motels, backpackers, etc"
3592650,120,"Staff at hotels, motels, backpackers, etc"
3592691,143,"Staff at hotels, motels, backpackers, etc"
3592701,116,"Staff at hotels, motels, backpackers, etc"
3592703,129,"Staff at hotels, motels, backpackers, etc"
3592678,144,"Staff at hotels, motels, backpackers, etc"
3592677,139,"Staff at hotels, motels, backpackers, etc"
3592688,131,"Staff at hotels, motels, backpackers, etc"
3592686,135,"Staff at hotels, motels, backpackers, etc"
3592706,124,"Staff at hotels, motels, backpackers, etc"
3592705,128,"Staff at hotels, motels, backpackers, etc"
3592712,132,"Staff at hotels, motels, backpackers, etc"
3592714,139,"Staff at hotels, motels, backpackers, etc"
3592719,113,"Staff at hotels, motels, backpackers, etc"
3592789,129,"Staff at hotels, motels, backpackers, etc"
3592796,122,"Staff at hotels, motels, backpackers, etc"
3592752,122,"Staff at hotels, motels, backpackers, etc"
3592729,127,"Staff at hotels, motels, backpackers, etc"
3592810,120,"Staff at hotels, motels, backpackers, etc"
3592818,133,"Staff at hotels, motels, backpackers, etc"
3592819,124,"Staff at hotels, motels, backpackers, etc"
3592821,115,"Staff at hotels, motels, backpackers, etc"
3592822,134,"Staff at hotels, motels, backpackers, etc"
3592831,112,"Staff at hotels, motels, backpackers, etc"
3592832,111,"Staff at hotels, motels, backpackers, etc"
3592823,111,"Staff at hotels, motels, backpackers, etc"
3592834,129,"Staff at hotels, motels, backpackers, etc"
3592844,113,"Staff at hotels, motels, backpackers, etc"
3592846,168,"Staff at hotels, motels, backpackers, etc"
3592862,119,"Staff at hotels, motels, backpackers, etc"
3592826,106,"Staff at hotels, motels, backpackers, etc"
3592859,125,"Staff at hotels, motels, backpackers, etc"
3592857,132,"Staff at hotels, motels, backpackers, etc"
3592873,131,"Staff at hotels, motels, backpackers, etc"
3592870,136,"Staff at hotels, motels, backpackers, etc"
3592895,107,"Staff at hotels, motels, backpackers, etc"
3592892,119,"Staff at hotels, motels, backpackers, etc"
3592893,117,"Staff at hotels, motels, backpackers, etc"
3592880,130,"Staff at hotels, motels, backpackers, etc"
3592882,108,"Staff at hotels, motels, backpackers, etc"
3593004,121,"Staff at hotels, motels, backpackers, etc"
3592991,120,"Staff at hotels, motels, backpackers, etc"
3592988,117,"Staff at hotels, motels, backpackers, etc"
3593000,117,"Staff at hotels, motels, backpackers, etc"
3592970,121,"Staff at hotels, motels, backpackers, etc"
3592964,115,"Staff at hotels, motels, backpackers, etc"
3592951,127,"Staff at hotels, motels, backpackers, etc"
3592975,129,"Staff at hotels, motels, backpackers, etc"
3592961,118,"Staff at hotels, motels, backpackers, etc"
3592945,143,"Staff at hotels, motels, backpackers, etc"
3592940,147,"Staff at hotels, motels, backpackers, etc"
3592941,125,"Staff at hotels, motels, backpackers, etc"
3592936,138,"Staff at hotels, motels, backpackers, etc"
3592934,120,"Staff at hotels, motels, backpackers, etc"
3592904,130,"Staff at hotels, motels, backpackers, etc"
3592897,116,"Staff at hotels, motels, backpackers, etc"
3592902,135,"Staff at hotels, motels, backpackers, etc"
3592919,108,"Staff at hotels, motels, backpackers, etc"
3592914,111,"Staff at hotels, motels, backpackers, etc"
3592932,122,"Staff at hotels, motels, backpackers, etc"
3592925,124,"Staff at hotels, motels, backpackers, etc"
3593034,122,"Staff at hotels, motels, backpackers, etc"
3593044,140,"Staff at hotels, motels, backpackers, etc"
3593027,120,"Staff at hotels, motels, backpackers, etc"
3593020,154,"Staff at hotels, motels, backpackers, etc"
3593010,112,"Staff at hotels, motels, backpackers, etc"
3593006,133,"Staff at hotels, motels, backpackers, etc"
3593096,101,"Staff at hotels, motels, backpackers, etc"
3593098,119,"Staff at hotels, motels, backpackers, etc"
3593090,112,"Staff at hotels, motels, backpackers, etc"
3593080,109,"Staff at hotels, motels, backpackers, etc"
3593076,136,"Staff at hotels, motels, backpackers, etc"
3593069,137,"Staff at hotels, motels, backpackers, etc"
3593061,121,"Staff at hotels, motels, backpackers, etc"
3593054,110,"Staff at hotels, motels, backpackers, etc"
3593067,132,"Staff at hotels, motels, backpackers, etc"
3593065,113,"Staff at hotels, motels, backpackers, etc"
3593047,112,"Staff at hotels, motels, backpackers, etc"
3593049,118,"Staff at hotels, motels, backpackers, etc"
3593053,124,"Staff at hotels, motels, backpackers, etc"
3593051,138,"Staff at hotels, motels, backpackers, etc"
3593117,112,"Staff at hotels, motels, backpackers, etc"
3593108,110,"Staff at hotels, motels, backpackers, etc"
3593106,157,"Staff at hotels, motels, backpackers, etc"
3593133,131,"Staff at hotels, motels, backpackers, etc"
3593126,104,"Staff at hotels, motels, backpackers, etc"
3593120,119,"Staff at hotels, motels, backpackers, etc"
3593164,124,"Staff at hotels, motels, backpackers, etc"
3593149,133,"Staff at hotels, motels, backpackers, etc"
3593155,132,"Staff at hotels, motels, backpackers, etc"
3593107,122,"Staff at hotels, motels, backpackers, etc"
3593148,127,"Staff at hotels, motels, backpackers, etc"
3593202,110,"Staff at hotels, motels, backpackers, etc"
3593191,149,"Staff at hotels, motels, backpackers, etc"
3593179,105,"Staff at hotels, motels, backpackers, etc"
3593189,127,"Staff at hotels, motels, backpackers, etc"
3593213,144,"Staff at hotels, motels, backpackers, etc"
3593227,127,"Staff at hotels, motels, backpackers, etc"
3593228,120,"Staff at hotels, motels, backpackers, etc"
3593256,120,"Staff at hotels, motels, backpackers, etc"
3593253,108,"Staff at hotels, motels, backpackers, etc"
3593242,119,"Staff at hotels, motels, backpackers, etc"
3593286,117,"Staff at hotels, motels, backpackers, etc"
3593268,122,"Staff at hotels, motels, backpackers, etc"
3593267,118,"Staff at hotels, motels, backpackers, etc"
3593313,113,"Staff at hotels, motels, backpackers, etc"
3593315,116,"Staff at hotels, motels, backpackers, etc"
3593325,135,"Staff at hotels, motels, backpackers, etc"
3593328,95,"Staff at hotels, motels, backpackers, etc"
3593333,116,"Staff at hotels, motels, backpackers, etc"
3593307,129,"Staff at hotels, motels, backpackers, etc"
3593303,130,"Staff at hotels, motels, backpackers, etc"
3593309,123,"Staff at hotels, motels, backpackers, etc"
3593291,118,"Staff at hotels, motels, backpackers, etc"
3593300,140,"Staff at hotels, motels, backpackers, etc"
3593387,137,"Staff at hotels, motels, backpackers, etc"
3593389,121,"Staff at hotels, motels, backpackers, etc"
3593383,142,"Staff at hotels, motels, backpackers, etc"
3593372,142,"Staff at hotels, motels, backpackers, etc"
3593356,110,"Staff at hotels, motels, backpackers, etc"
3593441,118,"Staff at hotels, motels, backpackers, etc"
3593438,123,"Staff at hotels, motels, backpackers, etc"
3593442,119,"Staff at hotels, motels, backpackers, etc"
3593439,133,"Staff at hotels, motels, backpackers, etc"
3593434,122,"Staff at hotels, motels, backpackers, etc"
3593435,122,"Staff at hotels, motels, backpackers, etc"
3593427,118,"Staff at hotels, motels, backpackers, etc"
3593429,155,"Staff at hotels, motels, backpackers, etc"
3593366,128,"Staff at hotels, motels, backpackers, etc"
3593416,148,"Staff at hotels, motels, backpackers, etc"
3593414,119,"Staff at hotels, motels, backpackers, etc"
3593411,141,"Staff at hotels, motels, backpackers, etc"
3593402,128,"Staff at hotels, motels, backpackers, etc"
3593405,120,"Staff at hotels, motels, backpackers, etc"
3593457,133,"Staff at hotels, motels, backpackers, etc"
3593459,127,"Staff at hotels, motels, backpackers, etc"
3593443,109,"Staff at hotels, motels, backpackers, etc"
3593480,111,"Staff at hotels, motels, backpackers, etc"
3593475,117,"Staff at hotels, motels, backpackers, etc"
3593484,126,"Staff at hotels, motels, backpackers, etc"
3593486,133,"Staff at hotels, motels, backpackers, etc"
3593490,108,"Staff at hotels, motels, backpackers, etc"
3593522,103,"Staff at hotels, motels, backpackers, etc"
3593505,131,"Staff at hotels, motels, backpackers, etc"
3593538,116,"Staff at hotels, motels, backpackers, etc"
3593545,121,"Staff at hotels, motels, backpackers, etc"
3593549,130,"Staff at hotels, motels, backpackers, etc"
3593551,116,"Staff at hotels, motels, backpackers, etc"
3593559,128,"Staff at hotels, motels, backpackers, etc"
3593560,144,"Staff at hotels, motels, backpackers, etc"
3593553,115,"Staff at hotels, motels, backpackers, etc"
3593575,125,"Staff at hotels, motels, backpackers, etc"
3593570,113,"Staff at hotels, motels, backpackers, etc"
3593563,101,"Staff at hotels, motels, backpackers, etc"
3593566,151,"Staff at hotels, motels, backpackers, etc"
3593602,100,"Staff at hotels, motels, backpackers, etc"
3593606,111,"Staff at hotels, motels, backpackers, etc"
3593610,122,"Staff at hotels, motels, backpackers, etc"
3593620,126,"Staff at hotels, motels, backpackers, etc"
3593637,121,"Staff at hotels, motels, backpackers, etc"
3593635,118,"Staff at hotels, motels, backpackers, etc"
3593644,125,"Staff at hotels, motels, backpackers, etc"
3593632,104,"Staff at hotels, motels, backpackers, etc"
3593634,127,"Staff at hotels, motels, backpackers, etc"
3593627,111,"Staff at hotels, motels, backpackers, etc"
3593619,150,"Staff at hotels, motels, backpackers, etc"
3593673,104,"Staff at hotels, motels, backpackers, etc"
3593678,93,"Staff at hotels, motels, backpackers, etc"
3593670,133,"Staff at hotels, motels, backpackers, etc"
3593656,121,"Staff at hotels, motels, backpackers, etc"
3593657,121,"Staff at hotels, motels, backpackers, etc"
3593648,126,"Staff at hotels, motels, backpackers, etc"
3593719,122,"Staff at hotels, motels, backpackers, etc"
3593710,111,"Staff at hotels, motels, backpackers, etc"
3593704,104,"Staff at hotels, motels, backpackers, etc"
3593726,114,"Staff at hotels, motels, backpackers, etc"
3593725,117,"Staff at hotels, motels, backpackers, etc"
3593734,121,"Staff at hotels, motels, backpackers, etc"
3593689,128,"Staff at hotels, motels, backpackers, etc"
3593692,129,"Staff at hotels, motels, backpackers, etc"
3593694,111,"Staff at hotels, motels, backpackers, etc"
3593695,109,"Staff at hotels, motels, backpackers, etc"
3593748,125,"Staff at hotels, motels, backpackers, etc"
3593744,121,"Staff at hotels, motels, backpackers, etc"
3593756,132,"Staff at hotels, motels, backpackers, etc"
3593751,119,"Staff at hotels, motels, backpackers, etc"
3593762,118,"Staff at hotels, motels, backpackers, etc"
3593759,126,"Staff at hotels, motels, backpackers, etc"
3593790,130,"Staff at hotels, motels, backpackers, etc"
3593767,123,"Staff at hotels, motels, backpackers, etc"
3593776,111,"Staff at hotels, motels, backpackers, etc"
3593778,129,"Staff at hotels, motels, backpackers, etc"
3593803,113,"Staff at hotels, motels, backpackers, etc"
3593814,132,"Staff at hotels, motels, backpackers, etc"
3593791,111,"Staff at hotels, motels, backpackers, etc"
3593799,126,"Staff at hotels, motels, backpackers, etc"
3593818,122,"Staff at hotels, motels, backpackers, etc"
3593856,123,"Staff at hotels, motels, backpackers, etc"
3593859,118,"Staff at hotels, motels, backpackers, etc"
3593837,126,"Staff at hotels, motels, backpackers, etc"
3593867,140,"Staff at hotels, motels, backpackers, etc"
3593861,124,"Staff at hotels, motels, backpackers, etc"
3593904,122,"Staff at hotels, motels, backpackers, etc"
3593906,127,"Staff at hotels, motels, backpackers, etc"
3593896,95,"Staff at hotels, motels, backpackers, etc"
3593911,124,"Staff at hotels, motels, backpackers, etc"
3593885,115,"Staff at hotels, motels, backpackers, etc"
3593888,104,"Staff at hotels, motels, backpackers, etc"
3593889,128,"Staff at hotels, motels, backpackers, etc"
3593895,109,"Staff at hotels, motels, backpackers, etc"
3593893,122,"Staff at hotels, motels, backpackers, etc"
3593929,117,"Staff at hotels, motels, backpackers, etc"
3593915,121,"Staff at hotels, motels, backpackers, etc"
3593925,110,"Staff at hotels, motels, backpackers, etc"
3593964,143,"Staff at hotels, motels, backpackers, etc"
3593959,125,"Staff at hotels, motels, backpackers, etc"
3593969,124,"Staff at hotels, motels, backpackers, etc"
3593948,106,"Staff at hotels, motels, backpackers, etc"
3593949,109,"Staff at hotels, motels, backpackers, etc"
3593941,119,"Staff at hotels, motels, backpackers, etc"
3594018,134,"Staff at hotels, motels, backpackers, etc"
3594004,102,"Staff at hotels, motels, backpackers, etc"
3594012,97,"Staff at hotels, motels, backpackers, etc"
3594026,126,"Staff at hotels, motels, backpackers, etc"
3594001,135,"Staff at hotels, motels, backpackers, etc"
3593978,155,"Staff at hotels, motels, backpackers, etc"
3594035,121,"Staff at hotels, motels, backpackers, etc"
3594030,131,"Staff at hotels, motels, backpackers, etc"
3594028,119,"Staff at hotels, motels, backpackers, etc"
3594062,118,"Staff at hotels, motels, backpackers, etc"
3594065,123,"Staff at hotels, motels, backpackers, etc"
3594105,123,"Staff at hotels, motels, backpackers, etc"
3594094,112,"Staff at hotels, motels, backpackers, etc"
3594093,111,"Staff at hotels, motels, backpackers, etc"
3594101,118,"Staff at hotels, motels, backpackers, etc"
3594115,125,"Staff at hotels, motels, backpackers, etc"
3594117,117,"Staff at hotels, motels, backpackers, etc"
3594122,101,"Staff at hotels, motels, backpackers, etc"
3594118,121,"Staff at hotels, motels, backpackers, etc"
3594135,110,"Staff at hotels, motels, backpackers, etc"
3594136,132,"Staff at hotels, motels, backpackers, etc"
3594131,115,"Staff at hotels, motels, backpackers, etc"
3594128,110,"Staff at hotels, motels, backpackers, etc"
3594129,107,"Staff at hotels, motels, backpackers, etc"
3594181,116,"Staff at hotels, motels, backpackers, etc"
3594174,131,"Staff at hotels, motels, backpackers, etc"
3594165,116,"Staff at hotels, motels, backpackers, etc"
3594164,131,"Staff at hotels, motels, backpackers, etc"
3594163,119,"Staff at hotels, motels, backpackers, etc"
3594150,96,"Staff at hotels, motels, backpackers, etc"
3594268,111,"Staff at hotels, motels, backpackers, etc"
3594224,109,"Staff at hotels, motels, backpackers, etc"
3594211,96,"Staff at hotels, motels, backpackers, etc"
3594232,112,"Staff at hotels, motels, backpackers, etc"
3594205,103,"Staff at hotels, motels, backpackers, etc"
3594204,114,"Staff at hotels, motels, backpackers, etc"
3594209,99,"Staff at hotels, motels, backpackers, etc"
3594199,127,"Staff at hotels, motels, backpackers, etc"
3594223,129,"Staff at hotels, motels, backpackers, etc"
3594215,115,"Staff at hotels, motels, backpackers, etc"
3594216,111,"Staff at hotels, motels, backpackers, etc"
3594269,121,"Staff at hotels, motels, backpackers, etc"
3594301,114,"Staff at hotels, motels, backpackers, etc"
3594304,119,"Staff at hotels, motels, backpackers, etc"
3594302,122,"Staff at hotels, motels, backpackers, etc"
3594313,113,"Staff at hotels, motels, backpackers, etc"
3594324,142,"Staff at hotels, motels, backpackers, etc"
3594325,107,"Staff at hotels, motels, backpackers, etc"
3594319,125,"Staff at hotels, motels, backpackers, etc"
3594320,101,"Staff at hotels, motels, backpackers, etc"
3594346,142,"Staff at hotels, motels, backpackers, etc"
3594331,133,"Staff at hotels, motels, backpackers, etc"
3594333,136,"Staff at hotels, motels, backpackers, etc"
3594343,112,"Staff at hotels, motels, backpackers, etc"
3594363,100,"Staff at hotels, motels, backpackers, etc"
3594379,133,"Staff at hotels, motels, backpackers, etc"
3594380,108,"Staff at hotels, motels, backpackers, etc"
3594358,106,"Staff at hotels, motels, backpackers, etc"
3594396,114,"Staff at hotels, motels, backpackers, etc"
3594398,124,"Staff at hotels, motels, backpackers, etc"
3594404,138,"Staff at hotels, motels, backpackers, etc"
3594389,125,"Staff at hotels, motels, backpackers, etc"
3594403,110,"Staff at hotels, motels, backpackers, etc"
3594420,159,"Staff at hotels, motels, backpackers, etc"
3594432,126,"Staff at hotels, motels, backpackers, etc"
3594437,141,"Staff at hotels, motels, backpackers, etc"
3594456,127,"Staff at hotels, motels, backpackers, etc"
3594438,133,"Staff at hotels, motels, backpackers, etc"
3594484,115,"Staff at hotels, motels, backpackers, etc"
3594475,108,"Staff at hotels, motels, backpackers, etc"
3594455,126,"Staff at hotels, motels, backpackers, etc"
3594462,115,"Staff at hotels, motels, backpackers, etc"
3594465,133,"Staff at hotels, motels, backpackers, etc"
3594512,152,"Staff at hotels, motels, backpackers, etc"
3594509,130,"Staff at hotels, motels, backpackers, etc"
3594507,113,"Staff at hotels, motels, backpackers, etc"
3594488,116,"Staff at hotels, motels, backpackers, etc"
3594485,123,"Staff at hotels, motels, backpackers, etc"
3594487,102,"Staff at hotels, motels, backpackers, etc"
3594486,124,"Staff at hotels, motels, backpackers, etc"
3594522,115,"Staff at hotels, motels, backpackers, etc"
3594523,142,"Staff at hotels, motels, backpackers, etc"
3594515,97,"Staff at hotels, motels, backpackers, etc"
3594538,130,"Staff at hotels, motels, backpackers, etc"
3594583,94,"Staff at hotels, motels, backpackers, etc"
3594570,112,"Staff at hotels, motels, backpackers, etc"
3594564,117,"Staff at hotels, motels, backpackers, etc"
3594574,100,"Staff at hotels, motels, backpackers, etc"
3594548,128,"Staff at hotels, motels, backpackers, etc"
3594551,103,"Staff at hotels, motels, backpackers, etc"
3594561,137,"Staff at hotels, motels, backpackers, etc"
3594552,118,"Staff at hotels, motels, backpackers, etc"
3594562,109,"Staff at hotels, motels, backpackers, etc"
3594585,113,"Staff at hotels, motels, backpackers, etc"
3594575,110,"Staff at hotels, motels, backpackers, etc"
3594587,114,"Staff at hotels, motels, backpackers, etc"
3594590,133,"Staff at hotels, motels, backpackers, etc"
3594604,125,"Staff at hotels, motels, backpackers, etc"
3594608,111,"Staff at hotels, motels, backpackers, etc"
3594615,92,"Staff at hotels, motels, backpackers, etc"
3594612,122,"Staff at hotels, motels, backpackers, etc"
3594613,121,"Staff at hotels, motels, backpackers, etc"
3594626,112,"Staff at hotels, motels, backpackers, etc"
3594620,123,"Staff at hotels, motels, backpackers, etc"
3594622,118,"Staff at hotels, motels, backpackers, etc"
3594623,111,"Staff at hotels, motels, backpackers, etc"
3594647,122,"Staff at hotels, motels, backpackers, etc"
3594638,144,"Staff at hotels, motels, backpackers, etc"
3594640,128,"Staff at hotels, motels, backpackers, etc"
3594694,119,"Staff at hotels, motels, backpackers, etc"
3594686,99,"Staff at hotels, motels, backpackers, etc"
3594678,117,"Staff at hotels, motels, backpackers, etc"
3594706,162,"Staff at hotels, motels, backpackers, etc"
3594673,124,"Staff at hotels, motels, backpackers, etc"
3594665,124,"Staff at hotels, motels, backpackers, etc"
3594658,103,"Staff at hotels, motels, backpackers, etc"
3594653,133,"Staff at hotels, motels, backpackers, etc"
3594650,117,"Staff at hotels, motels, backpackers, etc"
3594727,138,"Staff at hotels, motels, backpackers, etc"
3594725,121,"Staff at hotels, motels, backpackers, etc"
3594728,120,"Staff at hotels, motels, backpackers, etc"
3594724,108,"Staff at hotels, motels, backpackers, etc"
3594722,130,"Staff at hotels, motels, backpackers, etc"
3594721,111,"Staff at hotels, motels, backpackers, etc"
3594711,131,"Staff at hotels, motels, backpackers, etc"
3594710,132,"Staff at hotels, motels, backpackers, etc"
3594709,119,"Staff at hotels, motels, backpackers, etc"
3594708,107,"Staff at hotels, motels, backpackers, etc"
3594745,115,"Staff at hotels, motels, backpackers, etc"
3594747,121,"Staff at hotels, motels, backpackers, etc"
3594746,125,"Staff at hotels, motels, backpackers, etc"
3594732,124,"Staff at hotels, motels, backpackers, etc"
3594734,127,"Staff at hotels, motels, backpackers, etc"
3594754,127,"Staff at hotels, motels, backpackers, etc"
3594750,116,"Staff at hotels, motels, backpackers, etc"
3594760,125,"Staff at hotels, motels, backpackers, etc"
3594758,124,"Staff at hotels, motels, backpackers, etc"
3594765,141,"Staff at hotels, motels, backpackers, etc"
3594769,112,"Staff at hotels, motels, backpackers, etc"
3594764,140,"Staff at hotels, motels, backpackers, etc"
3594766,175,"Staff at hotels, motels, backpackers, etc"
3594784,165,"Staff at hotels, motels, backpackers, etc"
