"SurveyResponseID","AnswerNumber","InformationSourceUsed"
3601144,137,"Travel guides/books about New Zealand"
3601148,141,"Travel guides/books about New Zealand"
3601147,104,"Travel guides/books about New Zealand"
3601165,128,"Travel guides/books about New Zealand"
3601081,100,"Travel guides/books about New Zealand"
3601099,159,"Travel guides/books about New Zealand"
3601126,178,"Travel guides/books about New Zealand"
3601137,103,"Travel guides/books about New Zealand"
3601265,114,"Travel guides/books about New Zealand"
3601279,122,"Travel guides/books about New Zealand"
3601260,111,"Travel guides/books about New Zealand"
3601255,118,"Travel guides/books about New Zealand"
3601244,122,"Travel guides/books about New Zealand"
3601248,108,"Travel guides/books about New Zealand"
3601246,106,"Travel guides/books about New Zealand"
3601315,119,"Travel guides/books about New Zealand"
3601318,135,"Travel guides/books about New Zealand"
3601306,134,"Travel guides/books about New Zealand"
3601328,133,"Travel guides/books about New Zealand"
3601295,112,"Travel guides/books about New Zealand"
3601300,117,"Travel guides/books about New Zealand"
3601297,133,"Travel guides/books about New Zealand"
3601308,124,"Travel guides/books about New Zealand"
3601281,120,"Travel guides/books about New Zealand"
3601367,121,"Travel guides/books about New Zealand"
3601356,111,"Travel guides/books about New Zealand"
3601366,123,"Travel guides/books about New Zealand"
3601364,139,"Travel guides/books about New Zealand"
3601359,132,"Travel guides/books about New Zealand"
3601337,114,"Travel guides/books about New Zealand"
3601349,121,"Travel guides/books about New Zealand"
3601334,110,"Travel guides/books about New Zealand"
3601336,128,"Travel guides/books about New Zealand"
3601342,101,"Travel guides/books about New Zealand"
3601402,111,"Travel guides/books about New Zealand"
3601404,128,"Travel guides/books about New Zealand"
3601396,127,"Travel guides/books about New Zealand"
3601390,129,"Travel guides/books about New Zealand"
3601392,131,"Travel guides/books about New Zealand"
3601398,115,"Travel guides/books about New Zealand"
3601370,118,"Travel guides/books about New Zealand"
3601368,121,"Travel guides/books about New Zealand"
3601373,123,"Travel guides/books about New Zealand"
3601380,137,"Travel guides/books about New Zealand"
3601389,130,"Travel guides/books about New Zealand"
3601429,128,"Travel guides/books about New Zealand"
3601439,128,"Travel guides/books about New Zealand"
3601451,114,"Travel guides/books about New Zealand"
3601452,117,"Travel guides/books about New Zealand"
3601448,115,"Travel guides/books about New Zealand"
3601443,111,"Travel guides/books about New Zealand"
3601421,117,"Travel guides/books about New Zealand"
3601415,121,"Travel guides/books about New Zealand"
3601410,111,"Travel guides/books about New Zealand"
3601411,129,"Travel guides/books about New Zealand"
3601467,119,"Travel guides/books about New Zealand"
3601465,108,"Travel guides/books about New Zealand"
3601471,118,"Travel guides/books about New Zealand"
3601457,120,"Travel guides/books about New Zealand"
3601456,118,"Travel guides/books about New Zealand"
3601512,124,"Travel guides/books about New Zealand"
3601515,121,"Travel guides/books about New Zealand"
3601506,105,"Travel guides/books about New Zealand"
3601504,107,"Travel guides/books about New Zealand"
3601522,120,"Travel guides/books about New Zealand"
3601523,109,"Travel guides/books about New Zealand"
3601527,121,"Travel guides/books about New Zealand"
3601565,120,"Travel guides/books about New Zealand"
3601564,111,"Travel guides/books about New Zealand"
3601562,121,"Travel guides/books about New Zealand"
3601557,110,"Travel guides/books about New Zealand"
3601573,111,"Travel guides/books about New Zealand"
3601577,114,"Travel guides/books about New Zealand"
3601567,115,"Travel guides/books about New Zealand"
3601614,102,"Travel guides/books about New Zealand"
3601608,120,"Travel guides/books about New Zealand"
3601627,115,"Travel guides/books about New Zealand"
3601631,110,"Travel guides/books about New Zealand"
3601625,132,"Travel guides/books about New Zealand"
3601618,122,"Travel guides/books about New Zealand"
3601597,117,"Travel guides/books about New Zealand"
3601642,108,"Travel guides/books about New Zealand"
3601641,120,"Travel guides/books about New Zealand"
3601657,137,"Travel guides/books about New Zealand"
3601688,120,"Travel guides/books about New Zealand"
3601677,114,"Travel guides/books about New Zealand"
3601662,109,"Travel guides/books about New Zealand"
3601669,127,"Travel guides/books about New Zealand"
3601692,130,"Travel guides/books about New Zealand"
3601691,122,"Travel guides/books about New Zealand"
3601700,127,"Travel guides/books about New Zealand"
3601701,120,"Travel guides/books about New Zealand"
3601694,128,"Travel guides/books about New Zealand"
3601695,107,"Travel guides/books about New Zealand"
3601707,116,"Travel guides/books about New Zealand"
3601731,117,"Travel guides/books about New Zealand"
3601720,109,"Travel guides/books about New Zealand"
3601744,132,"Travel guides/books about New Zealand"
3601755,117,"Travel guides/books about New Zealand"
3601752,119,"Travel guides/books about New Zealand"
3601753,134,"Travel guides/books about New Zealand"
3601779,119,"Travel guides/books about New Zealand"
3601782,122,"Travel guides/books about New Zealand"
3601786,133,"Travel guides/books about New Zealand"
3601790,129,"Travel guides/books about New Zealand"
3601801,116,"Travel guides/books about New Zealand"
3601803,129,"Travel guides/books about New Zealand"
3601805,127,"Travel guides/books about New Zealand"
3601823,137,"Travel guides/books about New Zealand"
3601816,120,"Travel guides/books about New Zealand"
3601827,131,"Travel guides/books about New Zealand"
3601826,128,"Travel guides/books about New Zealand"
3601847,124,"Travel guides/books about New Zealand"
3601851,120,"Travel guides/books about New Zealand"
3601859,121,"Travel guides/books about New Zealand"
3601862,123,"Travel guides/books about New Zealand"
3601854,122,"Travel guides/books about New Zealand"
3601853,112,"Travel guides/books about New Zealand"
3601856,134,"Travel guides/books about New Zealand"
3601835,131,"Travel guides/books about New Zealand"
3601844,130,"Travel guides/books about New Zealand"
3601838,129,"Travel guides/books about New Zealand"
3602021,147,"Travel guides/books about New Zealand"
3602022,115,"Travel guides/books about New Zealand"
3602015,127,"Travel guides/books about New Zealand"
3602012,115,"Travel guides/books about New Zealand"
3602004,132,"Travel guides/books about New Zealand"
3601980,114,"Travel guides/books about New Zealand"
3602003,110,"Travel guides/books about New Zealand"
3602039,117,"Travel guides/books about New Zealand"
3602067,138,"Travel guides/books about New Zealand"
3602054,125,"Travel guides/books about New Zealand"
3602038,139,"Travel guides/books about New Zealand"
3602035,121,"Travel guides/books about New Zealand"
3602037,190,"Travel guides/books about New Zealand"
3602027,133,"Travel guides/books about New Zealand"
3602032,114,"Travel guides/books about New Zealand"
3602033,125,"Travel guides/books about New Zealand"
3601975,117,"Travel guides/books about New Zealand"
3601972,121,"Travel guides/books about New Zealand"
3601977,121,"Travel guides/books about New Zealand"
3601966,133,"Travel guides/books about New Zealand"
3601967,117,"Travel guides/books about New Zealand"
3601950,115,"Travel guides/books about New Zealand"
3601927,126,"Travel guides/books about New Zealand"
3601929,114,"Travel guides/books about New Zealand"
3601914,114,"Travel guides/books about New Zealand"
3601943,120,"Travel guides/books about New Zealand"
3601932,125,"Travel guides/books about New Zealand"
3601921,130,"Travel guides/books about New Zealand"
3601916,104,"Travel guides/books about New Zealand"
3601910,122,"Travel guides/books about New Zealand"
3601890,128,"Travel guides/books about New Zealand"
3601872,118,"Travel guides/books about New Zealand"
3602075,117,"Travel guides/books about New Zealand"
3602102,117,"Travel guides/books about New Zealand"
3602101,132,"Travel guides/books about New Zealand"
3602094,140,"Travel guides/books about New Zealand"
3602116,129,"Travel guides/books about New Zealand"
3602127,232,"Travel guides/books about New Zealand"
3602120,111,"Travel guides/books about New Zealand"
3602123,120,"Travel guides/books about New Zealand"
3602135,122,"Travel guides/books about New Zealand"
3602140,117,"Travel guides/books about New Zealand"
3602141,204,"Travel guides/books about New Zealand"
3602151,167,"Travel guides/books about New Zealand"
3602144,119,"Travel guides/books about New Zealand"
3602139,118,"Travel guides/books about New Zealand"
3602220,134,"Travel guides/books about New Zealand"
3602214,127,"Travel guides/books about New Zealand"
3602223,119,"Travel guides/books about New Zealand"
3602231,126,"Travel guides/books about New Zealand"
3602240,99,"Travel guides/books about New Zealand"
3602182,156,"Travel guides/books about New Zealand"
3602187,135,"Travel guides/books about New Zealand"
3602189,132,"Travel guides/books about New Zealand"
3602198,104,"Travel guides/books about New Zealand"
3602190,126,"Travel guides/books about New Zealand"
3602202,126,"Travel guides/books about New Zealand"
3602201,141,"Travel guides/books about New Zealand"
3602157,122,"Travel guides/books about New Zealand"
3602153,201,"Travel guides/books about New Zealand"
3602163,115,"Travel guides/books about New Zealand"
3602171,112,"Travel guides/books about New Zealand"
3602263,115,"Travel guides/books about New Zealand"
3602269,124,"Travel guides/books about New Zealand"
3602249,118,"Travel guides/books about New Zealand"
3602318,131,"Travel guides/books about New Zealand"
3602319,123,"Travel guides/books about New Zealand"
3602316,133,"Travel guides/books about New Zealand"
3602303,124,"Travel guides/books about New Zealand"
3602308,120,"Travel guides/books about New Zealand"
3602351,124,"Travel guides/books about New Zealand"
3602344,137,"Travel guides/books about New Zealand"
3602352,109,"Travel guides/books about New Zealand"
3602364,127,"Travel guides/books about New Zealand"
3602354,119,"Travel guides/books about New Zealand"
3602369,131,"Travel guides/books about New Zealand"
3602371,164,"Travel guides/books about New Zealand"
3602372,157,"Travel guides/books about New Zealand"
3602397,137,"Travel guides/books about New Zealand"
3602467,126,"Travel guides/books about New Zealand"
3602473,134,"Travel guides/books about New Zealand"
3602443,148,"Travel guides/books about New Zealand"
3602424,134,"Travel guides/books about New Zealand"
3602437,113,"Travel guides/books about New Zealand"
3602448,106,"Travel guides/books about New Zealand"
3602491,128,"Travel guides/books about New Zealand"
3602498,121,"Travel guides/books about New Zealand"
3602493,115,"Travel guides/books about New Zealand"
3602489,129,"Travel guides/books about New Zealand"
3602482,117,"Travel guides/books about New Zealand"
3602522,105,"Travel guides/books about New Zealand"
3602513,114,"Travel guides/books about New Zealand"
3602499,117,"Travel guides/books about New Zealand"
3602510,110,"Travel guides/books about New Zealand"
3602552,106,"Travel guides/books about New Zealand"
3602559,107,"Travel guides/books about New Zealand"
3602568,142,"Travel guides/books about New Zealand"
3602551,123,"Travel guides/books about New Zealand"
3602547,126,"Travel guides/books about New Zealand"
3602538,151,"Travel guides/books about New Zealand"
3602541,124,"Travel guides/books about New Zealand"
3602521,116,"Travel guides/books about New Zealand"
3602601,111,"Travel guides/books about New Zealand"
3602584,125,"Travel guides/books about New Zealand"
3602581,112,"Travel guides/books about New Zealand"
3602612,116,"Travel guides/books about New Zealand"
3602604,115,"Travel guides/books about New Zealand"
3602626,119,"Travel guides/books about New Zealand"
3602617,133,"Travel guides/books about New Zealand"
