"SurveyResponseID","AnswerNumber","SocialMediaUsed","TripStage"
3597215,147,"None of these","During trip to NZ"
3597216,130,"None of these","Planning trip to NZ"
3599913,150,"Google+","Planning trip to NZ"
3597496,174,"Facebook","After trip to NZ"
3599913,151,"Google+","During trip to NZ"
3597216,131,"None of these","During trip to NZ"
3597512,120,"Google+","Planning trip to NZ"
3597196,113,"Google+","During trip to NZ"
3599913,149,"Facebook","Planning trip to NZ"
3597519,114,"None of these","During trip to NZ"
3599897,117,"Google+","During trip to NZ"
3597215,148,"None of these","After trip to NZ"
3597519,115,"Facebook","After trip to NZ"
3599913,152,"Facebook","After trip to NZ"
3599913,153,"Google+","After trip to NZ"
3597216,132,"None of these","After trip to NZ"
3593667,135,"None of these","During trip to NZ"
3599915,97,"None of these","Planning trip to NZ"
3599930,132,"None of these","Planning trip to NZ"
3599915,99,"None of these","After trip to NZ"
3593667,136,"None of these","After trip to NZ"
3599915,98,"Facebook","During trip to NZ"
3593669,116,"None of these","After trip to NZ"
3599930,133,"None of these","During trip to NZ"
3593669,114,"None of these","Planning trip to NZ"
3597232,147,"None of these","Planning trip to NZ"
3593669,115,"None of these","During trip to NZ"
3597544,121,"None of these","Planning trip to NZ"
3593674,107,"Facebook","Planning trip to NZ"
3597544,122,"None of these","During trip to NZ"
3597232,149,"None of these","After trip to NZ"
3593674,108,"None of these","During trip to NZ"
3597544,123,"None of these","After trip to NZ"
3597232,148,"Wechat","During trip to NZ"
3599931,105,"Facebook","Planning trip to NZ"
3597247,107,"None of these","Planning trip to NZ"
3599930,134,"Facebook","After trip to NZ"
3597546,140,"None of these","Planning trip to NZ"
3593674,109,"None of these","After trip to NZ"
3599931,107,"Google+","During trip to NZ"
3599931,106,"Facebook","During trip to NZ"
3599931,109,"Facebook","After trip to NZ"
3599931,108,"Wechat","During trip to NZ"
3597546,141,"Facebook","During trip to NZ"
3597247,108,"Facebook","During trip to NZ"
3599945,149,"None of these","Planning trip to NZ"
3599945,151,"Facebook","After trip to NZ"
3593685,128,"None of these","After trip to NZ"
3593692,139,"None of these","Planning trip to NZ"
3593685,127,"None of these","During trip to NZ"
3597249,116,"None of these","Planning trip to NZ"
3597553,164,"None of these","Planning trip to NZ"
3597249,117,"None of these","During trip to NZ"
3597553,165,"Facebook","During trip to NZ"
3599962,113,"None of these","After trip to NZ"
3597249,118,"None of these","After trip to NZ"
3599962,112,"None of these","During trip to NZ"
3599945,150,"Facebook","During trip to NZ"
3597247,109,"None of these","After trip to NZ"
3597546,142,"None of these","After trip to NZ"
3593685,126,"None of these","Planning trip to NZ"
3599962,111,"None of these","Planning trip to NZ"
3597553,166,"Facebook","After trip to NZ"
3593694,122,"None of these","Planning trip to NZ"
3597576,105,"Google+","Planning trip to NZ"
3599964,131,"Weibu","Planning trip to NZ"
3599963,114,"Google+","Planning trip to NZ"
3593692,141,"None of these","After trip to NZ"
3597263,134,"Facebook","During trip to NZ"
3599963,116,"None of these","After trip to NZ"
3597265,146,"Facebook","During trip to NZ"
3599964,132,"Wechat","Planning trip to NZ"
3599964,135,"Weibu","After trip to NZ"
3597263,135,"Facebook","After trip to NZ"
3597576,107,"Google+","After trip to NZ"
3599964,133,"Weibu","During trip to NZ"
3597263,133,"Facebook","Planning trip to NZ"
3597265,145,"Google+","Planning trip to NZ"
3593692,140,"Facebook","During trip to NZ"
3599963,115,"Google+","During trip to NZ"
3597576,106,"Google+","During trip to NZ"
3597266,98,"None of these","During trip to NZ"
3597587,132,"None of these","Planning trip to NZ"
3599964,136,"Wechat","After trip to NZ"
3593694,123,"Twitter","During trip to NZ"
3597587,135,"Facebook","After trip to NZ"
3597281,126,"Facebook","After trip to NZ"
3597281,124,"Facebook","Planning trip to NZ"
3597266,99,"None of these","After trip to NZ"
3593694,124,"None of these","After trip to NZ"
3597587,134,"Instagram","During trip to NZ"
3597281,125,"Facebook","During trip to NZ"
3597265,147,"Facebook","After trip to NZ"
3599964,134,"Wechat","During trip to NZ"
3597587,133,"Facebook","During trip to NZ"
3597266,97,"None of these","Planning trip to NZ"
3599981,114,"Google+","Planning trip to NZ"
3599979,101,"None of these","Planning trip to NZ"
3599981,113,"Facebook","Planning trip to NZ"
3593710,123,"None of these","Planning trip to NZ"
3597596,137,"Google+","Planning trip to NZ"
3593710,124,"None of these","During trip to NZ"
3593710,125,"Mixi","After trip to NZ"
3597596,139,"Google+","After trip to NZ"
3599979,103,"None of these","After trip to NZ"
3599979,102,"None of these","During trip to NZ"
3597596,138,"Google+","During trip to NZ"
3593719,131,"None of these","After trip to NZ"
3599981,116,"Facebook","After trip to NZ"
3597282,161,"None of these","After trip to NZ"
3597603,175,"Facebook","During trip to NZ"
3597296,105,"Facebook","During trip to NZ"
3597296,104,"None of these","Planning trip to NZ"
3599981,115,"Facebook","During trip to NZ"
3593719,130,"None of these","During trip to NZ"
3597282,160,"None of these","During trip to NZ"
3597296,106,"Facebook","After trip to NZ"
3600012,146,"None of these","Planning trip to NZ"
3597282,159,"None of these","Planning trip to NZ"
3597603,174,"Facebook","Planning trip to NZ"
3600012,148,"None of these","After trip to NZ"
3597603,176,"Facebook","After trip to NZ"
3600012,147,"None of these","During trip to NZ"
3593719,129,"None of these","Planning trip to NZ"
3593724,140,"None of these","Planning trip to NZ"
3597299,126,"None of these","Planning trip to NZ"
3600013,122,"Facebook","Planning trip to NZ"
3593726,123,"None of these","Planning trip to NZ"
3593724,141,"None of these","During trip to NZ"
3600013,124,"Facebook","After trip to NZ"
3593724,142,"None of these","After trip to NZ"
3600013,123,"Facebook","During trip to NZ"
3593726,125,"None of these","After trip to NZ"
3593726,124,"None of these","During trip to NZ"
3600014,137,"Facebook","After trip to NZ"
3593744,138,"Facebook","During trip to NZ"
3597628,162,"None of these","After trip to NZ"
3597299,127,"Facebook","During trip to NZ"
3600014,136,"Facebook","During trip to NZ"
3597628,161,"Facebook","During trip to NZ"
3597299,128,"None of these","After trip to NZ"
3593744,137,"None of these","Planning trip to NZ"
3597313,129,"Google+","Planning trip to NZ"
3600014,135,"None of these","Planning trip to NZ"
3600030,137,"Google+","Planning trip to NZ"
3597628,160,"None of these","Planning trip to NZ"
3597630,108,"Facebook","Planning trip to NZ"
3597313,130,"Google+","During trip to NZ"
3600030,139,"Google+","During trip to NZ"
3600030,138,"Facebook","During trip to NZ"
3597313,131,"Facebook","After trip to NZ"
3593744,139,"None of these","After trip to NZ"
3600030,140,"Facebook","After trip to NZ"
3597314,121,"Facebook","After trip to NZ"
3597646,121,"Facebook","During trip to NZ"
3593751,131,"Facebook","Planning trip to NZ"
3597314,120,"Facebook","During trip to NZ"
3597315,153,"None of these","Planning trip to NZ"
3597630,109,"Facebook","During trip to NZ"
3597630,110,"Facebook","After trip to NZ"
3597315,155,"None of these","After trip to NZ"
3597315,154,"None of these","During trip to NZ"
3597646,122,"Facebook","After trip to NZ"
3597314,119,"Facebook","Planning trip to NZ"
3597646,120,"Facebook","Planning trip to NZ"
3600046,164,"None of these","During trip to NZ"
3597316,172,"Instagram","After trip to NZ"
3593751,133,"Facebook","After trip to NZ"
3597653,107,"Facebook","After trip to NZ"
3600046,165,"None of these","After trip to NZ"
3597316,169,"Facebook","During trip to NZ"
3597653,106,"Facebook","During trip to NZ"
3593760,149,"None of these","After trip to NZ"
3593751,132,"None of these","During trip to NZ"
3597331,101,"None of these","After trip to NZ"
3597316,171,"Facebook","After trip to NZ"
3593760,148,"None of these","During trip to NZ"
3597316,170,"Instagram","During trip to NZ"
3597331,100,"None of these","During trip to NZ"
3597653,105,"Facebook","Planning trip to NZ"
3593760,147,"None of these","Planning trip to NZ"
3597662,113,"None of these","During trip to NZ"
3600049,159,"Facebook","During trip to NZ"
3593769,132,"None of these","During trip to NZ"
3593767,137,"None of these","During trip to NZ"
3597333,123,"Facebook","After trip to NZ"
3600049,160,"Google+","During trip to NZ"
3593769,133,"None of these","After trip to NZ"
3597685,107,"Google+","During trip to NZ"
3597662,112,"None of these","Planning trip to NZ"
3593769,131,"None of these","Planning trip to NZ"
3597333,120,"Facebook","Planning trip to NZ"
3597333,122,"Facebook","During trip to NZ"
3593767,136,"None of these","Planning trip to NZ"
3600046,163,"None of these","Planning trip to NZ"
3597316,168,"None of these","Planning trip to NZ"
3600049,158,"Facebook","Planning trip to NZ"
3597331,99,"None of these","Planning trip to NZ"
3593767,138,"Facebook","After trip to NZ"
3597685,106,"Google+","Planning trip to NZ"
3593776,117,"None of these","Planning trip to NZ"
3597662,114,"None of these","After trip to NZ"
3600049,161,"Facebook","After trip to NZ"
3597333,121,"Google+","Planning trip to NZ"
3597346,117,"None of these","Planning trip to NZ"
3597705,109,"None of these","Planning trip to NZ"
3597347,114,"None of these","Planning trip to NZ"
3593792,136,"None of these","Planning trip to NZ"
3597346,118,"Facebook","During trip to NZ"
3593776,118,"Facebook","During trip to NZ"
3597705,110,"Facebook","During trip to NZ"
3597346,119,"Facebook","After trip to NZ"
3597685,108,"None of these","After trip to NZ"
3593776,119,"None of these","After trip to NZ"
3597347,115,"None of these","During trip to NZ"
3600096,157,"None of these","Planning trip to NZ"
3597710,138,"Facebook","Planning trip to NZ"
3593792,137,"Facebook","During trip to NZ"
3600065,199,"Facebook","After trip to NZ"
3600065,198,"None of these","During trip to NZ"
3593792,138,"None of these","After trip to NZ"
3600065,197,"None of these","Planning trip to NZ"
3593794,121,"None of these","Planning trip to NZ"
3597705,111,"None of these","After trip to NZ"
3597347,116,"None of these","After trip to NZ"
3597348,183,"Pinterest","Planning trip to NZ"
3600096,158,"Facebook","During trip to NZ"
3600096,159,"Facebook","After trip to NZ"
3597348,185,"Instagram","During trip to NZ"
3597710,139,"Facebook","During trip to NZ"
3597710,140,"Facebook","After trip to NZ"
3597348,184,"Facebook","During trip to NZ"
3600098,179,"Facebook","Planning trip to NZ"
3597350,103,"Google+","Planning trip to NZ"
3597728,157,"Google+","Planning trip to NZ"
3600112,119,"None of these","Planning trip to NZ"
3597348,186,"Facebook","After trip to NZ"
3593794,122,"None of these","During trip to NZ"
3597728,158,"None of these","During trip to NZ"
3597728,159,"Facebook","After trip to NZ"
3600098,180,"Facebook","During trip to NZ"
3600098,181,"Facebook","After trip to NZ"
3597735,124,"Google+","During trip to NZ"
3597735,123,"Google+","Planning trip to NZ"
3600112,121,"None of these","After trip to NZ"
3597350,104,"Facebook","During trip to NZ"
3597735,125,"None of these","After trip to NZ"
3597365,115,"Facebook","During trip to NZ"
3593794,123,"Facebook","After trip to NZ"
3597365,117,"Facebook","After trip to NZ"
3597350,106,"None of these","After trip to NZ"
3597365,116,"Google+","During trip to NZ"
3597744,149,"Google+","After trip to NZ"
3597746,161,"None of these","After trip to NZ"
3597744,147,"Google+","Planning trip to NZ"
3600112,120,"None of these","During trip to NZ"
3597365,114,"Google+","Planning trip to NZ"
3597350,105,"Google+","During trip to NZ"
3600116,115,"None of these","During trip to NZ"
3597744,148,"None of these","During trip to NZ"
3597746,159,"Google+","Planning trip to NZ"
3600116,114,"None of these","Planning trip to NZ"
3593799,139,"None of these","Planning trip to NZ"
3593799,141,"None of these","After trip to NZ"
3597746,160,"Google+","During trip to NZ"
3597381,140,"Google+","Planning trip to NZ"
3593801,121,"None of these","Planning trip to NZ"
3597753,104,"None of these","Planning trip to NZ"
3597398,169,"Facebook","Planning trip to NZ"
3597398,170,"Google+","Planning trip to NZ"
3593801,123,"Mixi","After trip to NZ"
3597753,105,"Facebook","During trip to NZ"
3597365,113,"Facebook","Planning trip to NZ"
3593824,128,"None of these","Planning trip to NZ"
3600116,116,"None of these","After trip to NZ"
3593799,140,"Facebook","During trip to NZ"
3597381,142,"Instagram","After trip to NZ"
3597381,141,"Google+","During trip to NZ"
3597753,106,"None of these","After trip to NZ"
3593801,122,"None of these","During trip to NZ"
3600146,112,"None of these","Planning trip to NZ"
3597755,165,"Facebook","Planning trip to NZ"
3597400,126,"Google+","Planning trip to NZ"
3597398,171,"Facebook","During trip to NZ"
3597398,172,"Facebook","After trip to NZ"
3600146,113,"None of these","During trip to NZ"
3597755,167,"Facebook","After trip to NZ"
3600146,114,"None of these","After trip to NZ"
3597755,166,"Facebook","During trip to NZ"
3597769,120,"None of these","Planning trip to NZ"
3600147,109,"None of these","During trip to NZ"
3597400,127,"Google+","During trip to NZ"
3593824,130,"None of these","After trip to NZ"
3600147,110,"None of these","After trip to NZ"
3593824,129,"Facebook","During trip to NZ"
3597416,168,"Facebook","Planning trip to NZ"
3600147,108,"None of these","Planning trip to NZ"
3597400,128,"None of these","After trip to NZ"
3600163,121,"None of these","Planning trip to NZ"
3593835,152,"None of these","Planning trip to NZ"
3600165,125,"None of these","Planning trip to NZ"
3600163,122,"None of these","During trip to NZ"
3597416,170,"Facebook","After trip to NZ"
3597769,122,"Facebook","After trip to NZ"
3597416,169,"Facebook","During trip to NZ"
3597769,121,"None of these","During trip to NZ"
3600163,123,"None of these","After trip to NZ"
3597431,98,"None of these","Planning trip to NZ"
3600165,128,"Twitter","After trip to NZ"
3593835,153,"Facebook","During trip to NZ"
3597796,108,"None of these","After trip to NZ"
3600166,148,"None of these","During trip to NZ"
3597448,159,"Google+","Planning trip to NZ"
3597796,106,"None of these","Planning trip to NZ"
3597448,160,"None of these","During trip to NZ"
3600180,158,"Weibu","During trip to NZ"
3600165,127,"Facebook","After trip to NZ"
3597431,100,"Facebook","After trip to NZ"
3600166,149,"None of these","After trip to NZ"
3597796,107,"None of these","During trip to NZ"
