"SurveyResponseID","AnswerNumber","SocialMediaUsed","TripStage"
3596611,170,"None of these","After trip to NZ"
3597001,111,"Facebook","Planning trip to NZ"
3596992,118,"None of these","Planning trip to NZ"
3599297,128,"Facebook","Planning trip to NZ"
3593201,126,"Facebook","During trip to NZ"
3596992,120,"None of these","After trip to NZ"
3593201,127,"Facebook","After trip to NZ"
3599297,130,"None of these","After trip to NZ"
3596992,119,"None of these","During trip to NZ"
3597001,112,"Facebook","During trip to NZ"
3599312,130,"Google+","Planning trip to NZ"
3599297,129,"None of these","During trip to NZ"
3599310,125,"None of these","Planning trip to NZ"
3597001,113,"Facebook","After trip to NZ"
3593224,143,"None of these","Planning trip to NZ"
3597003,138,"None of these","Planning trip to NZ"
3599310,126,"Facebook","During trip to NZ"
3596628,109,"Facebook","After trip to NZ"
3596628,108,"None of these","During trip to NZ"
3596648,134,"None of these","Planning trip to NZ"
3597003,139,"None of these","During trip to NZ"
3596628,107,"None of these","Planning trip to NZ"
3599310,127,"None of these","After trip to NZ"
3597008,123,"Facebook","Planning trip to NZ"
3599344,124,"None of these","Planning trip to NZ"
3597003,140,"None of these","After trip to NZ"
3596629,103,"None of these","After trip to NZ"
3593224,144,"Facebook","During trip to NZ"
3599312,131,"Facebook","During trip to NZ"
3596629,102,"None of these","During trip to NZ"
3593224,145,"None of these","After trip to NZ"
3596629,101,"None of these","Planning trip to NZ"
3593226,138,"None of these","Planning trip to NZ"
3599312,132,"Facebook","After trip to NZ"
3597008,125,"Facebook","After trip to NZ"
3599344,125,"Facebook","During trip to NZ"
3596648,136,"None of these","After trip to NZ"
3597008,124,"Facebook","During trip to NZ"
3599344,126,"None of these","After trip to NZ"
3596648,135,"None of these","During trip to NZ"
3593226,139,"None of these","During trip to NZ"
3599345,129,"Facebook","Planning trip to NZ"
3596663,101,"None of these","After trip to NZ"
3596663,99,"None of these","Planning trip to NZ"
3599347,135,"None of these","Planning trip to NZ"
3596678,156,"None of these","After trip to NZ"
3597028,121,"Wechat","After trip to NZ"
3597028,120,"Wechat","During trip to NZ"
3596678,155,"None of these","During trip to NZ"
3599345,131,"None of these","After trip to NZ"
3596663,100,"None of these","During trip to NZ"
3596678,154,"None of these","Planning trip to NZ"
3596679,117,"Facebook","During trip to NZ"
3599347,137,"Twitter","After trip to NZ"
3593231,124,"None of these","After trip to NZ"
3596679,118,"Facebook","After trip to NZ"
3597033,121,"None of these","During trip to NZ"
3597051,133,"None of these","During trip to NZ"
3593242,128,"None of these","After trip to NZ"
3596696,176,"Facebook","During trip to NZ"
3593242,127,"None of these","During trip to NZ"
3593231,122,"None of these","Planning trip to NZ"
3593226,140,"None of these","After trip to NZ"
3599345,130,"Google+","During trip to NZ"
3597028,119,"Wechat","Planning trip to NZ"
3599347,136,"None of these","During trip to NZ"
3593231,123,"Weibu","During trip to NZ"
3597033,122,"None of these","After trip to NZ"
3596696,177,"Facebook","After trip to NZ"
3597051,134,"None of these","After trip to NZ"
3596697,141,"None of these","After trip to NZ"
3596679,116,"Facebook","Planning trip to NZ"
3596697,140,"None of these","During trip to NZ"
3597033,120,"None of these","Planning trip to NZ"
3596696,175,"None of these","Planning trip to NZ"
3593242,126,"None of these","Planning trip to NZ"
3597051,132,"None of these","Planning trip to NZ"
3596697,139,"None of these","Planning trip to NZ"
3593251,134,"None of these","After trip to NZ"
3597067,146,"Facebook","After trip to NZ"
3596698,141,"Facebook","After trip to NZ"
3593251,133,"None of these","During trip to NZ"
3597067,145,"Facebook","During trip to NZ"
3596698,140,"Facebook","During trip to NZ"
3593256,130,"None of these","During trip to NZ"
3597076,123,"None of these","During trip to NZ"
3593256,131,"Weibu","After trip to NZ"
3597076,124,"None of these","After trip to NZ"
3593251,132,"None of these","Planning trip to NZ"
3596698,139,"Facebook","Planning trip to NZ"
3597067,144,"Facebook","Planning trip to NZ"
3593256,129,"Weibu","Planning trip to NZ"
3593256,128,"Kaixin or RenRen","Planning trip to NZ"
3597076,122,"None of these","Planning trip to NZ"
3599360,142,"Facebook","After trip to NZ"
3593267,131,"None of these","During trip to NZ"
3593267,132,"None of these","After trip to NZ"
3599360,141,"None of these","During trip to NZ"
3597083,118,"Google+","During trip to NZ"
3599360,140,"None of these","Planning trip to NZ"
3599362,118,"None of these","Planning trip to NZ"
3593267,130,"None of these","Planning trip to NZ"
3596713,110,"None of these","Planning trip to NZ"
3593281,150,"None of these","Planning trip to NZ"
3597083,117,"None of these","Planning trip to NZ"
3597083,119,"None of these","After trip to NZ"
3596713,112,"None of these","After trip to NZ"
3596713,111,"None of these","During trip to NZ"
3599362,119,"Facebook","During trip to NZ"
3593281,151,"Facebook","During trip to NZ"
3593281,152,"None of these","After trip to NZ"
3599362,121,"Wechat","After trip to NZ"
3593306,126,"Facebook","After trip to NZ"
3596729,150,"None of these","Planning trip to NZ"
3597092,134,"Google+","Planning trip to NZ"
3599394,132,"None of these","Planning trip to NZ"
3597092,137,"Facebook","After trip to NZ"
3593306,125,"Facebook","During trip to NZ"
3596729,151,"Facebook","During trip to NZ"
3597092,133,"Facebook","Planning trip to NZ"
3599362,120,"Facebook","After trip to NZ"
3593306,124,"None of these","Planning trip to NZ"
3596729,152,"None of these","After trip to NZ"
3597092,135,"Facebook","During trip to NZ"
3599394,133,"Instagram","During trip to NZ"
3593308,143,"Facebook","During trip to NZ"
3596730,137,"None of these","During trip to NZ"
3593308,142,"None of these","Planning trip to NZ"
3597092,136,"Google+","During trip to NZ"
3599394,134,"None of these","After trip to NZ"
3593308,144,"None of these","After trip to NZ"
3596730,138,"None of these","After trip to NZ"
3597094,126,"None of these","During trip to NZ"
3599396,120,"Facebook","During trip to NZ"
3597101,158,"Facebook","During trip to NZ"
3597094,125,"None of these","Planning trip to NZ"
3596730,136,"Weibu","Planning trip to NZ"
3597094,127,"None of these","After trip to NZ"
3599396,121,"Facebook","After trip to NZ"
3597101,159,"Twitter","During trip to NZ"
3597101,157,"Google+","Planning trip to NZ"
3597101,156,"Twitter","Planning trip to NZ"
3593315,129,"Facebook","Planning trip to NZ"
3597101,155,"Facebook","Planning trip to NZ"
3599396,119,"Google+","Planning trip to NZ"
3597101,160,"Google+","During trip to NZ"
3597101,163,"Google+","After trip to NZ"
3599396,122,"Google+","After trip to NZ"
3593315,131,"None of these","After trip to NZ"
3593315,130,"Facebook","During trip to NZ"
3597101,161,"Facebook","After trip to NZ"
3597101,162,"Twitter","After trip to NZ"
3597103,181,"None of these","Planning trip to NZ"
3599414,121,"None of these","Planning trip to NZ"
3599413,159,"None of these","Planning trip to NZ"
3593333,129,"None of these","Planning trip to NZ"
3596762,160,"None of these","Planning trip to NZ"
3599413,160,"None of these","During trip to NZ"
3599413,161,"None of these","After trip to NZ"
3593333,130,"Facebook","During trip to NZ"
3597103,183,"Facebook","After trip to NZ"
3596762,161,"None of these","During trip to NZ"
3597103,182,"Facebook","During trip to NZ"
3599427,144,"Google+","Planning trip to NZ"
3593340,126,"None of these","Planning trip to NZ"
3599414,122,"Facebook","During trip to NZ"
3593333,131,"None of these","After trip to NZ"
3599427,145,"None of these","During trip to NZ"
3599414,123,"None of these","After trip to NZ"
3593340,127,"None of these","During trip to NZ"
3597110,179,"None of these","Planning trip to NZ"
3596764,165,"None of these","Planning trip to NZ"
3596762,162,"None of these","After trip to NZ"
3599427,146,"None of these","After trip to NZ"
3599429,129,"Twitter","During trip to NZ"
3599445,113,"None of these","During trip to NZ"
3597117,160,"None of these","Planning trip to NZ"
3597110,181,"Facebook","After trip to NZ"
3599429,130,"Wechat","After trip to NZ"
3593340,128,"None of these","After trip to NZ"
3599429,128,"None of these","Planning trip to NZ"
3599445,112,"None of these","Planning trip to NZ"
3597110,180,"Facebook","During trip to NZ"
3593351,120,"Facebook","Planning trip to NZ"
3599445,114,"Facebook","After trip to NZ"
3593351,122,"None of these","After trip to NZ"
3597117,162,"None of these","After trip to NZ"
3593351,121,"None of these","During trip to NZ"
3597117,161,"None of these","During trip to NZ"
3599447,122,"None of these","Planning trip to NZ"
3599463,122,"None of these","Planning trip to NZ"
3596764,166,"Facebook","During trip to NZ"
3596779,140,"Facebook","During trip to NZ"
3596779,139,"None of these","Planning trip to NZ"
3593356,118,"Facebook","Planning trip to NZ"
3599447,124,"Facebook","After trip to NZ"
3596780,176,"None of these","Planning trip to NZ"
3599447,123,"None of these","During trip to NZ"
3597128,124,"None of these","Planning trip to NZ"
3596779,141,"Facebook","After trip to NZ"
3593356,119,"Facebook","During trip to NZ"
3599463,123,"Google+","During trip to NZ"
3599464,124,"None of these","Planning trip to NZ"
3596780,178,"None of these","After trip to NZ"
3593356,120,"Facebook","After trip to NZ"
3599463,124,"None of these","After trip to NZ"
3597128,125,"None of these","During trip to NZ"
3599464,125,"None of these","During trip to NZ"
3596781,132,"None of these","Planning trip to NZ"
3596781,133,"None of these","During trip to NZ"
3599464,126,"None of these","After trip to NZ"
3593358,133,"None of these","During trip to NZ"
3593358,132,"Twitter","Planning trip to NZ"
3596795,138,"None of these","Planning trip to NZ"
3599478,141,"Google+","Planning trip to NZ"
3596781,134,"None of these","After trip to NZ"
3593365,145,"None of these","Planning trip to NZ"
3596798,187,"Facebook","Planning trip to NZ"
3599494,136,"Facebook","Planning trip to NZ"
3599478,142,"None of these","During trip to NZ"
3596795,140,"None of these","After trip to NZ"
3596795,139,"None of these","During trip to NZ"
3596764,167,"None of these","After trip to NZ"
3596780,177,"Facebook","During trip to NZ"
3597128,126,"None of these","After trip to NZ"
3599478,140,"Pinterest","Planning trip to NZ"
3593358,134,"Facebook","After trip to NZ"
3599494,137,"Wechat","Planning trip to NZ"
3599478,143,"Facebook","After trip to NZ"
3597185,121,"None of these","Planning trip to NZ"
3593365,146,"Facebook","During trip to NZ"
3593365,147,"None of these","After trip to NZ"
3599494,139,"Facebook","After trip to NZ"
3596798,189,"Facebook","After trip to NZ"
3596798,188,"Facebook","During trip to NZ"
3597185,122,"None of these","During trip to NZ"
3596812,145,"None of these","After trip to NZ"
3599494,138,"Google+","During trip to NZ"
3597194,140,"Google+","Planning trip to NZ"
3593383,158,"None of these","Planning trip to NZ"
3597194,142,"Google+","After trip to NZ"
3599495,146,"Facebook","After trip to NZ"
3597201,144,"Facebook","During trip to NZ"
3596846,167,"Facebook","Planning trip to NZ"
3597185,123,"None of these","After trip to NZ"
3593383,160,"Facebook","After trip to NZ"
3596812,143,"None of these","Planning trip to NZ"
3593390,120,"None of these","Planning trip to NZ"
3596831,103,"Facebook","During trip to NZ"
3593383,159,"None of these","During trip to NZ"
3596812,144,"None of these","During trip to NZ"
3596829,153,"None of these","Planning trip to NZ"
3599495,144,"Google+","Planning trip to NZ"
3597194,141,"Google+","During trip to NZ"
3599495,145,"None of these","During trip to NZ"
3593390,121,"None of these","During trip to NZ"
3599513,132,"None of these","Planning trip to NZ"
3596831,104,"Facebook","After trip to NZ"
3596829,155,"None of these","After trip to NZ"
3597212,134,"Facebook","During trip to NZ"
3597201,145,"Instagram","During trip to NZ"
3597212,135,"None of these","After trip to NZ"
3596846,169,"Facebook","After trip to NZ"
3593392,139,"Facebook","Planning trip to NZ"
3599513,133,"None of these","During trip to NZ"
3597201,143,"Facebook","Planning trip to NZ"
3593390,122,"None of these","After trip to NZ"
3596829,154,"None of these","During trip to NZ"
3596831,102,"None of these","Planning trip to NZ"
3597212,133,"None of these","Planning trip to NZ"
3597201,146,"None of these","After trip to NZ"
3596846,168,"Facebook","During trip to NZ"
3599513,134,"None of these","After trip to NZ"
3593392,140,"None of these","During trip to NZ"
3597217,99,"None of these","During trip to NZ"
3596848,163,"None of these","Planning trip to NZ"
3597217,98,"None of these","Planning trip to NZ"
3593426,127,"None of these","Planning trip to NZ"
3593392,141,"None of these","After trip to NZ"
3596848,164,"Facebook","During trip to NZ"
3597217,100,"None of these","After trip to NZ"
3593433,135,"None of these","Planning trip to NZ"
3599514,155,"None of these","During trip to NZ"
3597219,159,"None of these","Planning trip to NZ"
3596863,135,"None of these","Planning trip to NZ"
3599529,140,"Google+","Planning trip to NZ"
3599514,154,"None of these","Planning trip to NZ"
3596848,165,"None of these","After trip to NZ"
3599514,157,"Google+","After trip to NZ"
3593426,129,"None of these","After trip to NZ"
3596863,137,"None of these","After trip to NZ"
3599529,141,"None of these","During trip to NZ"
3596863,136,"None of these","During trip to NZ"
3597219,161,"None of these","After trip to NZ"
3593433,137,"None of these","After trip to NZ"
3599530,125,"None of these","Planning trip to NZ"
3599530,126,"Facebook","During trip to NZ"
3597226,119,"None of these","Planning trip to NZ"
3596882,147,"None of these","Planning trip to NZ"
3596882,149,"None of these","After trip to NZ"
3597219,160,"None of these","During trip to NZ"
3593433,136,"None of these","During trip to NZ"
3599530,127,"None of these","After trip to NZ"
3597226,120,"None of these","During trip to NZ"
3599514,156,"Instagram","After trip to NZ"
3593426,128,"None of these","During trip to NZ"
3599529,142,"Facebook","After trip to NZ"
3597226,121,"None of these","After trip to NZ"
3599564,129,"Google+","Planning trip to NZ"
3593435,136,"None of these","During trip to NZ"
3599564,128,"Facebook","Planning trip to NZ"
3596882,148,"None of these","During trip to NZ"
3596895,133,"None of these","During trip to NZ"
3593435,137,"Facebook","After trip to NZ"
3593435,135,"None of these","Planning trip to NZ"
3599579,129,"None of these","Planning trip to NZ"
3599564,131,"Instagram","After trip to NZ"
3593442,132,"None of these","Planning trip to NZ"
3596895,132,"None of these","Planning trip to NZ"
3599564,130,"Facebook","During trip to NZ"
3599579,130,"None of these","During trip to NZ"
3597242,163,"Google+","Planning trip to NZ"
3599579,131,"Twitter","After trip to NZ"
3597242,164,"Facebook","During trip to NZ"
3597242,167,"Google+","After trip to NZ"
3599579,132,"Wechat","After trip to NZ"
3597242,165,"Google+","During trip to NZ"
3596895,134,"None of these","After trip to NZ"
3599580,143,"Google+","Planning trip to NZ"
3596896,122,"None of these","Planning trip to NZ"
3596896,124,"Twitter","During trip to NZ"
3599594,132,"None of these","After trip to NZ"
3597267,110,"None of these","Planning trip to NZ"
3596897,130,"None of these","Planning trip to NZ"
3597276,109,"Facebook","During trip to NZ"
3597267,112,"None of these","After trip to NZ"
3596897,132,"None of these","After trip to NZ"
3593442,134,"None of these","After trip to NZ"
3597276,110,"Google+","During trip to NZ"
3597242,166,"Facebook","After trip to NZ"
3599580,144,"None of these","During trip to NZ"
3596896,123,"Facebook","During trip to NZ"
3599594,131,"Facebook","During trip to NZ"
3597267,111,"None of these","During trip to NZ"
3596897,131,"None of these","During trip to NZ"
3597276,108,"None of these","Planning trip to NZ"
3599594,130,"None of these","Planning trip to NZ"
3599580,145,"Facebook","After trip to NZ"
3596896,125,"Facebook","After trip to NZ"
3593442,133,"None of these","During trip to NZ"
3593460,107,"None of these","Planning trip to NZ"
3596929,146,"None of these","Planning trip to NZ"
3599611,122,"None of these","Planning trip to NZ"
3593460,108,"None of these","During trip to NZ"
3596929,148,"Facebook","After trip to NZ"
3599611,124,"Google+","During trip to NZ"
3593465,141,"Facebook","After trip to NZ"
3596932,146,"None of these","During trip to NZ"
3597287,174,"None of these","During trip to NZ"
3596963,130,"None of these","Planning trip to NZ"
3593465,139,"None of these","Planning trip to NZ"
3596963,132,"None of these","After trip to NZ"
3599611,125,"Facebook","After trip to NZ"
3593465,140,"Facebook","During trip to NZ"
3596932,147,"None of these","After trip to NZ"
3597287,173,"Facebook","Planning trip to NZ"
3599612,123,"None of these","During trip to NZ"
3593476,143,"None of these","After trip to NZ"
3596979,104,"None of these","After trip to NZ"
3593476,142,"None of these","During trip to NZ"
3599612,124,"None of these","After trip to NZ"
3596979,103,"Facebook","During trip to NZ"
3599612,122,"None of these","Planning trip to NZ"
3597276,111,"None of these","After trip to NZ"
3593460,109,"None of these","After trip to NZ"
3596929,147,"Facebook","During trip to NZ"
3599611,123,"Facebook","During trip to NZ"
3596963,131,"None of these","During trip to NZ"
3596932,145,"None of these","Planning trip to NZ"
3597287,175,"Facebook","After trip to NZ"
3597294,127,"None of these","During trip to NZ"
3597294,128,"None of these","After trip to NZ"
3593490,120,"None of these","During trip to NZ"
3593490,121,"None of these","After trip to NZ"
3596981,107,"None of these","Planning trip to NZ"
3597294,126,"None of these","Planning trip to NZ"
3596981,109,"None of these","After trip to NZ"
3593476,141,"Facebook","Planning trip to NZ"
3599614,148,"Google+","Planning trip to NZ"
3596979,102,"None of these","Planning trip to NZ"
3597301,135,"Facebook","Planning trip to NZ"
3596981,108,"None of these","During trip to NZ"
3593499,130,"None of these","Planning trip to NZ"
3593490,119,"None of these","Planning trip to NZ"
3599614,147,"Instagram","Planning trip to NZ"
3596996,120,"None of these","Planning trip to NZ"
3599629,136,"None of these","Planning trip to NZ"
3599614,149,"None of these","During trip to NZ"
3597301,136,"Twitter","Planning trip to NZ"
3599629,137,"Facebook","During trip to NZ"
3599614,150,"Facebook","After trip to NZ"
3593499,131,"Twitter","During trip to NZ"
3599629,138,"None of these","After trip to NZ"
3593499,132,"None of these","After trip to NZ"
3597301,137,"Google+","Planning trip to NZ"
3599630,157,"None of these","Planning trip to NZ"
3593508,127,"None of these","Planning trip to NZ"
3596997,139,"None of these","Planning trip to NZ"
3596996,121,"None of these","During trip to NZ"
3593508,129,"None of these","After trip to NZ"
3597301,138,"Twitter","During trip to NZ"
3599630,158,"Wechat","During trip to NZ"
3596996,122,"None of these","After trip to NZ"
3593508,128,"None of these","During trip to NZ"
3593510,99,"None of these","Planning trip to NZ"
3599630,159,"None of these","After trip to NZ"
3597301,141,"Instagram","After trip to NZ"
3597301,139,"Instagram","During trip to NZ"
3596997,141,"None of these","After trip to NZ"
3596997,140,"None of these","During trip to NZ"
3597301,140,"Twitter","After trip to NZ"
3593510,100,"None of these","During trip to NZ"
3596999,111,"None of these","After trip to NZ"
3599644,135,"None of these","After trip to NZ"
3597312,156,"None of these","Planning trip to NZ"
3593535,141,"None of these","Planning trip to NZ"
3593510,101,"None of these","After trip to NZ"
3596999,110,"Facebook","During trip to NZ"
3597312,157,"None of these","During trip to NZ"
3599644,133,"None of these","Planning trip to NZ"
3597015,113,"None of these","Planning trip to NZ"
3599644,134,"Facebook","During trip to NZ"
3596999,109,"None of these","Planning trip to NZ"
3599646,146,"Wechat","Planning trip to NZ"
3597312,158,"None of these","After trip to NZ"
3593535,142,"Facebook","During trip to NZ"
3597015,114,"None of these","During trip to NZ"
3597015,115,"None of these","After trip to NZ"
3599646,148,"None of these","After trip to NZ"
3599646,147,"Facebook","During trip to NZ"
3597029,118,"Wechat","After trip to NZ"
3599647,119,"Facebook","After trip to NZ"
3593540,123,"None of these","Planning trip to NZ"
3597030,127,"Weibu","After trip to NZ"
3593535,143,"Facebook","After trip to NZ"
3599662,113,"Wechat","After trip to NZ"
3597029,117,"Wechat","During trip to NZ"
3599647,118,"None of these","During trip to NZ"
3597030,125,"Weibu","Planning trip to NZ"
3597335,145,"None of these","Planning trip to NZ"
3597030,126,"Weibu","During trip to NZ"
3597335,146,"Google+","During trip to NZ"
3599662,112,"Wechat","During trip to NZ"
3599663,126,"Wechat","Planning trip to NZ"
3597029,116,"Wechat","Planning trip to NZ"
3599647,117,"None of these","Planning trip to NZ"
3599662,111,"Wechat","Planning trip to NZ"
3597335,147,"None of these","After trip to NZ"
3597337,121,"None of these","Planning trip to NZ"
3599663,125,"Weibu","Planning trip to NZ"
3593540,124,"Facebook","During trip to NZ"
3597337,122,"Facebook","During trip to NZ"
3599663,128,"Wechat","During trip to NZ"
3597337,123,"None of these","After trip to NZ"
3593540,125,"Facebook","After trip to NZ"
3599663,127,"Weibu","During trip to NZ"
3599663,129,"Weibu","After trip to NZ"
3597032,139,"Wechat","Planning trip to NZ"
3597353,140,"Facebook","During trip to NZ"
3597353,139,"Facebook","Planning trip to NZ"
3599663,130,"Wechat","After trip to NZ"
3597032,141,"Instagram","During trip to NZ"
3597032,142,"Wechat","During trip to NZ"
3599697,164,"Wechat","Planning trip to NZ"
3597032,140,"Weibu","During trip to NZ"
3597353,141,"Facebook","After trip to NZ"
3599697,163,"Weibu","Planning trip to NZ"
3599697,166,"Google+","During trip to NZ"
3597032,144,"Instagram","After trip to NZ"
3599697,165,"Weibu","During trip to NZ"
3597360,101,"Facebook","Planning trip to NZ"
3597362,148,"None of these","Planning trip to NZ"
3597032,145,"Wechat","After trip to NZ"
3599697,168,"Weibu","After trip to NZ"
3599714,131,"None of these","Planning trip to NZ"
3597032,143,"Weibu","After trip to NZ"
3599697,167,"Wechat","During trip to NZ"
3599714,133,"Facebook","After trip to NZ"
3597062,145,"None of these","Planning trip to NZ"
3597062,148,"Facebook","After trip to NZ"
3597367,167,"None of these","Planning trip to NZ"
3593549,142,"Twitter","After trip to NZ"
3593551,125,"None of these","During trip to NZ"
3597362,149,"Facebook","During trip to NZ"
3597062,146,"Facebook","During trip to NZ"
3599730,108,"Wechat","Planning trip to NZ"
3593549,140,"None of these","Planning trip to NZ"
3599697,169,"Wechat","After trip to NZ"
3597360,103,"Facebook","After trip to NZ"
3599714,132,"Facebook","During trip to NZ"
3597062,147,"Instagram","During trip to NZ"
3593551,126,"Facebook","After trip to NZ"
3597066,118,"None of these","Planning trip to NZ"
3593551,124,"None of these","Planning trip to NZ"
3597066,119,"None of these","During trip to NZ"
3597360,102,"Facebook","During trip to NZ"
3597367,169,"Facebook","After trip to NZ"
3593549,141,"None of these","During trip to NZ"
3597362,150,"Facebook","After trip to NZ"
3597066,120,"None of these","After trip to NZ"
3597367,168,"Facebook","During trip to NZ"
3599730,109,"Wechat","During trip to NZ"
3597080,113,"Google+","Planning trip to NZ"
3599745,193,"None of these","Planning trip to NZ"
3599730,110,"Wechat","After trip to NZ"
3597371,144,"None of these","Planning trip to NZ"
3593558,130,"None of these","After trip to NZ"
3597080,115,"None of these","After trip to NZ"
3593558,128,"None of these","Planning trip to NZ"
3599745,195,"Google+","During trip to NZ"
3593558,129,"None of these","During trip to NZ"
3599745,194,"Facebook","During trip to NZ"
3597371,146,"None of these","After trip to NZ"
3593560,157,"Facebook","After trip to NZ"
3597080,114,"None of these","During trip to NZ"
3597371,145,"None of these","During trip to NZ"
3597081,141,"Google+","During trip to NZ"
3597081,140,"Google+","Planning trip to NZ"
3593560,156,"None of these","During trip to NZ"
3599747,114,"None of these","After trip to NZ"
3593560,155,"Facebook","Planning trip to NZ"
3593565,136,"None of these","Planning trip to NZ"
3597081,142,"None of these","After trip to NZ"
3597394,168,"None of these","During trip to NZ"
3599747,112,"None of these","Planning trip to NZ"
3597082,176,"None of these","After trip to NZ"
3599745,196,"Facebook","After trip to NZ"
3597394,167,"None of these","Planning trip to NZ"
3597082,175,"Facebook","During trip to NZ"
3599761,103,"None of these","Planning trip to NZ"
3593565,138,"None of these","After trip to NZ"
3597097,120,"None of these","Planning trip to NZ"
3593565,137,"None of these","During trip to NZ"
3599747,113,"None of these","During trip to NZ"
3597082,174,"None of these","Planning trip to NZ"
3597394,169,"None of these","After trip to NZ"
3599761,104,"None of these","During trip to NZ"
3597097,121,"None of these","During trip to NZ"
3597098,136,"None of these","Planning trip to NZ"
3599763,120,"None of these","Planning trip to NZ"
3593567,139,"None of these","Planning trip to NZ"
3599761,105,"None of these","After trip to NZ"
3597097,122,"Instagram","After trip to NZ"
3597098,138,"None of these","After trip to NZ"
3593567,141,"None of these","After trip to NZ"
3593567,140,"None of these","During trip to NZ"
3597098,137,"None of these","During trip to NZ"
3599763,121,"None of these","During trip to NZ"
3597112,183,"Facebook","After trip to NZ"
3597417,126,"Facebook","After trip to NZ"
3597435,132,"None of these","During trip to NZ"
3599795,138,"Facebook","After trip to NZ"
3597417,125,"Facebook","During trip to NZ"
3593617,124,"Facebook","Planning trip to NZ"
3597131,132,"None of these","After trip to NZ"
3593610,134,"None of these","Planning trip to NZ"
3597435,131,"Facebook","Planning trip to NZ"
3599795,134,"Facebook","Planning trip to NZ"
3599795,137,"Instagram","During trip to NZ"
3597131,131,"None of these","During trip to NZ"
3597112,181,"Facebook","Planning trip to NZ"
3597417,124,"None of these","Planning trip to NZ"
3599795,136,"Facebook","During trip to NZ"
3597132,103,"Google+","Planning trip to NZ"
3597437,149,"None of these","Planning trip to NZ"
3599763,122,"None of these","After trip to NZ"
3597112,182,"Facebook","During trip to NZ"
3597131,130,"None of these","Planning trip to NZ"
3599795,135,"Google+","Planning trip to NZ"
3597435,133,"Facebook","After trip to NZ"
3597132,104,"Facebook","During trip to NZ"
3597132,105,"Google+","During trip to NZ"
3597132,106,"Facebook","After trip to NZ"
3597437,150,"None of these","During trip to NZ"
3593610,136,"Twitter","After trip to NZ"
3597437,151,"None of these","After trip to NZ"
3599797,135,"None of these","Planning trip to NZ"
3597446,121,"None of these","During trip to NZ"
3599797,137,"None of these","After trip to NZ"
3597446,122,"None of these","After trip to NZ"
3597165,103,"None of these","Planning trip to NZ"
3597451,120,"None of these","Planning trip to NZ"
3593619,163,"Facebook","Planning trip to NZ"
3599846,156,"None of these","Planning trip to NZ"
3593617,126,"Facebook","After trip to NZ"
3599846,158,"None of these","After trip to NZ"
3597165,104,"None of these","During trip to NZ"
3597451,122,"None of these","After trip to NZ"
3593619,164,"Facebook","During trip to NZ"
3593619,165,"Facebook","After trip to NZ"
3597476,106,"None of these","Planning trip to NZ"
3599848,120,"None of these","Planning trip to NZ"
3597166,128,"None of these","Planning trip to NZ"
3599863,133,"None of these","Planning trip to NZ"
3593610,135,"None of these","During trip to NZ"
3593617,125,"Facebook","During trip to NZ"
3597446,120,"None of these","Planning trip to NZ"
3599797,136,"Facebook","During trip to NZ"
3599846,157,"None of these","During trip to NZ"
3597165,105,"None of these","After trip to NZ"
3597451,121,"Google+","During trip to NZ"
3593624,127,"None of these","During trip to NZ"
3593624,126,"None of these","Planning trip to NZ"
3599848,122,"None of these","After trip to NZ"
3597166,130,"None of these","After trip to NZ"
3599879,129,"Google+","Planning trip to NZ"
3599863,135,"None of these","After trip to NZ"
3599848,121,"None of these","During trip to NZ"
3597166,129,"None of these","During trip to NZ"
3593635,128,"None of these","Planning trip to NZ"
3593624,128,"None of these","After trip to NZ"
3597179,144,"None of these","Planning trip to NZ"
3597476,107,"None of these","During trip to NZ"
3599863,134,"None of these","During trip to NZ"
3597476,108,"Facebook","After trip to NZ"
3597478,169,"None of these","Planning trip to NZ"
3593635,130,"None of these","After trip to NZ"
3593635,129,"Facebook","During trip to NZ"
3593640,134,"None of these","Planning trip to NZ"
3597179,145,"None of these","During trip to NZ"
3599879,130,"None of these","During trip to NZ"
3597478,171,"Facebook","After trip to NZ"
3599879,131,"None of these","After trip to NZ"
3597478,170,"Facebook","During trip to NZ"
3597179,146,"Facebook","After trip to NZ"
3597183,100,"None of these","Planning trip to NZ"
3593644,133,"None of these","Planning trip to NZ"
3593640,136,"Facebook","After trip to NZ"
3599895,103,"None of these","Planning trip to NZ"
3597183,101,"Facebook","During trip to NZ"
3599881,131,"None of these","After trip to NZ"
3599881,130,"None of these","During trip to NZ"
3593644,134,"None of these","During trip to NZ"
3593640,135,"None of these","During trip to NZ"
3599881,129,"None of these","Planning trip to NZ"
3597183,102,"Facebook","After trip to NZ"
3599895,104,"Facebook","During trip to NZ"
3597196,110,"Facebook","Planning trip to NZ"
3597496,172,"Facebook","Planning trip to NZ"
3597196,111,"Google+","Planning trip to NZ"
3599895,105,"None of these","After trip to NZ"
3593644,135,"None of these","After trip to NZ"
3597196,114,"Facebook","After trip to NZ"
3597512,121,"Google+","During trip to NZ"
3599897,116,"Google+","Planning trip to NZ"
3597496,173,"Facebook","During trip to NZ"
3593667,134,"None of these","Planning trip to NZ"
3597196,112,"Facebook","During trip to NZ"
3597215,146,"None of these","Planning trip to NZ"
3597196,115,"Google+","After trip to NZ"
3597519,113,"None of these","Planning trip to NZ"
3599897,118,"None of these","After trip to NZ"
3597512,122,"None of these","After trip to NZ"
